@relation EQP_6-17_unspecified-unspecified_prediction-horizon-7days

@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.5_indep_bA numeric
@attribute T3.6_indep_bA numeric
@attribute T3.7_indep_bA numeric
@attribute T3.8_indep_bA numeric
@attribute T3.9_indep_bA numeric
@attribute T4_indep_bA numeric
@attribute Mmean_indep_bA numeric
@attribute dE12_indep_bA numeric
@attribute bA numeric
@attribute a_bA numeric
@attribute eta_bA numeric
@attribute deltaM_bA numeric
@attribute mu3.5_indep_bA numeric
@attribute mu3.6_indep_bA numeric
@attribute mu3.7_indep_bA numeric
@attribute mu3.8_indep_bA numeric
@attribute mu3.9_indep_bA numeric
@attribute mu4_indep_bA numeric
@attribute c3.5_indep_bA numeric
@attribute c3.6_indep_bA numeric
@attribute c3.7_indep_bA numeric
@attribute c3.8_indep_bA numeric
@attribute c3.9_indep_bA numeric
@attribute c4_indep_bA numeric
@attribute continuousClass numeric

@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.8075,2106762.2,2.0963237,6.2304816,9.564159E-4,0.007900953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.8,1611897.5,2.0441825,6.0687637,0.0035292518,0.011202574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61
0.0,0.0,0.0,0.0,0.0,2.64,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.785,2155146.5,1.8048809,5.371646,0.0018231035,0.003822565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.6924999,985352.9,3.1019878,8.697155,0.005681844,-0.023736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09612024,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.6825,959444.3,3.475449,9.667945,1.9682622E-4,-0.0017828941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.094596624,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.67,875986.4,4.601314,12.630562,0.004665306,-0.014990091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.096173525,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.685,864658.06,3.8063796,10.609204,0.031606328,-0.057216644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06616068,0.0,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.7025,2063774.4,12.504491,34.182465,0.0043887743,-0.003615141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022868156,0.09612024,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.7700002,3240127.2,1.8247799,5.399693,0.007571569,0.010907173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005137205,0.094596624,0.0,0.0,0.0,0.0,0.0,2558.968,576.52496,576.52496,576.52496,576.52496,576.52496,2.8075001,8337105.5,1.7861679,5.359719,0.0049197045,-0.030680418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51
