@relation EQP_12-13_unspecified-unspecified_prediction-horizon-7days

@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.5_indep_bA numeric
@attribute T3.6_indep_bA numeric
@attribute T3.7_indep_bA numeric
@attribute T3.8_indep_bA numeric
@attribute T3.9_indep_bA numeric
@attribute T4_indep_bA numeric
@attribute Mmean_indep_bA numeric
@attribute dE12_indep_bA numeric
@attribute bA numeric
@attribute a_bA numeric
@attribute eta_bA numeric
@attribute deltaM_bA numeric
@attribute mu3.5_indep_bA numeric
@attribute mu3.6_indep_bA numeric
@attribute mu3.7_indep_bA numeric
@attribute mu3.8_indep_bA numeric
@attribute mu3.9_indep_bA numeric
@attribute mu4_indep_bA numeric
@attribute c3.5_indep_bA numeric
@attribute c3.6_indep_bA numeric
@attribute c3.7_indep_bA numeric
@attribute c3.8_indep_bA numeric
@attribute c3.9_indep_bA numeric
@attribute c4_indep_bA numeric
@attribute continuousClass numeric

@data
0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.015277778,0.019444445,0.019444445,0.019444445,0.020833334,0.03263889,3.3475,1.95188883E11,0.48830268,1.979646,0.0075159594,-0.15413713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.015277778,0.019444445,0.019444445,0.019444445,0.020833334,0.03263889,3.1475,8.915062E10,0.70235926,2.5557287,0.009120279,-0.13877702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.015277778,0.019444445,0.019444445,0.019444445,0.020833334,0.03263889,3.0475001,9.4721352E10,0.8379653,2.942775,0.024622848,-0.21181011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.015277778,0.019444445,0.019444445,0.019444445,0.020833334,0.03263889,3.175,2.6111828E11,3.0098648,9.932608,1.7580533E-9,-1.7881393E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
0.020656109,0.0,0.0,0.0,0.0,5.18,0.0,0.027083334,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.4499998,1.13322942E11,0.41049305,1.7924886,0.015103173,0.033328056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
0.0039581656,0.0,0.0,0.0,0.0,5.18,0.0,0.04027778,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.5750003,4.0772633E10,0.4366385,1.9060354,0.0015966367,0.034751892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
-0.0036960244,0.0,0.0,0.0,0.0,5.18,0.0,0.04027778,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.5500002,3.4422854E10,0.42006576,1.8362862,5.2403397E-4,0.028574467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
0.0028823614,0.0,0.0,0.0,0.0,5.18,0.0,0.04027778,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.6,3.5510284E10,0.43909442,1.9257927,0.0013254521,0.014172077,0.059027776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
-0.0057110786,0.020656109,0.0,0.0,0.0,5.18,0.0,0.04027778,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.35,1.51265475E10,0.85791224,3.2630818,0.024131408,-0.20351481,0.030208332,0.0,0.0,0.0,0.0,0.0,0.954023,0.0,0.0,0.0,0.0,0.0,4.6
-0.00669384,0.0039581656,0.0,0.0,0.0,5.18,0.0,0.04027778,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.25,7.5669504E9,0.7641658,2.9038494,1.5858182E-4,-0.40002513,0.0013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
-0.022956967,-0.0036960244,0.0,0.0,0.0,5.18,0.0,0.04027778,0.029861111,0.029861111,0.029861111,0.029861111,0.035416666,3.25,1.46953759E10,0.76419234,2.9039354,1.5858178E-4,-0.40000582,0.0013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
-0.015726984,0.0028823614,0.0,0.0,0.0,5.18,0.0,0.30277777,0.31319445,0.31319445,0.31319445,0.31319445,0.31805557,3.5500002,1.37804749E10,0.35050464,1.5893443,0.004690949,0.06555414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
