@relation EQP_10-7_unspecified-unspecified_prediction-horizon-7days

@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.5_indep_bA numeric
@attribute T3.6_indep_bA numeric
@attribute T3.7_indep_bA numeric
@attribute T3.8_indep_bA numeric
@attribute T3.9_indep_bA numeric
@attribute T4_indep_bA numeric
@attribute Mmean_indep_bA numeric
@attribute dE12_indep_bA numeric
@attribute bA numeric
@attribute a_bA numeric
@attribute eta_bA numeric
@attribute deltaM_bA numeric
@attribute mu3.5_indep_bA numeric
@attribute mu3.6_indep_bA numeric
@attribute mu3.7_indep_bA numeric
@attribute mu3.8_indep_bA numeric
@attribute mu3.9_indep_bA numeric
@attribute mu4_indep_bA numeric
@attribute c3.5_indep_bA numeric
@attribute c3.6_indep_bA numeric
@attribute c3.7_indep_bA numeric
@attribute c3.8_indep_bA numeric
@attribute c3.9_indep_bA numeric
@attribute c4_indep_bA numeric
@attribute continuousClass numeric

@data
0.0,0.0,0.0,0.0,0.0,3.1,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.0075002,8.5462616E7,0.97435814,3.275435,0.018206453,-0.1516335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98
0.0,0.0,0.0,0.0,0.0,3.35,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.0425,7.1936816E7,0.8816084,3.0273466,0.008764924,-0.08389044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42
0.0,0.0,0.0,0.0,0.0,2.98,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.0124998,6.4724932E7,0.9166179,3.1063643,0.004790269,-0.038941383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
0.0,0.0,0.0,0.0,0.0,3.42,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.1075,6.6266884E7,0.68982536,2.4886851,0.01178024,-0.18770313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
-0.033655703,0.0,0.0,0.0,0.0,3.42,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.19,9.7082224E7,1.059062,3.7234607,0.010218266,-0.09580994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
-0.03243333,0.0,0.0,0.0,0.0,3.42,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.0525,8.7706056E7,0.9685745,3.3016267,0.003785166,0.011251926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
-0.027999103,0.0,0.0,0.0,0.0,3.42,0.0,47.528473,161.12987,164.6125,164.6125,164.6125,0.0,3.0575001,2.11930368E8,0.96797293,3.3046303,0.0046776626,0.006030321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
-0.033029556,0.0,0.0,0.0,0.0,3.65,0.0,58.96458,96.41944,164.6125,164.6125,164.6125,0.0,3.1149998,1.98564416E8,0.67395973,2.4444373,0.0061310907,0.023021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
-0.03528142,-0.033655703,0.0,0.0,0.0,3.74,0.0,39.627083,79.53472,196.61874,164.6125,164.6125,0.0,3.2975001,2.05397904E8,0.51115793,2.030596,0.01102534,-0.23254132,0.0,0.0,1.4465277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
-0.030986786,-0.03243333,0.0,0.0,0.0,3.74,0.0,39.627083,79.53472,196.61874,164.6125,164.6125,0.0,3.3875,8.5311814E8,0.6652509,2.5985904,0.009883908,-0.16618085,0.0,0.0,1.4465277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
