@relation EQP_3-18_unspecified-unspecified_prediction-horizon-7days

@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.5_indep_bA numeric
@attribute T3.6_indep_bA numeric
@attribute T3.7_indep_bA numeric
@attribute T3.8_indep_bA numeric
@attribute T3.9_indep_bA numeric
@attribute T4_indep_bA numeric
@attribute Mmean_indep_bA numeric
@attribute dE12_indep_bA numeric
@attribute bA numeric
@attribute a_bA numeric
@attribute eta_bA numeric
@attribute deltaM_bA numeric
@attribute mu3.5_indep_bA numeric
@attribute mu3.6_indep_bA numeric
@attribute mu3.7_indep_bA numeric
@attribute mu3.8_indep_bA numeric
@attribute mu3.9_indep_bA numeric
@attribute mu4_indep_bA numeric
@attribute c3.5_indep_bA numeric
@attribute c3.6_indep_bA numeric
@attribute c3.7_indep_bA numeric
@attribute c3.8_indep_bA numeric
@attribute c3.9_indep_bA numeric
@attribute c4_indep_bA numeric
@attribute continuousClass numeric

@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.875,1.2709343E7,2.0069516,6.221531,1.598437E-10,9.298325E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.8,6888438.0,1.0034306,3.1986814,0.01033605,-0.08774567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,2.7,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.7,6425728.0,1.0034412,3.1296017,0.0014344385,-0.3188691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.75,7160705.5,1.2255238,3.7152433,0.003080839,-0.031555414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
0.01195097,0.0,0.0,0.0,0.0,2.6,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.6999998,1.0086641E7,1.2008562,3.5873644,8.6540706E-4,0.012661219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011567235,0.0,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.8999999,2.0859286E7,0.8197884,2.7224393,9.579372E-4,-0.020905018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.013252497,0.0,0.0,0.0,0.0,3.4,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,3.0749998,2.2746828E7,0.65555537,2.3608856,0.012653614,-0.20135188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03094256,0.0,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,3.0749998,1.7955418E7,0.6555548,2.360884,0.012653609,-0.2013526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06910294,0.01195097,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,3.1,1.2269832E7,0.7610927,2.7044406,0.010237338,-0.15336537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07077712,0.011567235,0.0,0.0,0.0,0.0,0.0,340.65695,151.44028,35.972916,0.0,0.0,0.0,2.9750001,1.3351241E7,0.8401335,2.8444502,5.240348E-4,0.014287949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
