@relation 'trafico2011_15ming'

@attribute intensidad numeric
@attribute tocup numeric
@attribute vmed numeric
@attribute gap numeric
@attribute congestion {0,1}

@data
136,5,57,44,0
212,9,55,43,0
276,12,54,33,0
346,16,50,28,1
430,28,41,19,1
403,31,38,19,0
357,16,51,30,0
336,15,51,31,0
440,23,45,21,0
467,29,40,16,0
485,28,43,17,0
435,22,48,22,1
316,20,47,30,0
307,13,53,34,0
396,18,52,27,0
385,18,50,26,0
422,21,48,23,0
454,24,45,19,0
439,24,46,21,0
462,25,46,19,1
449,36,35,14,0
475,41,28,10,0
398,24,42,22,1
337,27,44,24,0
402,21,45,23,0
388,23,45,23,0
458,30,38,16,0
444,27,42,19,0
412,19,50,25,0
407,18,51,26,0
460,28,41,18,1
456,46,26,9,1
438,50,24,8,1
440,50,24,8,1
424,41,30,13,0
376,16,53,28,0
424,19,52,26,0
433,21,49,23,0
384,17,51,26,0
418,20,50,24,0
444,21,50,23,0
427,21,48,23,0
456,22,48,22,0
458,29,40,17,0
422,19,50,25,0
453,32,35,15,1
422,29,38,17,0
424,25,41,19,1
433,40,28,11,1
445,44,26,9,1
437,43,27,10,0
380,18,50,27,0
460,38,30,12,1
403,34,33,16,0
364,16,50,30,0
317,14,52,32,0
344,16,50,30,0
345,15,51,32,0
297,13,52,35,0
293,12,53,36,0
296,12,53,34,0
308,13,52,31,0
246,10,54,41,0
247,10,54,36,0
210,8,54,45,0
192,8,54,41,0
144,5,56,52,0
115,4,57,48,0
125,5,54,45,0
114,4,56,49,0
95,3.59,57.01,53.69,0
86,2,58,59,0
78,2,57,56,0
64,2,57,46,0
56,1,57,56,0
40,1,58,42,0
41,1,56,52,0
28,0,60,28,0
18,0,58,21,0
22,0,56,19,0
19,0,57,17,0
24,0,55,44,0
14,0,59,0,0
26,0,55,38,0
11,0,61,0,0
16,0,59,37,0
16,0,56,18,0
20,0,55,6,0
16,0,60,7,0
17,0,61,12,0
28,0,58,6,0
19,0,60,23,0
20,0,61,0,0
36,1,58,38,0
46,1,59,44,0
75,2,58,42,0
129,5,57,45,0
237,10,55,38,0
238,10,55,35,0
325,15,51,30,0
422,22,46,21,0
493,39,31,11,0
387,22,44,24,0
315,14,52,35,0
319,14,52,33,0
326,15,51,31,0
324,14,52,34,0
305,12,54,36,0
299,13,53,36,0
328,14,52,30,0
310,13,54,37,0
334,15,52,30,0
330,14,53,33,0
357,15,53,31,0
401,20,47,23,0
421,25,44,21,0
398,21,47,24,0
391,19,49,27,0
419,20,50,25,0
406,18,50,26,0
423,25,42,21,0
444,35,32,13,0
415,19,50,25,1
459,44,28,10,1
416,49,24,9,1
405,51,23,8,1
479,36,34,13,1
431,47,26,9,1
412,51,23,8,1
432,50,25,9,1
449,45,26,9,0
386,17,51,26,0
469,21,51,22,0
423,19,51,24,0
358,16,51,27,0
385,17,51,26,0
435,21,50,24,0
429,20,50,23,0
443,23,46,22,0
450,22,47,22,1
428,34,35,14,0
458,35,34,14,0
421,29,36,17,0
392,17,51,27,0
366,16,51,28,0
386,17,52,28,0
401,20,46,24,1
420,35,32,14,1
310,54,21,9,0
384,22,44,24,0
345,16,49,29,0
345,15,51,30,0
339,15,51,30,0
299,13,53,38,0
328,14,52,33,0
279,12,53,37,0
281,12,52,37,0
287,12,52,35,0
228,9,54,42,0
235,9,55,43,0
198,8,53,42,0
150,6,54,45,0
148,5,57,44,0
130,5,57,42,0
125,5,55,52,0
106,4,56,57,0
101,3.79,57.77,44.02,0
98,3,57,50,0
93,3,55,47,0
74,2,56,48,0
77,2,56,46,0
55,1,57,46,0
67,2,56,44,0
60,2,58,42,0
54,1,56,39,0
33,0,56,46,0
43,1,56,52,0
49,1,57,33,0
33,1,59,51,0
25,0,58,22,0
22,0,57,37,0
16,0,60,13,0
28,0,56,25,0
20,0,62,23,0
29,0,60,31,0
23,0,58,27,0
17,0,61,18,0
15,0,58,8,0
22,0,55,23,0
34,1,59,40,0
36,1,60,45,0
42,1,58,32,0
51,1,59,38,0
69,2,57,35,0
59,2,58,37,0
58,1,58,45,0
73,2,57,45,0
114,4,57,51,0
99,3,58,52,0
104,4,58,51,0
96,3,57,49,0
155,6,57,48,0
138,5,59,49,0
122,4,59,53,0
157,5,59,44,0
204,8,57,45,0
178,7,57,44,0
193,7,57,41,0
194,7,56,38,0
209,8,57,40,0
256,10,56,38,0
244,10,55,36,0
285,12,54,32,0
328,14,53,29,0
341,15,53,29,0
329,14,52,31,0
357,16,52,30,0
370,16,52,28,0
383,17,51,25,0
359,16,51,27,0
357,15,53,28,0
348,14,55,32,0
339,14,54,32,0
346,15,53,30,0
311,13,55,33,0
291,12,55,33,0
240,9,56,39,0
210,8,56,40,0
205,8,57,36,0
183,7,58,45,0
139,5,60,49,0
159,5,60,49,0
136,5,60,47,0
170,6,59,42,0
185,7,57,47,0
172,6,58,45,0
186,7,58,44,0
188,7,58,41,0
193,7,57,43,0
197,8,55,43,0
230,9,54,35,0
208,8,55,36,0
199,8,56,43,0
241,10,54,43,0
255,10,54,36,0
237,10,53,36,0
249,10,55,39,0
314,14,52,31,0
281,12,52,36,0
277,11,54,38,0
280,11,53,37,0
284,12,54,38,0
232,9,54,45,0
203,8,55,42,0
143,5,58,51,0
87,2,58,42,0
54,1,62,53,0
36,0,58,46,0
24,0,59,48,0
23,0,56,25,0
23,0,58,19,0
23,0,62,31,0
12,0,61,5,0
5,0,62,0,0
94,3,57,48,0
182,7,55,39,0
284,12,52,33,0
299,13,51,32,0
323,14,51,29,0
309,13,51,31,0
275,12,53,36,0
258,11,53,33,0
217,9,53,41,0
161,6,53,47,0
139,5,55,48,0
117,4,56,54,0
79,3,55,56,0
90,3,54,49,0
76,2,55,43,0
55,1,58,63,0
55,2,54,42,0
51,1,59,49,0
54,1,56,45,0
39,1,58,43,0
55,1,56,50,0
39,1,55,46,0
46,1,58,36,0
36,1,61,32,0
50,1,57,36,0
39,1,56,22,0
65,2,55,40,0
46,1,58,39,0
56,1,57,43,0
52,1,56,48,0
55,1,59,46,0
50,1,57,53,0
55,1,57,35,0
54,1,59,42,0
57,1,58,37,0
45,1,60,48,0
39,1,59,32,0
36,1,59,25,0
38,1,61,41,0
53,1,61,47,0
59,1,59,40,0
67,2,62,50,0
55,1,61,46,0
61,1,59,46,0
87,3,60,53,0
89,3,58,44,0
98,3,61,53,0
118,4,58,45,0
137,5,59,51,0
160,6,57,37,0
143,5,59,45,0
198,7,57,43,0
238,10,55,39,0
272,11,55,36,0
307,13,55,34,0
268,11,55,36,0
306,13,55,32,0
268,11,56,35,0
239,10,55,36,0
175,6,59,47,0
128,4,58,47,0
81,2,61,53,0
95,3,61,52,0
88,3,61,49,0
113,4,58,48,0
122,4,59,46,0
123,4,59,44,0
149,5,59,44,0
172,7,57,42,0
173,6,57,47,0
206,8,56,41,0
211,8,55,40,0
254,11,54,36,0
258,11,54,40,0
299,13,51,30,0
327,14,52,31,0
325,14,52,32,0
279,12,52,34,1
360,33,32,17,0
346,18,44,26,0
313,16,45,28,0
217,8,55,42,0
225,9,55,42,0
199,8,55,40,0
218,9,54,34,0
193,7,55,42,0
130,5,56,48,0
141,5,55,44,0
102,4,56,53,0
117,4,56,54,0
85,3,58,51,0
71,2,58,52,0
67,2,56,46,0
72,2,58,54,0
72,2,57,51,0
65,2,56,61,0
50,1,58,41,0
48,1,58,50,0
47,1,58,50,0
34,1,57,30,0
24,0,59,9,0
20,0,58,47,0
20,0,59,9,0
20,0,58,39,0
18,0,59,13,0
12,0,55,10,0
11,0,58,2,0
5,0,57,0,0
7,0,63,0,0
8,0,60,14,0
10,0,57,6,0
7,0,57,0,0
6,0,57,57,0
6,0,65,0,0
6,0,62,16,0
7,0,54,13,0
11,0,57,0,0
11,0,56,27,0
22,0,59,30,0
27,0,60,29,0
42,1,57,34,0
57,2,58,45,0
44,1,58,44,0
53,1,59,30,0
58,2,58,60,0
99,3,58,52,0
76,2,58,56,0
79,2,58,51,0
76,2,58,52,0
84,3,57,51,0
87,3,59,52,0
101,3,59,45,0
119,4,56,43,0
145,5,57,45,0
138,5,58,41,0
158,6,57,46,0
165,6,57,45,0
191,7,57,47,0
231,9,56,41,0
246,10,55,36,0
272,11,55,36,0
303,13,54,34,0
277,11,55,36,0
312,13,54,33,0
328,13,55,34,0
338,14,53,32,0
324,14,54,33,0
357,15,54,31,0
344,14,53,32,0
327,13,54,34,0
328,13,54,32,0
347,14,54,32,0
361,15,54,32,0
283,11,55,37,0
274,11,55,38,0
221,8,57,41,0
253,10,56,37,0
220,9,56,44,0
225,9,56,39,0
264,10,56,39,0
273,11,55,36,0
287,12,54,32,0
302,13,55,33,0
313,13,53,33,0
335,14,52,31,0
300,13,52,36,0
298,12,53,36,0
335,14,52,32,0
312,13,53,34,0
301,13,53,34,0
377,18,50,27,0
393,19,48,25,0
403,24,42,21,0
411,21,46,22,0
388,20,47,25,0
403,20,48,25,0
402,20,47,24,0
349,16,51,30,0
318,14,52,32,0
283,12,52,34,0
280,12,54,36,0
277,11,53,34,0
210,8,54,42,0
198,8,55,42,0
199,8,56,42,0
158,6,56,43,0
103,3,57,44,0
114,4,57,44,0
97,3,56,54,0
68,2,57,43,0
86,3,56,56,0
64,2,57,49,0
61,2,57,49,0
51,1,56,47,0
37,1,58,31,0
38,1,59,44,0
28,0,56,48,0
21,0,58,27,0
17,0,58,23,0
24,0,60,30,0
15,0,58,4,0
12,0,62,0,0
18,0,56,22,0
6,0,53,8,0
9,0,53,0,0
10,0,65,0,0
12,0,59,0,0
11,0,57,0,0
14,0,58,21,0
14,0,58,17,0
17,0,58,10,0
19,0,60,31,0
27,0,59,33,0
42,1,57,53,0
51,1,59,37,0
82,3,59,53,0
159,6,56,41,0
239,10,54,37,0
281,12,53,38,0
363,17,48,25,0
445,24,44,20,0
431,29,38,18,1
441,36,31,12,0
314,13,52,33,0
322,14,52,34,0
336,15,51,31,0
412,21,47,23,0
334,15,52,33,0
309,13,53,35,0
322,14,53,33,0
313,14,52,34,0
305,13,53,35,0
331,14,53,33,0
329,14,53,33,0
337,15,52,31,0
350,16,52,29,0
341,15,53,31,0
383,17,50,27,0
380,17,51,29,0
350,16,51,30,0
370,17,51,29,0
410,22,45,23,1
451,40,28,10,1
464,39,31,11,1
431,45,27,10,0
464,30,37,15,0
402,28,37,18,1
446,45,29,10,1
78,50,20,12,1
439,30,38,16,1
460,42,30,11,0
449,24,41,19,0
436,21,48,21,0
425,20,48,22,0
434,20,50,23,0
400,18,51,26,0
445,21,49,23,0
431,19,51,24,0
355,15,52,29,0
363,16,51,29,0
384,17,51,28,0
393,18,50,27,0
382,18,48,26,1
357,37,29,15,1
335,28,38,21,0
412,20,45,23,0
366,17,49,28,0
397,19,48,25,1
448,39,30,12,0
424,24,43,21,0
450,27,40,18,0
435,26,42,19,0
430,27,41,18,0
388,19,48,25,0
389,18,50,27,0
370,17,50,26,0
312,14,51,32,0
271,11,53,35,0
236,9,53,39,0
242,10,55,37,0
209,8,56,45,0
141,5,56,44,0
137,5,56,41,0
101,3,57,53,0
92,3,59,49,0
73,2,56,47,0
72,2,57,61,0
59,2,58,44,0
55,1,58,46,0
39,1,59,39,0
41,1,55,46,0
28,0,59,11,0
28,0,58,23,0
20,0,60,40,0
18,0,63,24,0
24,0,59,27,0
22,0,56,16,0
12,0,58,3,0
11,0,64,0,0
14,0,59,10,0
3,0,62,0,0
8,0,58,0,0
8,0,54,0,0
10,0,57,5,0
6,0,59,19,0
10,0,59,0,0
19,0,61,24,0
14,0,60,3,0
20,0,61,15,0
36,1,60,34,0
48,1,58,56,0
78,2,59,50,0
131,5,56,48,0
227,9,54,39,0
281,12,53,37,0
319,15,51,32,0
443,25,42,19,0
469,42,28,10,0
374,19,47,26,0
321,14,52,33,0
319,14,52,35,0
325,14,52,33,0
358,15,52,30,0
327,14,52,32,0
347,15,52,31,0
334,14,52,32,0
343,15,53,31,0
344,15,52,31,0
348,15,53,29,0
340,15,51,30,0
347,15,52,30,0
375,17,52,28,0
352,16,51,28,0
367,16,53,30,0
386,17,51,27,0
412,20,48,24,0
422,25,42,21,0
447,27,41,18,1
431,28,40,18,0
372,18,49,26,0
411,19,50,25,0
391,18,51,27,0
452,27,41,19,1
466,36,33,12,1
408,51,23,8,1
429,51,24,8,1
438,40,29,12,1
454,27,43,19,1
449,40,31,12,0
412,18,51,24,0
354,15,53,30,0
345,14,54,32,0
354,15,53,30,0
360,15,52,31,0
384,16,53,29,0
383,16,52,29,0
387,18,50,27,0
435,24,44,20,0
408,30,36,17,1
308,37,30,13,0
87,8,19,29,1
83,14,18,24,1
202,24,30,18,0
423,24,40,19,0
406,23,42,21,0
460,31,36,15,0
442,25,43,20,0
447,26,41,19,0
439,30,37,17,0
435,22,46,21,0
411,19,49,25,0
365,17,50,27,0
358,16,51,29,0
280,12,52,34,0
250,10,54,36,0
266,11,53,35,0
228,9,55,43,0
174,6,54,42,0
107,3,58,51,0
112,4,58,49,0
127,4,56,44,0
97,3,57,45,0
73,2,56,48,0
75,2,57,51,0
71,2,56,37,0
80,2,58,38,0
62,1,56,51,0
43,1,59,43,0
34,0,57,29,0
30,0,58,31,0
23,0,61,29,0
26,0,60,18,0
20,0,59,37,0
14,0,60,9,0
20,0,54,34,0
8,0,56,13,0
12,0,59,0,0
6,0,63,0,0
13,0,59,15,0
6,0,56,57,0
12,0,59,44,0
14,0,58,16,0
18,0,56,8,0
15,0,62,22,0
23,0,60,14,0
30,0,59,27,0
45,1,60,35,0
80,3,57,50,0
138,5,57,49,0
205,8,55,44,0
233,10,53,36,0
317,14,51,33,0
404,21,46,23,0
468,26,43,19,0
470,33,37,15,0
373,17,50,27,0
412,20,47,23,0
418,21,46,23,0
460,23,48,21,0
409,19,51,25,0
373,17,50,28,0
403,19,50,25,0
373,17,52,27,0
316,14,52,29,0
398,19,50,25,0
397,18,51,27,0
418,20,49,24,0
397,18,50,25,0
455,23,48,22,1
471,29,42,18,0
469,25,46,19,0
450,30,39,17,0
401,19,50,26,0
363,16,52,31,0
399,17,52,28,0
416,19,50,26,1
461,40,31,12,1
438,42,29,11,1
453,43,29,10,1
470,41,30,11,1
472,50,24,7,1
424,51,23,8,1
441,49,24,8,1
446,51,23,8,1
433,33,35,16,0
357,17,51,29,0
322,17,47,30,0
283,12,55,36,0
342,14,54,32,0
334,14,54,33,0
319,13,54,35,0
346,14,54,32,0
316,14,53,33,0
320,14,53,36,0
297,12,53,36,0
321,13,53,35,0
311,13,53,35,0
303,13,54,35,0
300,12,54,35,0
295,12,53,33,0
288,12,52,34,0
259,10,54,40,0
249,10,53,41,0
220,9,55,44,0
211,8,55,43,0
188,7,56,46,0
207,8,55,41,0
147,5,55,48,0
148,5,57,49,0
155,6,54,42,0
174,6,56,47,0
147,5,56,49,0
186,7,55,42,0
168,6,54,45,0
159,6,56,46,0
118,4,57,54,0
132,5,56,50,0
117,4,57,49,0
106,4,57,58,0
112,4,55,44,0
98,3,55,48,0
120,4,55,48,0
83,2,57,55,0
74,2,56,48,0
62,2,58,51,0
54,1,57,48,0
44,1,56,30,0
36,1,55,48,0
40,1,57,45,0
23,0,56,25,0
23,0,58,26,0
22,0,58,48,0
18,0,59,8,0
18,0,63,4,0
19,0,58,22,0
13,0,60,20,0
12,0,53,24,0
11,0,61,21,0
8,0,57,0,0
11,0,61,15,0
10,0,59,0,0
9,0,56,0,0
9,0,62,8,0
22,0,61,32,0
24,0,60,25,0
28,0,58,32,0
17,0,59,28,0
33,0,57,38,0
35,1,56,34,0
31,0,56,25,0
26,0,55,29,0
26,0,56,17,0
48,1,59,38,0
35,1,61,40,0
53,1,61,32,0
38,0,62,30,0
42,1,61,34,0
54,1,57,28,0
77,2,58,43,0
88,2,60,45,0
112,4,60,52,0
138,5,57,42,0
140,5,58,44,0
157,6,58,44,0
197,7,57,44,0
230,9,56,39,0
264,11,55,38,0
278,11,54,33,0
312,13,54,35,0
312,13,54,30,0
396,18,52,26,0
425,20,49,24,0
446,22,47,22,0
385,16,52,28,0
387,17,52,28,0
401,18,51,28,1
343,35,36,18,1
320,45,27,13,0
242,10,54,39,0
198,7,57,43,0
182,6,57,44,0
140,5,58,49,0
146,5,58,46,0
146,5,58,44,0
174,6,59,49,0
202,8,56,42,0
183,7,57,44,0
204,7,58,44,0
240,9,56,44,0
257,10,56,41,0
269,11,56,38,0
268,11,54,38,0
278,11,54,37,0
277,12,53,35,0
282,11,54,37,0
288,12,54,37,0
250,10,54,42,0
310,14,51,32,0
265,11,54,38,0
257,10,54,40,0
249,10,53,42,0
263,11,53,38,0
256,10,53,39,0
241,10,54,40,0
215,8,55,45,0
194,7,54,42,0
156,6,55,45,0
181,7,55,40,0
157,6,55,47,0
155,6,55,49,0
119,4,55,47,0
115,4,57,50,0
99,3,55,45,0
100,3,56,54,0
106,4,57,54,0
84,3,57,53,0
105,4,56,46,0
64,2,57,39,0
62,2,56,51,0
52,1,56,41,0
39,1,60,51,0
49,1,57,55,0
42,1,57,45,0
43,1,63,60,0
26,0,61,17,0
30,0,62,34,0
22,0,56,24,0
19,0,54,27,0
28,0,55,26,0
13,0,58,33,0
16,0,62,38,0
15,0,61,18,0
18,0,57,9,0
15,0,58,0,0
8,0,59,0,0
21,0,58,36,0
21,0,60,16,0
20,0,64,12,0
26,0,55,27,0
39,1,57,41,0
62,2,56,58,0
89,3,58,53,0
70,2,58,50,0
92,3,56,45,0
90,3,59,55,0
127,5,56,45,0
122,4,57,46,0
93,3,58,51,0
127,5,55,48,0
147,5,57,43,0
156,6,58,44,0
148,5,56,51,0
178,7,57,44,0
249,10,55,39,0
297,12,54,32,0
250,10,56,36,0
245,10,55,39,0
283,12,53,34,0
306,13,54,35,0
301,13,54,34,0
290,12,53,35,0
317,13,53,34,0
340,15,53,32,0
342,15,52,31,0
320,14,53,33,0
334,14,52,31,0
346,15,53,31,0
400,22,46,23,1
369,34,37,18,0
338,15,52,32,0
348,15,52,31,0
376,16,53,28,0
367,15,52,30,0
308,13,55,36,0
280,11,56,38,0
259,10,56,41,0
206,8,57,42,0
212,8,57,44,0
199,7,58,44,0
216,8,57,42,0
230,9,57,42,0
255,10,56,38,0
251,10,54,41,0
247,10,55,36,0
250,10,55,42,0
256,10,55,41,0
252,11,54,40,0
262,11,54,38,0
278,11,55,38,0
290,12,54,38,0
303,13,53,34,0
279,12,52,35,0
270,11,53,37,0
286,12,52,35,0
279,12,53,35,0
290,12,53,35,0
268,11,53,40,0
255,11,53,36,0
234,9,55,41,0
241,10,54,42,0
199,8,54,43,0
202,8,55,43,0
190,7,55,48,0
175,7,54,40,0
167,6,56,45,0
150,6,56,49,0
128,4,56,45,0
113,4,55,47,0
102,3,56,47,0
91,3,56,51,0
73,2,57,51,0
94,3,56,47,0
82,2,57,51,0
95,3,57,53,0
69,2,58,45,0
49,1,58,43,0
58,1,59,43,0
33,0,59,57,0
41,1,56,44,0
63,2,59,45,0
37,1,59,28,0
44,1,59,45,0
30,0,57,42,0
27,0,57,40,0
21,0,56,32,0
25,0,57,14,0
22,0,57,22,0
25,0,60,51,0
22,0,58,16,0
19,0,54,39,0
27,0,56,26,0
20,0,59,22,0
27,0,57,41,0
28,0,59,29,0
27,0,56,16,0
39,1,58,26,0
49,1,57,46,0
64,2,55,36,0
69,2,57,46,0
66,2,57,56,0
87,3,56,48,0
77,2,56,43,0
87,3,56,48,0
59,2,56,50,0
79,3,56,53,0
81,3,56,46,0
97,3,58,47,0
78,2,59,46,0
87,3,58,53,0
118,4,59,44,0
125,4,58,41,0
118,4,57,43,0
150,5,56,44,0
170,6,57,40,0
199,8,56,39,0
201,8,56,38,0
222,9,56,40,0
256,10,54,37,0
275,11,55,35,0
276,11,54,32,0
293,12,54,33,0
348,15,54,29,0
305,13,54,36,0
312,13,53,33,0
345,14,53,30,0
379,17,51,26,0
369,16,52,27,0
386,17,52,28,0
335,14,53,30,0
340,15,53,31,0
244,9,57,41,0
206,8,58,43,0
214,9,57,41,0
174,7,57,37,0
159,6,60,44,0
197,7,58,41,0
197,8,57,41,0
214,8,57,40,0
237,10,55,37,0
247,10,56,38,0
249,10,56,39,0
295,12,53,34,0
312,13,53,32,0
322,14,52,32,0
374,18,48,27,0
367,17,50,29,0
373,17,50,28,0
393,21,46,25,0
423,32,33,15,0
399,23,44,22,0
372,17,50,27,0
372,17,50,27,0
344,16,49,28,0
311,13,52,32,0
259,11,53,36,0
228,9,54,40,0
226,9,54,43,0
296,12,53,35,0
426,18,52,26,0
386,17,51,28,0
372,16,53,29,0
195,7,55,45,0
125,4,57,52,0
101,3,57,54,0
72,2,57,35,0
92,3,57,55,0
76,2,58,47,0
75,2,56,54,0
62,2,58,52,0
40,1,58,37,0
29,0,57,17,0
27,0,57,18,0
13,0,59,10,0
17,0,59,21,0
12,0,58,25,0
12,0,56,5,0
16,0,61,17,0
13,0,61,11,0
9,0,57,19,0
5,0,64,0,0
6,0,63,0,0
9,0,59,22,0
12,0,53,11,0
6,0,58,0,0
7,0,62,0,0
21,0,56,17,0
14,0,60,17,0
13,0,62,18,0
27,0,57,24,0
42,1,61,42,0
73,2,58,57,0
79,2,58,41,0
153,6,56,45,0
295,13,53,35,0
344,15,52,30,0
428,22,46,22,0
470,34,35,14,1
473,38,30,12,1
463,39,30,12,0
476,29,40,17,0
458,30,37,16,0
468,40,29,10,0
436,26,41,19,0
368,17,50,28,0
383,18,50,27,0
454,30,38,17,0
390,20,47,24,0
373,19,48,26,0
415,19,50,25,0
426,22,46,22,0
401,19,50,25,0
403,19,50,25,0
418,21,47,22,0
441,21,49,23,0
457,24,45,19,0
396,20,47,24,0
450,24,45,21,0
462,27,42,18,0
467,25,44,19,0
453,24,45,20,1
375,40,27,12,1
447,39,32,12,0
447,26,42,19,1
453,47,24,8,1
439,50,23,8,1
473,40,30,11,0
455,29,41,17,1
453,38,33,13,1
412,43,29,11,1
418,35,32,15,0
355,15,53,31,0
358,15,53,31,0
378,16,52,28,0
365,15,53,30,0
375,16,52,29,0
400,17,52,27,0
389,18,50,27,0
386,18,50,27,0
383,18,49,27,1
445,36,33,13,1
437,42,28,11,0
456,31,38,16,1
437,33,34,15,0
409,19,48,25,1
431,45,27,10,0
399,22,43,22,0
368,17,49,28,0
343,15,50,30,0
362,16,50,29,0
328,14,52,32,0
335,15,51,33,0
360,17,48,28,0
349,16,49,28,0
236,10,54,41,0
244,10,54,38,0
238,9,54,38,0
193,7,56,42,0
146,5,56,46,0
105,3,57,60,0
110,4,58,52,0
96,3,58,51,0
49,1,57,45,0
56,1,61,44,0
47,1,56,41,0
50,1,55,37,0
26,0,58,22,0
25,0,59,28,0
15,0,61,13,0
25,0,64,6,0
6,0,56,0,0
11,0,57,14,0
14,0,59,18,0
6,0,57,0,0
11,0,58,10,0
15,0,56,44,0
4,0,56,0,0
7,0,60,0,0
7,0,59,10,0
10,0,57,0,0
6,0,52,0,0
10,0,56,0,0
11,0,57,7,0
7,0,60,17,0
10,0,62,0,0
22,0,58,29,0
41,1,57,30,0
52,1,58,48,0
93,3,59,47,0
147,6,56,43,0
290,12,54,34,0
334,15,51,29,0
375,18,49,26,0
461,37,31,12,1
454,40,31,11,1
470,36,33,13,0
448,35,33,14,1
463,39,31,11,0
463,37,31,12,0
450,37,31,13,0
374,17,51,29,0
372,18,48,27,0
441,25,42,19,0
460,29,39,17,0
411,20,48,24,0
423,20,49,25,0
447,24,45,20,0
444,23,46,21,0
405,19,50,26,0
423,21,48,23,0
423,21,49,23,0
417,22,46,23,0
432,21,49,23,0
476,28,42,18,0
436,29,39,17,0
381,23,43,23,0
364,16,51,29,0
375,16,53,29,0
412,19,49,25,0
414,19,50,26,1
420,28,43,20,1
419,50,22,8,0
466,47,25,8,1
449,35,34,14,1
482,39,33,12,1
450,40,30,12,0
435,21,49,23,0
471,24,46,19,0
434,21,48,23,0
479,27,43,18,0
465,23,48,21,0
468,25,46,19,0
482,27,43,18,0
417,27,40,19,0
380,18,50,28,0
398,19,49,26,0
407,20,47,25,1
460,44,26,9,1
434,41,27,11,0
438,47,23,8,1
408,49,23,8,0
420,25,41,20,0
468,35,33,13,1
452,47,25,8,0
448,35,32,13,0
461,24,45,20,0
423,22,45,22,0
416,19,49,24,0
383,18,49,25,0
340,15,50,28,0
293,13,52,34,0
214,8,54,40,0
275,12,53,37,0
209,8,55,42,0
150,5,56,53,0
137,5,57,54,0
168,7,55,46,0
136,5,56,50,0
104,4,56,59,0
91,3,57,52,0
76,3,56,56,0
81,4,56,48,0
54,2,56,44,0
40,1,58,31,0
42,1,57,52,0
24,0,62,15,0
29,1,54,47,0
19,0,60,6,0
6,0,60,64,0
11,0,58,11,0
14,0,59,12,0
7,0,61,3,0
7,0,54,14,0
9,0,56,0,0
9,0,60,10,0
12,0,56,13,0
12,0,59,15,0
5,0,64,0,0
14,0,60,0,0
6,0,65,0,0
13,0,58,27,0
27,0,61,32,0
62,2,57,47,0
54,1,58,45,0
98,3,59,49,0
152,5,57,47,0
293,12,54,34,0
327,17,49,30,0
395,21,45,22,0
451,45,25,9,0
482,38,32,12,0
466,43,26,9,1
444,38,33,13,1
485,43,28,10,0
476,32,36,14,1
452,38,31,13,0
386,17,51,28,0
444,27,41,19,0
468,25,45,20,0
456,24,45,20,0
433,23,46,21,0
438,22,47,23,0
414,20,48,24,0
390,18,51,27,0
412,20,49,24,0
415,20,50,24,0
398,18,50,26,0
449,27,41,18,0
442,24,46,21,0
472,32,37,15,0
462,24,46,19,0
416,19,51,25,0
430,21,48,23,0
442,23,47,22,0
458,26,42,18,0
481,24,47,20,0
488,34,35,13,1
451,46,26,9,1
446,35,37,15,1
416,39,28,11,1
403,51,21,7,1
395,42,25,10,1
432,42,25,10,1
427,43,24,9,0
411,41,24,10,1
439,40,27,11,1
402,38,30,12,0
348,23,39,21,0
391,18,50,26,0
458,26,44,19,0
459,40,29,11,0
417,20,48,24,0
455,36,32,13,0
428,39,29,11,1
431,37,32,14,1
433,46,25,9,1
426,38,31,13,1
426,47,23,8,0
422,25,41,19,0
413,28,38,19,0
331,14,51,31,0
353,16,49,27,0
316,13,52,34,0
338,14,51,31,0
317,13,52,34,0
290,12,53,36,0
250,10,54,42,0
218,9,53,42,0
265,11,54,37,0
192,7,55,44,0
139,5,56,47,0
106,3,58,50,0
126,4,60,51,0
107,4,58,48,0
70,2,58,53,0
60,1,59,41,0
87,3,58,52,0
87,3,57,58,0
54,1,58,53,0
38,1,58,44,0
22,0,58,31,0
31,0,59,35,0
14,0,61,5,0
17,0,60,14,0
12,0,59,0,0
13,0,58,17,0
13,0,58,29,0
9,0,57,18,0
7,0,57,30,0
9,0,58,13,0
8,0,60,0,0
9,0,55,36,0
17,0,62,0,0
6,0,50,0,0
7,0,57,0,0
12,0,73,14,0
18,0,59,28,0
30,0,58,32,0
35,1,58,30,0
50,1,60,47,0
100,3,58,45,0
161,6,56,45,0
299,13,53,32,0
333,14,53,31,0
408,21,46,22,0
486,38,32,11,0
474,41,28,10,1
471,39,33,12,1
423,40,30,12,0
480,42,29,10,1
464,40,30,11,0
489,33,36,14,0
477,32,36,15,0
372,18,49,28,0
367,17,50,27,0
327,14,52,34,0
344,16,51,30,0
425,26,41,19,0
389,20,46,24,0
409,21,46,23,0
400,19,48,25,0
418,20,48,24,1
439,26,42,19,0
478,27,42,18,0
437,23,45,21,1
432,26,43,20,1
458,27,43,18,0
484,29,40,16,1
459,31,39,15,0
399,20,47,24,1
474,37,35,13,0
413,21,45,23,1
467,36,34,14,0
442,50,22,7,0
446,48,24,8,1
454,45,27,10,0
472,35,34,14,1
465,45,28,9,0
473,32,37,15,1
489,30,41,16,0
441,23,47,22,0
460,26,43,19,1
350,40,32,16,0
447,23,46,21,1
464,37,34,13,1
458,37,34,14,0
396,19,49,26,0
484,39,31,11,0
