@relation X5.17_cut5
@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.5_indep_bA numeric
@attribute T3.6_indep_bA numeric
@attribute T3.7_indep_bA numeric
@attribute T3.8_indep_bA numeric
@attribute T3.9_indep_bA numeric
@attribute T4_indep_bA numeric
@attribute Mmean_indep_bA numeric
@attribute dE12_indep_bA numeric
@attribute bA numeric
@attribute a_bA numeric
@attribute eta_bA numeric
@attribute deltaM_bA numeric
@attribute mu3.5_indep_bA numeric
@attribute mu3.6_indep_bA numeric
@attribute mu3.7_indep_bA numeric
@attribute mu3.8_indep_bA numeric
@attribute mu3.9_indep_bA numeric
@attribute mu4_indep_bA numeric
@attribute c3.5_indep_bA numeric
@attribute c3.6_indep_bA numeric
@attribute c3.7_indep_bA numeric
@attribute c3.8_indep_bA numeric
@attribute c3.9_indep_bA numeric
@attribute c4_indep_bA numeric
@attribute class {'[0,5)','[5,Inf)'}
@data
0,0,0,0,0,3,0,326.39792,0,0,0,0,0,2.75,4334835.5,1.5051934,4.5155697,7.200166e-11,6.914139e-06,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
0,0,0,0,0,3,0,326.39792,0,0,0,0,0,2.8,7860765.5,0.7525779,2.5587633,4.92643e-13,-0.39999795,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
0,0,0,0,0,3.4,0,326.39792,0,0,0,0,0,3,18851928,0.7525764,2.6468048,0.010336057,-0.11699128,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
0,0,0,0,0,0,0,326.39792,0,0,0,0,0,2.975,44518740,0.6432366,2.3027046,0.014545731,-0.1798718,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.13873088,0,0,0,0,3,0,326.39792,0,0,0,0,0,2.975,215055888,0.6432366,2.3027043,0.014545731,-0.17987156,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.06930876,0,0,0,0,4.6,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.375,273460896,0.29000905,1.3238335,0.0006701916,0.035199165,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.124189734,0,0,0,0,4.6,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.15,261172720,0.2787318,1.2542926,0.006153147,0.100001335,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.07076478,0,0,0,0,4.6,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.375,598589180,0.29000905,1.3238335,0.0006701916,0.035199165,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
0.0076503754,-0.13873088,0,0,0,0,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.25,72376464,0.28886718,1.3151058,0.00045767138,0.047368526,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.011936545,-0.06930876,0,0,0,3.2,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,2.8999999,16543849,0.5929309,2.0957873,0.0057208966,-0.13462305,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
0.037441015,-0.124189734,0,0,0,0,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3,14376435,0.62724733,2.226795,0.007836397,-0.15010667,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.021342397,-0.07076478,0,0,0,0,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,2.825,8864127,0.87002045,2.8028607,0.00067019276,-0.021603346,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.017182708,0.0076503754,-0.13873088,0,0,0,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.025,14219166,0.89067584,3.0393472,0.008005512,-0.11240554,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.04378128,-0.011936545,-0.06930876,0,0,2.8,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,2.9250002,16062409,0.97654384,3.2014434,0.0022070361,0.021659136,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.05988729,0.037441015,-0.124189734,0,0,3.3,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.025,17751064,0.44700965,1.7725146,0.00109076,-0.6652715,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.047735333,-0.021342397,-0.07076478,0,0,0,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,3.05,31261018,0.6020603,2.2878292,4.7369515e-14,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.037843227,-0.017182708,0.0076503754,-0.13873088,0,0,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,2.925,7098611,1.2041193,3.9735942,7.579123e-14,-4.7683716e-07,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
-0.020329893,-0.04378128,-0.011936545,-0.06930876,0,2.6,0,530.2535,530.2535,530.2535,530.2535,530.2535,530.2535,2.875,7139949,0.8864923,2.9377413,0.00067665364,-0.013893843,0,0,0,0,0,0,0,0,0,0,0,0,'[0,5)'
