CAMPAÑA,PROVINCIA,MUNICIPIO,CODPARCELA,_05_Comarca,_07_Zona_homogénea,_01_Superf_cultivada_en_la_Parcela_Agrícola_ha_,_02_Pendiente_,_03_Textura_del_Suelo,_04_Secano_Regadío,_08_Utilización_de_cubierta_vegetal,_01_Variedad,_02_Clon,_04_Patrón,_06_Formas_de_Poda,_07_Marco_m_x_m_,_08_Densidad_Plantas_ha_,_09_Sistemas_de_Conducción
2010,Cádiz,Jerez de la Frontera,097-00043-02-01,CAMPIÑA DE CADIZ,,"34,05",2,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc y Cabernet,"Vara y pulgar, cordon doble","2,30 X 1,15",3780,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,097-00069-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"0,670",,Albarizas,Secano,No,Palomino de Jerez,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,097-00095-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"3,988",,,,,Palomino de Jerez,,,Vara y pulgar jerezana,,,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,097-00099-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"3,832",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1.15",3953,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,097-00100-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"7,161",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,099-00024-00-04,CAMPIÑA DE CADIZ,CA/VD/03,"15,70",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,"Vara y pulgar, Cordón",2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,100-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,264",15,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,101-00008-31-01,CAMPIÑA DE CADIZ,,"25,43",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,101-00011-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"15,67",15,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc y 13-5 EVEX,Vara y pulgar jerezana,"2.,20 X 1,10 y 2,20 X 1,35",,
2010,Cádiz,Jerez de la Frontera,101-00025-04-01,CAMPIÑA DE CADIZ,,"14,21",4,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,101-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,109",,,,,Palomino Fino,,,,,,
2010,Cádiz,Jerez de la Frontera,101-00079-01,CAMPIÑA DE CADIZ,CA/VD/03,"12,94",,,,,,,,,,,
2010,Cádiz,Jerez de la Frontera,101-00091-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,775",,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,101-00106-05,CAMPIÑA DE CADIZ,CA/VD/03,"2,105",,,Secano,No,,,,,,,
2010,Cádiz,Jerez de la Frontera,102-00002-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"11,06",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1,20",3788,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00003-02-01,CAMPIÑA DE CADIZ,,"26,3494",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00004-00-0,CAMPIÑA DE CADIZ,CA/VD/03,"6,65",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00007-00-0,CAMPIÑA DE CADIZ,,7,4,Arcilloso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00011-00-00,CAMPIÑA DE CADIZ,CA/VD/03,8,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00015-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"13,97",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00027-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"4,35",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00072-00-0,CAMPIÑA DE CADIZ,CA/VD/03,6,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,"Vara y pulgar, Cordón",2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,102-00111-00-0,CAMPIÑA DE CADIZ,CA/VD/03,"13,01",4,,,No,Palomino de Jerez,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,103-00001-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"19,30",5,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,103-00006-01-A2,CAMPIÑA DE CADIZ,CA/VD/03,"9,089",7,Albarizas,Secano,No,Palomino Fino,Palomino California,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,104-00015-00-A1,CAMPIÑA DE CADIZ,CA/VD/03,"23,18",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,104-00016-04-A4,CAMPIÑA DE CADIZ,CA/VD/03,"22,85",10,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1.20",4150,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,105-00018-00-B3,CAMPIÑA DE CADIZ,CA/VD/03,"13,40",5,Albarizas,Regadio,No,Tintas,RJ-43,"1,103 Paulsen",Cordón doble,2.30 X 1.20,3623,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,105-00025-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"3,272",0,Arcillo-arenoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,50 X 1,50",4400,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,119-00023-49-01,CAMPIÑA DE CADIZ,,"35,71",6,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,119-00023-65-01,CAMPIÑA DE CADIZ,,"25,68",6,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,119-00023-65-2,CAMPIÑA DE CADIZ,,25,6,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,119-00040-05-01,CAMPIÑA DE CADIZ,,30,7,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,"2,40 X 1,20",3470,
2010,Cádiz,Jerez de la Frontera,119-00143-12-01,CAMPIÑA DE CADIZ,,"21,75",3,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,"2,40 X 1,20",3470,
2010,Cádiz,Jerez de la Frontera,146-00005-00-01,CAMPIÑA DE CADIZ,CA/VD/03,36,7,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.30 x 1.10,3600,Espaldera vertical
2010,Cádiz,Jerez de la Frontera,146-00005-00-05,CAMPIÑA DE CADIZ,CA/VD/03,43,7,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2010,Cádiz,Puerto de Santa Maria (El),006-00019-03-01,CAMPIÑA DE CADIZ,,"19,71",3,Albarizas,Secano,No,Palomino Fino,,,"Vara y pulgar, cordon doble","2,30 X 1,15",3780,
2010,Cádiz,Puerto Real,014-00006-19,LA JANDA,,,,,,,,,,,,,
2010,Cádiz,Puerto Real,014-00006-24,LA JANDA,,,,,,,,,,,,,
2010,Cádiz,Puerto Real,015-00173-04,LA JANDA,,,,,,,Pedro Ximenez,,,,,,
2010,Cádiz,Sanlucar de Barrameda,005-00078-01,COSTA NOROESTE DE CADIZ,,,,,,,,,,,,,
2010,Cádiz,Sanlucar de Barrameda,006-00061-03,COSTA NOROESTE DE CADIZ,,,,,,,,,,,,,
2010,Cádiz,Sanlucar de Barrameda,010-00070-01,COSTA NOROESTE DE CADIZ,,"2,00",,,,,,,,,,,
2010,Cádiz,Sanlucar de Barrameda,011-00074-01,COSTA NOROESTE DE CADIZ,CA/VD/02,"3,189",,Albarizas y Bujeos albarizos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,80 X 1,45",,Espaldera vertical
2010,Cádiz,Sanlucar de Barrameda,012-00015-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"5,757",,Albarizas y Bujeos albarizos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,54 X 1,54 y 1,80 X 1,40",4092,Espaldera vertical
2010,Cádiz,Sanlucar de Barrameda,012-00172-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"9,26",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,20 x 1,30",3500,Espaldera vertical
2010,Cádiz,Trebujena,006-00068-02-00,CAMPIÑA DE CADIZ,,"7,45",6,,Secano,,Palomino Fino,,,,,,
2010,Cádiz,Trebujena,011-00128-00-00,CAMPIÑA DE CADIZ,,"4,17",11,Franco-Limoso,Secano,,Palomino Fino,,,,,,
2010,Córdoba,Aguilar,020-00031-01,CAMPIÑA ALTA,,,,Arcillo-arenoso,Secano,No,Pedro Ximenez,,,Cabeza,2 X 2,2500,Sin  apoyos
2010,Córdoba,Aguilar,029-00015-01,CAMPIÑA ALTA,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Aguilar,031-00281-01,CAMPIÑA ALTA,,,,Arcillo.limoso,Secano,No,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Aguilar,062-00024-02,CAMPIÑA ALTA,,,,,Secano,,Pedro Ximenez,,,Cordón doble,,,Espaldera vertical
2010,Córdoba,Aguilar,063-00045-03,CAMPIÑA ALTA,,,,,Secano,,Pedro Ximenez,,,Cordón doble,,,Espaldera vertical
2010,Córdoba,Montemayor,003-00111-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,158",15,Limoso,Secano,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2010,Córdoba,Montemayor,004-00546-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,546",,,Secano,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2010,Córdoba,Montemayor,006-00055-00-00,CAMPIÑA ALTA - III,CO/VD/02,"2,620",,,Regadio,No,Syrah,,"1,103 Paulsen",Cordón doble,"1,2 X 2,5",3333,Espaldera vertical
2010,Córdoba,Montemayor,007-00002-00-00,CAMPIÑA ALTA - III,CO/VD/02,"2,09",,Arcilloso,Secano,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,
2010,Córdoba,Montemayor,016-00022-00-00,CAMPIÑA ALTA - III,CO/VD/02,"5,411",,Arcillo-arenoso,Regadio,No,Syrah,,"1,103 Paulsen",Cordón doble,"1,2 X 2,5",3333,Espaldera vertical
2010,Córdoba,Montemayor,017-00186-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,914",,Arenoso,,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2010,Córdoba,Montemayor,018-00077-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,422",9,Arenoso,,,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2010,Córdoba,Montemayor,019-00162-00-00,CAMPIÑA ALTA - III,CO/VD/02,"1,932",,Franco-arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2010,Córdoba,Montilla,003-00070-01,CAMPIÑA ALTA - III,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,
2010,Córdoba,Montilla,010-00010-15-03,CAMPIÑA ALTA - III,,,,,Regadio,,MONTEPILA,,,Cordón doble,,,Espaldera vertical
2010,Córdoba,Montilla,014-00207-05,CAMPIÑA ALTA - III,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,
2010,Córdoba,Montilla,018-00017-02,CAMPIÑA ALTA - III,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Montilla,021-00017-08,CAMPIÑA ALTA - III,,,,Arcillo-arenoso,Secano,No,Pedro Ximenez,,110 Richter,Vaso o redondo,,,
2010,Córdoba,Montilla,021-00036-02,CAMPIÑA ALTA - III,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Montilla,023-00087-05,CAMPIÑA ALTA - III,,,,,Secano,,Pedro Ximenez,,,Cordón doble,,,Espaldera vertical
2010,Córdoba,Montilla,024-00098-10,CAMPIÑA ALTA - III,,,,,Regadio,,Syrah,,,,,,Espaldera vertical
2010,Córdoba,Montilla,031-00005-01,CAMPIÑA ALTA - III,,,,,Secano,,Pedro Ximenez,,,Cordón doble,,,Espaldera vertical
2010,Córdoba,Montilla,033-00141-04,CAMPIÑA ALTA - III,,"1,84",2,Arcillo-arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Vaso o redondo,2.8 X1.25,2857,Sin  apoyos
2010,Córdoba,Monturque,010-00043-00-00,CAMPIÑA ALTA,,1,0,,Secano,No,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Moriles,001-00010-02,CAMPIÑA ALTA,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Moriles,004-00004-04,CAMPIÑA ALTA,,,,,Secano,,Pedro Ximenez,,,Vaso o redondo,,,Sin  apoyos
2010,Córdoba,Puente Genil,007-00158-01,CAMPIÑA ALTA - II,,"1,43",0,Arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cabeza,"1,8 X 1.8",2700,Sin  apoyos
2010,Córdoba,Puente Genil,022-00141-01,CAMPIÑA ALTA - II,,,,,Regadio,,Tempranillo,,,Cordón doble,,,Espaldera vertical
2010,Córdoba,Rambla (La),017-00029-00-00,CAMPIÑA BAJA,CO/VD/02,"1,613",,Franco-arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cordón doble,2 X 2,2500,Espaldera en V
2010,Córdoba,Rambla (La),018-00013-00-00,CAMPIÑA BAJA,CO/VD/02,"1,370",,Arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2010,Huelva,Aljaraque,000-00000-00-00,COSTA - II,,,,,,,,,,,,,
2010,Huelva,Almonte,003-00007-01-70,CONDADO LITORAL,,"1,833",,,,,Zalema,,,,,,
2010,Huelva,Almonte,008-00071-02-94,CONDADO LITORAL,,"0,55",,,,,Zalema,,,,,,
2010,Huelva,Almonte,012-00086-09,CONDADO LITORAL,,,0,,,No,Zalema,,,,,,
2010,Huelva,Almonte,013-00054-02,CONDADO LITORAL,,,,,,,,,,,,,
2010,Huelva,Almonte,018-00069-01-80,CONDADO LITORAL,,"1,05",,,,,,,,,,,
2010,Huelva,Almonte,021-00387-07-23,CONDADO LITORAL,,"1,26",,,,,,,,,,,
2010,Huelva,Almonte,024-00078-02,CONDADO LITORAL,,,,,,,Zalema,,,,,,
2010,Huelva,Almonte,047-00021-03-44,CONDADO LITORAL,,"1,42",,,,,Zalema,,,,2.0 X 2.0,2500,
2010,Huelva,Gibraleon,019-00170-00-00,COSTA - II,HU/VD/01,,,,,,Garrido fina,,,,,,
2010,Huelva,Rociana del Condado,002-00027-02,CONDADO CAMPIÑA,,,,,,,,,,,,,
2010,Huelva,Rociana del Condado,003-00160-04,CONDADO CAMPIÑA,,,,,,,,,,,,,
2010,Huelva,Rociana del Condado,007-00804-01,CONDADO CAMPIÑA,,,,,,,,,,,,,
2010,Huelva,Rociana del Condado,010-00104-01,CONDADO CAMPIÑA,,,,,,,,,,,,,
2010,Huelva,Rociana del Condado,011-00314-02,CONDADO CAMPIÑA,,,,,,,,,,,,,
2010,Huelva,Trigueros,018-00038-02-00,CONDADO CAMPIÑA,,,,,,,,,,,,,
2010,Málaga,Almachar,003-00214-01,VELEZ-MALAGA,,"1,34",46,,Secano,,Moscatel de Málaga,,,,,,
2010,Málaga,Almachar,004-00268-01,VELEZ-MALAGA,,"0,386",51,,Secano,,,,,,,,
2010,Málaga,Almachar,005-00455-01,VELEZ-MALAGA,,"0,05",46,,Secano,,,,,,,,
2010,Málaga,Almachar,005-00716-01,VELEZ-MALAGA,,"2,08",41,,Secano,,Moscatel de Alejandría,,,,"1,80 X 1,80",,
2010,Málaga,Almachar,006-00058-01,VELEZ-MALAGA,,"0,17",39,,Secano,,,,,,,,
2010,Málaga,Almachar,006-00157-02,VELEZ-MALAGA,,"0,45",43,,Secano,,,,,,,,
2010,Málaga,Borge (El),003-00024-01,VELEZ-MALAGA,,"0,31",58,,Secano,,,,,,,,
2010,Málaga,Borge (El),005-00027-01,VELEZ-MALAGA,,"0,530",59,,Secano,,,,,,,,
2010,Málaga,Borge (El),005-00028-01,VELEZ-MALAGA,,"0,52",47,,Secano,,,,,,,,
2010,Málaga,Borge (El),007-00112-01,VELEZ-MALAGA,,"0,99",57,,Secano,,,,,,,,
2010,Málaga,Cutar,001-00035-03,VELEZ-MALAGA,,"0,380",52,,Secano,,,,,,,,
2010,Málaga,Moclinejo,002-00004-01,VELEZ-MALAGA,,"0,56",41,,Secano,,,,"1,103 Paulsen",,3 X 4,,
2010,Málaga,Mollina,009-00002-02,NORTE O ANTEQUERA,Pol. 009,"16,81",,,,,,,,,,,
2010,Málaga,Mollina,017-00070-01-00,NORTE O ANTEQUERA,,"2,06",,,,,,,,,,,
2010,Málaga,Mollina,020-00015-03-00,NORTE O ANTEQUERA,,"1,62",,,,,,,,,,,
2010,Málaga,Mollina,021-00001-02-00,NORTE O ANTEQUERA,,"0,96",,,,,,,,,,,
2010,Málaga,Mollina,028-00012-04-00,NORTE O ANTEQUERA,,"1,16",,,,,,,,,,,
2010,Málaga,Mollina,034-00053-01-00,NORTE O ANTEQUERA,,"4,66",,,,,,,,,,,
2010,Málaga,Mollina,037-00008-01,NORTE O ANTEQUERA,,,,,,,Airen,,140 Ruggeri,,"2,40 X 1,20",3400,Espaldera en V
2010,Málaga,Mollina,040-00023-02-00,NORTE O ANTEQUERA,,"1,12",,,,,Pedro Ximenez,,"1,103 Paulsen",,"2,40 X 1,20",2222,
2010,Málaga,Mollina,045-00037-01-00,NORTE O ANTEQUERA,,"6,84",,,,,,,,,,,
2010,Málaga,Mollina,2013PD7,NORTE O ANTEQUERA,Z-1 MOLINILLO/LA FUENTE,"2,43",1,Franco-arcillo-arenoso,Regadio,No,Syrah,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2098,Espaldera vertical
2011,Cádiz,Arcos de la Frontera,016-00002-03,CAMPIÑA DE CADIZ,,"54,86",,,,Si,Variedades Tintas,,,,,,
2011,Cádiz,Arcos de la Frontera,018-00008-00-00,CAMPIÑA DE CADIZ,,"4,799",5,,Secano,No,Variedades Tintas,,140 Ruggeri,Cordón doble,"2,50 x 1,20",3333,Espaldera vertical
2011,Cádiz,Chiclana de la Frontera,031-00001-01,COSTA NOROESTE DE CADIZ - II,,"0,5",0,,,,Palomino de Jerez,,,,,,
2011,Cádiz,Chipiona,007-00035-00,COSTA NOROESTE DE CADIZ - II,,"41,70",,,,,Moscatel de Chipiona,,,,,,
2011,Cádiz,Chipiona,007-00035-01,COSTA NOROESTE DE CADIZ - II,,,,,,,Pedro Ximenez,,,,,,
2011,Cádiz,Chipiona,007-00035-02,COSTA NOROESTE DE CADIZ - II,,,,,,,Tintas,,,,,,
2011,Cádiz,Jerez de la Frontera,003-00106-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"18,18",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,005-00066-07-A1,CAMPIÑA DE CADIZ,CA/VD/03,"7,243",5,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1,20 y 2,20X 1,50",3623,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,097-00009-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"11,05",1,,Secano,,Palomino Fino,Palomino California,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,097-00095-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"0,894",,,,,Palomino de Jerez,,,Vara y pulgar jerezana,,,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,097-00099-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"3,832",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1.15",3953,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,097-00100-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"7,161",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,099-00024-00-04,CAMPIÑA DE CADIZ,CA/VD/03,"15,70",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,"Vara y pulgar, Cordón",2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,100-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,264",15,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,101-00011-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"15,67",15,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc y 13-5 EVEX,Vara y pulgar jerezana,"2.,20 X 1,10 y 2,20 X 1,35",,
2011,Cádiz,Jerez de la Frontera,101-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,9286",,,,,Palomino Fino,,,,,,
2011,Cádiz,Jerez de la Frontera,101-00080-02,CAMPIÑA DE CADIZ,CA/VD/03,"5,045",,,,,,,,,,,
2011,Cádiz,Jerez de la Frontera,101-00091-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,775",,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,102-00002-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"11,06",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1,20",3788,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,102-00004-00-0,CAMPIÑA DE CADIZ,CA/VD/03,"6,65",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,102-00011-00-00,CAMPIÑA DE CADIZ,CA/VD/03,8,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,102-00015-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"13,97",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,102-00027-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"4,35",4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,102-00111-00-0,CAMPIÑA DE CADIZ,CA/VD/03,"13,01",4,,,No,Palomino de Jerez,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,103-00001-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"19,30",5,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,104-00016-04-A4,CAMPIÑA DE CADIZ,CA/VD/03,"22,85",10,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1.20",4150,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,105-00018-00-B3,CAMPIÑA DE CADIZ,CA/VD/03,"13,40",5,Albarizas,Regadio,No,Tintas,RJ-43,"1,103 Paulsen",Cordón doble,2.30 X 1.20,3623,Espaldera vertical
2011,Cádiz,Jerez de la Frontera,105-00018-03,CAMPIÑA DE CADIZ,,,,,,,,,,,,,
2011,Cádiz,Jerez de la Frontera,111-00010-14,CAMPIÑA DE CADIZ,,"34,32",,Albarizas y Bujeos albarizos,Secano,No,Palomino de Jerez,,140 Ruggeri,Cordón doble,"1,20 X 2,30",,
2011,Cádiz,Puerto Real,015-00173-04,LA JANDA,,,,,,,Pedro Ximenez,,,,,,
2011,Cádiz,Sanlucar de Barrameda,006-00061-03,COSTA NOROESTE DE CADIZ,,,,,,,,,,,,,
2011,Cádiz,Sanlucar de Barrameda,010-00070-00,COSTA NOROESTE DE CADIZ,,"1,826",,,,,,,,,,,
2011,Cádiz,Sanlucar de Barrameda,012-00015-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"5,757",,Albarizas y Bujeos albarizos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,54 X 1,54 y 1,80 X 1,40",4092,Espaldera vertical
2011,Cádiz,Sanlucar de Barrameda,012-00172-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"9,26",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,20 x 1,30",3500,Espaldera vertical
2011,Cádiz,Trebujena,006-00068-02-00,CAMPIÑA DE CADIZ,,"7,45",6,,Secano,,Palomino Fino,,,,,,
