cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
HU004,2020-01-15 00:00:00,17.470,11.2915,7.366,100.000,89.6846,77.320,0.307605,0.000,24.450,7.64854,0.000,638,671,129,1,1.58333
HU004,2020-01-16 00:00:00,18.240,12.2154,8.42,100.000,82.7233,42.980,0.487189,0.000,20.000,5.72742,0.000,714,443,272,10,1.625
HU004,2020-01-17 00:00:00,17.490,12.6254,9.63,100.000,94.5696,66.590,0.353101,1.000,11.890,2.97308,0.000,683,581,46,129,1.79167
HU004,2020-01-18 00:00:00,16.040,12.185,8.79,100.000,99.7667,97.100,0.0780408,13.800,24.100,5.2475,0.000,206,462,417,357,2.625
HU004,2020-01-19 00:00:00,16.350,11.7737,7.908,100.000,73.0671,43.660,0.491323,0.000,38.280,8.25812,0.353,513,0,34,888,3
HU004,2020-01-20 00:00:00,11.620,9.11492,6.696,63.970,51.6808,43.640,0.400343,0.000,37.430,11.6573,1.376,1411,10,0,17,1
HU004,2020-01-21 00:00:00,13.070,9.47263,4.907,76.070,64.3787,50.550,0.328556,0.000,27.130,4.89033,0.000,1291,10,0,138,1.125
HU004,2020-01-22 00:00:00,9.590,8.53646,6.959,100.000,95.6033,73.230,0.0633261,23.400,24.270,7.96292,0.953,634,729,0,78,1.66667
HU004,2020-01-23 00:00:00,11.050,9.54708,8.71,100.000,100,100.000,0.0531156,24.600,23.210,9.14433,0.000,227,1210,0,2,1.875
HU004,2020-01-24 00:00:00,13.110,10.6638,8.98,100.000,98.5042,88.500,0.110437,13.000,28.050,9.37104,0.000,294,1139,6,2,1.79167
HU004,2020-01-25 00:00:00,14.490,10.6363,8.78,100.000,96.5192,75.190,0.278155,5.200,14.680,4.46333,0.000,217,770,76,377,2.54167
HU004,2020-01-26 00:00:00,16.070,10.3987,5.111,100.000,87.1692,52.940,0.528407,0.200,13.580,2.95517,0.000,193,50,123,1072,3.79167
HU004,2020-01-27 00:00:00,14.190,10.3722,6.418,100.000,97.9292,87.700,0.332952,0.000,14.290,4.33113,0.000,595,568,163,112,1.75
HU004,2020-01-28 00:00:00,16.040,11.5089,6.079,100.000,95.5442,77.460,0.228597,0.200,8.750,1.46025,0.000,200,442,454,343,2.58333
HU004,2020-01-29 00:00:00,17.730,12.34,8.01,100.000,92.4587,66.240,0.423805,0.000,12.240,2.07092,0.000,408,316,199,515,2.5
HU004,2020-01-30 00:00:00,17.590,12.2958,8.61,100.000,92.3833,70.940,0.433231,0.200,9.070,2.18958,0.000,304,215,367,553,2.95833
HU004,2020-01-31 00:00:00,18.060,13.7621,11.02,100.000,92.2933,72.980,0.382394,0.000,11.680,1.87738,0.000,290,287,306,556,2.79167
HU004,2020-02-01 00:00:00,20.930,15.3908,12.07,100.000,91.9592,68.370,0.423533,0.000,13.230,2.35983,0.000,223,187,201,828,3.41667
HU004,2020-02-02 00:00:00,22.560,16.6779,12.03,98.800,76.8183,53.920,0.582717,0.000,31.610,6.05675,0.000,1316,89,0,34,1
HU004,2020-02-03 00:00:00,24.110,17.0592,12.4,88.200,68.6279,43.340,0.591903,0.000,28.080,5.08817,0.000,773,188,125,353,2.08333
HU004,2020-02-04 00:00:00,25.660,17.3258,10.14,94.600,68.4846,36.250,0.597271,0.000,14.040,2.72483,0.000,597,337,207,296,2.16667
HU004,2020-02-05 00:00:00,20.700,15.7421,11.96,84.500,59.7642,45.950,0.601764,0.000,31.290,5.28271,0.000,854,322,172,92,1.58333
HU004,2020-02-06 00:00:00,19.090,13.6396,9.7,90.900,75.2304,54.270,0.53409,0.000,23.740,7.52854,0.000,1042,357,39,2,1.20833
HU004,2020-02-07 00:00:00,17.460,13.0775,9.63,100.000,83.6071,69.540,0.352769,0.000,19.900,3.96183,0.000,592,335,313,205,1.95833
HU004,2020-02-08 00:00:00,17.970,13.32,10.71,100.000,93.8171,66.920,0.386616,0.200,12.560,2.78025,0.000,166,244,412,616,3.20833
HU004,2020-02-09 00:00:00,18.610,13.8158,9.86,100.000,92.8104,66.750,0.353775,0.400,15.420,3.70021,0.000,734,273,11,420,2
HU004,2020-02-10 00:00:00,21.410,15.3246,10.61,100.000,75.8833,46.900,0.622912,0.000,19.190,2.90267,0.000,833,241,136,234,1.75
HU004,2020-02-11 00:00:00,21.370,14.7267,9.02,100.000,82.095,57.720,0.61039,0.000,13.940,3.04767,0.000,131,267,555,481,3.04167
HU004,2020-02-12 00:00:00,17.500,13.0042,8.88,100.000,90.2254,68.070,0.36015,0.000,14.990,2.60658,0.000,195,234,599,413,2.75
HU004,2020-02-13 00:00:00,17.960,13.5463,9.56,100.000,82.7662,61.620,0.565456,0.000,15.810,3.47275,0.000,339,31,316,754,3.125
HU004,2020-02-14 00:00:00,20.220,14.0646,8.52,92.600,74.0117,50.570,0.65418,0.000,20.500,4.00946,0.000,828,184,81,345,1.79167
HU004,2020-02-15 00:00:00,20.630,14.2587,8.01,99.800,79.7913,53.790,0.582572,0.000,11.360,2.16733,0.000,317,387,195,540,2.70833
HU004,2020-02-16 00:00:00,21.210,13.5729,7.094,100.000,86.1908,55.370,0.652824,0.200,11.080,2.75154,0.000,235,419,257,529,2.83333
HU004,2020-02-17 00:00:00,21.780,14.3225,7.366,100.000,83.2754,54.230,0.637933,0.200,15.560,3.35296,0.000,220,201,125,892,3.33333
HU004,2020-02-18 00:00:00,20.430,14.7733,9.59,98.500,75.0275,44.500,0.627388,0.000,16.580,2.97692,0.000,76,120,292,952,3.625
HU004,2020-02-19 00:00:00,20.220,14.5329,8.82,90.500,73.8617,51.860,0.640157,0.000,23.210,6.74208,0.000,1073,194,41,129,1.41667
HU004,2020-02-20 00:00:00,19.680,14.4142,10.17,87.700,67.8171,47.250,0.69128,0.000,25.580,8.36971,0.035,1347,84,0,7,1
HU004,2020-02-21 00:00:00,20.830,14.4612,8.89,86.900,69.31,49.120,0.68034,0.000,23.880,7.07758,0.000,1090,101,49,199,1.625
HU004,2020-02-22 00:00:00,22.390,15.6808,10.78,80.700,58.8387,37.820,0.718254,0.000,28.050,9.94171,0.000,1315,111,0,12,1
HU004,2020-02-23 00:00:00,23.300,15.9879,9.32,71.300,47.3971,29.050,0.748032,0.000,29.250,7.86996,0.000,1098,127,25,187,1.375
HU004,2020-02-24 00:00:00,22.860,15.4458,10.07,99.900,52.1542,28.950,0.747154,0.000,19.090,4.58442,0.000,614,73,251,499,2.33333
HU004,2020-02-25 00:00:00,17.570,12.7863,8.35,100.000,74.5017,52.600,0.734314,0.000,24.200,6.51762,0.000,50,67,91,1231,3.91667
HU004,2020-02-26 00:00:00,20.260,13.6729,8.11,98.600,71.3912,38.540,0.75735,0.000,17.430,5.88892,0.000,87,25,91,1234,3.875
HU004,2020-02-27 00:00:00,23.200,13.8071,4.975,93.300,60.6883,29.060,0.769222,0.000,16.090,3.09517,0.000,587,92,45,712,2.54167
HU004,2020-02-28 00:00:00,21.680,14.6913,8.48,100.000,61.4354,37.860,0.73534,0.000,28.470,6.83483,0.000,537,242,463,196,2.08333
HU004,2020-02-29 00:00:00,17.940,13.0314,7.266,100.000,92.4592,63.780,0.384083,0.600,26.110,7.17504,0.000,8,15,727,689,3.45833
HU004,2020-03-01 00:00:00,18.710,13.9879,10.1,100.000,90.3713,66.300,0.43618,0.200,24.550,7.89096,0.000,1,0,801,637,3.41667
HU004,2020-03-02 00:00:00,19.320,15.8092,9.22,100.000,72.8925,43.080,0.660104,1.200,30.980,10.605,0.000,2,0,611,826,3.58333
HU004,2020-03-03 00:00:00,19.150,12.3971,6.528,100.000,84.4,59.910,0.579468,0.000,21.030,5.61783,0.000,4,23,517,895,3.66667
HU004,2020-03-04 00:00:00,20.930,14.6775,9.22,100.000,81.3617,49.860,0.717771,0.200,17.430,4.56617,0.000,76,0,128,1236,3.95833
HU004,2020-03-05 00:00:00,19.050,13.8225,9.66,100.000,76.6042,42.810,0.545164,0.000,25.680,6.27683,0.000,20,18,182,1219,3.91667
HU004,2020-03-06 00:00:00,18.950,12.2274,5.957,100.000,68.075,37.610,0.815506,0.000,25.440,6.39138,0.000,41,0,70,1327,4
HU004,2020-03-07 00:00:00,21.140,12.8077,5.043,81.300,52.9196,27.610,0.850163,0.000,30.060,5.89013,0.000,650,232,87,468,2.45833
HU004,2020-03-08 00:00:00,23.440,15.7742,7.338,64.430,43.7067,21.610,0.85639,0.000,16.790,4.68571,0.000,588,69,127,653,2.75
HU004,2020-03-09 00:00:00,24.920,15.7396,7.777,99.200,54.9804,22.000,0.845009,0.000,18.560,4.47875,0.000,96,76,216,1049,3.875
HU004,2020-03-10 00:00:00,27.210,18.3483,8.25,67.140,43.865,26.020,0.859577,0.000,30.410,7.22096,0.000,781,160,82,416,2.04167
HU004,2020-03-11 00:00:00,28.090,18.6788,9.7,75.250,53.9588,32.330,0.636065,0.000,31.400,6.90613,0.000,911,63,96,366,1.875
HU004,2020-03-12 00:00:00,21.980,15.7367,10.88,100.000,76.4121,50.610,0.55755,0.000,24.450,4.62908,0.000,189,452,457,341,2.625
HU004,2020-03-13 00:00:00,21.100,14.2383,11.79,100.000,91.6329,62.210,0.503325,0.200,17.290,3.87667,0.000,43,300,723,375,3.04167
HU004,2020-03-14 00:00:00,22.660,14.935,12.5,100.000,87.4704,54.990,0.551657,0.000,11.150,3.47671,0.000,163,455,397,426,2.75
HU004,2020-03-15 00:00:00,22.360,15.6208,9.32,100.000,78.8879,51.740,0.768588,0.000,21.170,4.15671,0.000,127,141,524,647,3.16667
HU004,2020-03-16 00:00:00,17.090,11.6888,6.594,89.900,53.1758,34.910,0.770786,3.200,28.190,10.294,1.129,133,0,19,1285,4
HU004,2020-03-17 00:00:00,16.360,10.41,6.323,100.000,82.8363,51.920,0.290732,10.400,34.260,8.90413,0.000,986,185,33,233,1.58333
HU004,2020-03-18 00:00:00,22.490,16.7658,12.17,81.000,63.5754,44.130,0.685795,0.000,44.520,13.8528,0.000,1088,230,22,102,1.33333
HU004,2020-03-19 00:00:00,21.140,15.7688,11.02,89.700,70.9658,50.520,0.652794,0.000,33.830,7.12358,0.000,936,82,148,272,1.66667
HU004,2020-03-20 00:00:00,17.500,14,10.03,100.000,88.7475,65.630,0.298305,24.000,24.910,5.68804,0.000,489,395,197,357,2.29167
HU004,2020-03-21 00:00:00,11.990,9.38038,5.986,100.000,99.1042,94.800,0.325445,10.800,21.840,4.9515,0.000,310,685,128,314,2.29167
HU004,2020-03-22 00:00:00,16.620,10.9873,7.065,100.000,85.845,58.570,0.691145,0.200,13.690,2.78275,0.000,708,298,89,344,1.79167
HU004,2020-03-23 00:00:00,18.070,12.42,7.473,99.500,77.9417,53.140,0.777987,0.000,24.630,6.89354,0.000,1031,161,45,199,1.54167
HU004,2020-03-24 00:00:00,19.720,14.6667,9.56,93.200,70.7167,50.390,0.770205,0.000,28.580,6.76754,0.000,913,249,29,249,1.5
HU004,2020-03-25 00:00:00,19.050,14.6396,12.03,99.400,78.4988,63.160,0.522517,0.000,20.070,4.03217,0.000,373,203,511,351,2.45833
HU004,2020-03-26 00:00:00,21.210,14.8896,9.66,100.000,74.7542,38.650,0.978143,0.000,23.110,6.57029,0.000,3,0,198,1236,3.95833
HU004,2020-03-27 00:00:00,18.200,11.6677,6.289,100.000,79.31,48.310,1.02422,0.200,19.970,5.43804,0.000,76,53,453,854,3.375
HU004,2020-03-28 00:00:00,19.510,12.9733,8.28,99.000,74.2842,39.150,0.961028,0.000,18.660,5.50271,0.000,632,372,347,90,1.83333
HU004,2020-03-29 00:00:00,19.680,13.4584,6.899,100.000,79.7892,50.030,0.740098,0.000,17.500,3.27529,0.000,228,365,477,369,2.66667
HU004,2020-03-30 00:00:00,17.370,11.7562,8.11,100.000,94.3637,63.980,0.349486,18.600,24.410,6.04537,0.000,442,530,247,222,2.16667
HU004,2020-03-31 00:00:00,17.470,13.3821,10.71,100.000,87.0825,62.510,0.834984,9.200,30.410,10.1761,0.000,10,267,1032,128,2.91667
HU004,2020-04-01 00:00:00,15.170,11.0183,6.831,99.800,83.3092,61.070,0.675287,9.200,25.010,5.75575,0.000,39,509,543,347,2.875
HU004,2020-04-02 00:00:00,18.540,12.4429,7.806,100.000,76.9779,42.570,0.830225,1.000,17.960,4.18462,0.000,258,78,135,968,3.625
HU004,2020-04-03 00:00:00,20.630,14.1467,6.798,98.100,72.9571,46.310,1.05843,0.000,18.280,4.31383,0.000,560,425,76,376,2.125
HU004,2020-04-04 00:00:00,18.950,13.9025,10.17,88.400,74.5467,59.950,0.481066,0.200,21.940,8.24358,0.000,852,499,69,19,1.33333
HU004,2020-04-05 00:00:00,21.000,15.5317,10.61,93.700,75.8246,58.920,0.770266,0.200,27.690,8.916,0.000,415,526,445,54,2.16667
HU004,2020-04-06 00:00:00,19.020,15.1196,13.24,100.000,97.55,86.400,0.3309,2.600,19.470,6.30908,0.000,52,959,427,0,2.25
HU004,2020-04-07 00:00:00,21.100,16.3712,12.77,100.000,86.6492,66.410,0.606907,0.000,11.570,3.22421,0.000,78,556,283,519,2.83333
HU004,2020-04-08 00:00:00,22.560,16.7554,12.47,100.000,81.4925,54.570,0.731871,0.000,14.110,3.55725,0.000,310,153,368,608,2.875
HU004,2020-04-09 00:00:00,18.920,15.9025,13.31,89.400,78.0375,66.250,0.418641,0.200,10.970,2.69638,0.000,59,97,366,914,3.58333
HU004,2020-04-10 00:00:00,22.930,17.2167,13.78,99.800,81.2479,57.460,0.725763,0.200,12.310,2.15346,0.000,177,203,347,712,3.20833
HU004,2020-04-11 00:00:00,22.290,17.0967,12.81,96.700,76.2879,48.140,0.744779,0.000,16.860,3.48113,0.000,677,335,224,205,1.70833
HU004,2020-04-12 00:00:00,22.490,16.24,11.08,95.100,73.5492,45.860,0.891529,0.000,17.780,3.48913,0.000,432,116,454,436,2.66667
HU004,2020-04-13 00:00:00,20.560,15.5425,12.98,100.000,84.9196,60.340,0.754801,0.000,23.960,4.60783,0.000,158,198,729,355,2.79167
HU004,2020-04-14 00:00:00,20.120,15.48,11.15,100.000,80.5975,55.750,0.817724,0.600,25.930,8.60917,0.000,234,916,289,0,2
HU004,2020-04-15 00:00:00,18.880,14.9087,11.89,100.000,90.79,72.880,0.65024,17.400,33.200,10.5286,0.000,33,800,608,0,2.41667
HU004,2020-04-16 00:00:00,18.910,15.1725,12.5,100.000,92.4313,69.140,0.509073,3.200,31.860,9.66875,0.247,5,894,541,0,2.375
HU004,2020-04-17 00:00:00,19.730,15.5125,12.13,100.000,88.7446,66.400,0.570669,0.200,16.900,4.35717,0.000,138,597,501,204,2.625
HU004,2020-04-18 00:00:00,24.070,16.8358,10.27,100.000,75.9246,45.500,1.05425,0.000,18.380,3.24204,0.000,204,170,368,699,3.20833
HU004,2020-04-19 00:00:00,22.320,16.965,12.77,91.000,66.5621,42.770,1.12959,0.000,21.980,7.01233,0.035,12,0,131,1295,4
HU004,2020-04-20 00:00:00,19.220,12.9054,9.8,100.000,86.1779,56.920,0.640417,7.600,35.280,6.45929,0.000,63,183,670,523,3.16667
HU004,2020-04-21 00:00:00,20.170,13.5258,9.06,100.000,85.41,52.750,0.803556,6.600,18.590,3.9095,0.000,287,326,68,760,3
HU004,2020-04-22 00:00:00,22.090,15.3646,9.46,99.800,79.9717,49.180,1.08052,0.000,12.630,3.51208,0.000,94,124,367,853,3.54167
HU004,2020-04-23 00:00:00,23.880,17.4554,11.9,99.000,75.6771,46.810,1.07803,0.200,19.900,4.40825,0.000,948,142,48,301,1.58333
HU004,2020-04-24 00:00:00,23.370,17.5746,13.69,92.200,71.6863,50.890,0.789953,0.200,16.370,3.32154,0.000,506,203,256,475,2.375
HU004,2020-04-25 00:00:00,20.130,16.0663,14.02,100.000,90.1963,67.850,0.440135,9.800,15.380,3.62554,0.000,12,77,631,715,3.5
HU004,2020-04-26 00:00:00,20.230,15.6025,11.76,94.100,74.0625,50.330,0.746388,0.000,18.730,4.62054,0.000,27,1,440,970,3.75
HU004,2020-04-27 00:00:00,20.050,14.2671,11.29,100.000,89.3592,61.560,0.666897,22.800,17.710,3.19967,0.000,383,148,334,570,2.70833
HU004,2020-04-28 00:00:00,21.850,15.7871,10.41,100.000,74.905,42.950,1.03691,0.000,15.350,3.03737,0.000,328,154,269,688,2.91667
HU004,2020-04-29 00:00:00,22.290,15.6929,8.79,96.600,74.7142,49.310,1.16678,0.000,19.160,4.12808,0.000,65,144,608,622,3.25
HU004,2020-04-30 00:00:00,22.760,16.9546,12.44,100.000,80.2304,54.120,0.920762,0.200,15.280,3.47979,0.000,51,2,316,1065,3.875
HU004,2020-05-01 00:00:00,26.170,18.8433,11.52,92.700,70.9208,50.090,1.16526,0.000,15.770,2.96742,0.000,107,64,430,839,3.5
HU004,2020-05-02 00:00:00,31.050,21.6492,13.32,98.900,68.44,37.210,1.19764,0.000,9.380,1.73792,0.000,264,242,292,645,3.04167
HU004,2020-05-03 00:00:00,31.960,24.0096,16.8,84.500,59.8113,37.650,1.16458,0.000,22.300,3.39229,0.000,617,601,123,93,1.66667
HU004,2020-05-04 00:00:00,23.510,20.5596,15.75,96.900,68.9054,54.390,1.14303,0.000,29.110,6.75221,0.000,256,66,847,271,2.75
HU004,2020-05-05 00:00:00,26.400,19.0987,13.95,100.000,72.5504,30.510,1.2329,0.000,16.790,3.50054,0.000,208,142,308,787,3.25
HU004,2020-05-06 00:00:00,28.220,20.6229,12.03,95.000,60.0913,34.120,1.21967,0.000,14.180,2.31021,0.000,547,137,48,711,2.375
HU004,2020-05-07 00:00:00,27.140,21.4662,15.82,69.330,57.8183,50.150,1.00661,0.000,17.600,3.68458,0.000,363,333,524,218,2.33333
HU004,2020-05-08 00:00:00,23.170,18.405,13.32,93.200,75.2013,60.980,1.22028,0.000,20.320,5.03221,0.000,68,298,775,289,3.08333
HU004,2020-05-09 00:00:00,21.210,15.8392,12.71,99.600,85.1104,55.930,0.754364,5.400,20.990,5.528,0.000,149,147,922,224,2.83333
HU004,2020-05-10 00:00:00,20.610,15.9921,11.42,100.000,83.0508,65.790,0.865067,0.600,25.510,6.03892,0.000,3,3,791,641,3.41667
HU004,2020-05-11 00:00:00,20.940,17.0787,13.89,98.400,81.4079,61.510,0.974241,4.000,26.670,7.60475,0.000,5,197,1129,108,2.91667
HU004,2020-05-12 00:00:00,18.850,14.6433,11.69,100.000,86.5717,64.480,0.886508,13.200,19.790,4.73013,0.000,322,303,660,151,2.33333
HU004,2020-05-13 00:00:00,19.830,13.5787,9.09,100.000,91.5879,64.170,0.688141,4.800,24.590,3.90454,0.000,343,518,482,94,2.25
HU004,2020-05-14 00:00:00,17.200,13.2217,11.08,100.000,97.2333,83.900,0.454585,42.600,20.290,6.152,0.000,180,809,423,25,2.125
HU004,2020-05-15 00:00:00,21.070,15.515,11.52,100.000,82.2204,58.600,0.815736,1.000,17.250,5.59092,0.000,393,451,339,253,2.375
HU004,2020-05-16 00:00:00,23.880,17.0688,12.77,100.000,80.5396,46.210,0.97461,0.200,17.500,2.541,0.000,167,420,439,416,2.91667
HU004,2020-05-17 00:00:00,26.100,17.7408,12.13,100.000,88.5692,51.530,0.847693,4.400,13.620,2.33996,0.000,547,411,307,172,1.79167
HU004,2020-05-18 00:00:00,28.090,20.2758,13.04,100.000,75.3296,39.740,1.24621,0.000,14.250,2.56579,0.000,389,304,299,447,2.58333
HU004,2020-05-19 00:00:00,30.680,22.3929,14.09,94.000,63.0671,34.360,1.22618,0.000,12.520,2.51688,0.000,443,353,178,467,2.5
HU004,2020-05-20 00:00:00,32.000,23.5188,15.85,85.300,59.3192,29.480,1.2636,0.000,15.210,2.49992,0.000,209,248,521,457,2.79167
HU004,2020-05-21 00:00:00,33.310,24.5329,17.2,81.300,57.5479,30.520,1.23966,0.000,17.570,2.8165,0.000,283,199,488,469,2.75
HU004,2020-05-22 00:00:00,33.650,25.4779,16.7,82.500,52.5183,24.570,1.26293,0.000,15.560,2.58033,0.000,245,284,309,602,2.91667
HU004,2020-05-23 00:00:00,36.890,26.7379,17.64,79.920,49.7225,23.260,1.23135,0.000,13.620,2.23862,0.000,520,270,226,424,2.04167
HU004,2020-05-24 00:00:00,34.560,25.4383,17.81,83.900,54.6879,29.120,1.24413,0.000,15.060,2.5615,0.000,264,362,441,372,2.54167
HU004,2020-05-25 00:00:00,33.440,24.2708,17.97,78.280,54.9996,27.840,1.20989,0.000,17.290,3.15821,0.000,202,160,296,781,3.125
HU004,2020-05-26 00:00:00,32.900,24.215,16.96,84.900,52.2879,24.830,1.27482,0.000,18.730,4.34962,0.000,694,174,193,373,2.16667
HU004,2020-05-27 00:00:00,32.630,23.9417,15.88,85.700,53.795,26.980,1.24736,0.000,19.330,4.11675,0.000,649,480,194,118,1.75
HU004,2020-05-28 00:00:00,32.330,24.0392,18.35,78.470,49.6625,28.780,1.26466,0.000,19.370,5.14825,0.000,724,179,253,283,1.70833
HU004,2020-05-29 00:00:00,32.130,23.6221,16.56,89.500,59.1425,29.970,1.24418,0.000,15.770,3.31125,0.000,169,296,470,505,2.91667
HU004,2020-05-30 00:00:00,33.310,24.0554,16.73,81.000,52.0917,26.280,1.19033,0.000,19.050,3.03971,0.000,292,197,445,502,2.75
HU004,2020-05-31 00:00:00,26.080,20.9929,15.51,92.100,63.1108,38.600,0.81889,0.000,18.350,3.18913,0.000,142,415,527,353,2.66667
HU004,2020-06-01 00:00:00,25.600,19.7929,15.34,100.000,79.4758,55.490,0.627934,0.000,16.690,3.78388,0.000,353,366,654,60,2.25
HU004,2020-06-02 00:00:00,26.610,19.9221,13.48,100.000,76.7817,47.430,0.954012,0.000,14.710,3.26554,0.000,133,327,791,190,2.66667
HU004,2020-06-03 00:00:00,27.380,20.8463,14.09,99.600,72.8696,41.580,1.26279,0.000,21.560,4.60642,0.000,222,117,654,447,2.79167
HU004,2020-06-04 00:00:00,25.470,20.1304,15.41,97.900,79.3575,58.480,0.90032,0.400,25.930,6.86454,0.000,3,24,926,483,3.25
HU004,2020-06-05 00:00:00,27.320,20.9887,16.25,100.000,70.5017,33.280,1.2964,0.000,21.270,4.59125,0.000,77,184,697,480,3.08333
HU004,2020-06-06 00:00:00,28.360,20.5625,12.91,96.000,66.8342,31.560,1.28058,0.000,22.580,4.30458,0.000,118,145,626,551,3.08333
HU004,2020-06-07 00:00:00,25.590,19.7037,14.29,86.000,66.1817,44.020,1.09733,0.000,20.990,5.70312,0.000,19,2,528,889,3.79167
HU004,2020-06-08 00:00:00,27.010,18.9029,10.95,77.460,53.9875,29.730,1.33835,0.000,25.080,6.24092,0.000,49,2,504,878,3.75
HU004,2020-06-09 00:00:00,28.230,20.6479,12.47,80.900,53.6671,27.940,1.29111,0.000,21.940,4.79875,0.000,96,203,591,551,3.25
HU004,2020-06-10 00:00:00,29.950,21.2975,13.08,77.270,51.5712,30.000,1.23112,0.000,20.360,3.98208,0.000,167,189,534,550,3.25
HU004,2020-06-11 00:00:00,24.860,18.8012,12.27,86.500,64.5075,36.220,1.17218,0.000,27.100,7.89588,0.000,8,7,745,681,3.5
HU004,2020-06-12 00:00:00,23.610,18.3375,14.94,81.700,60.7583,35.860,0.995422,0.000,25.610,6.57892,0.000,14,3,706,711,3.54167
HU004,2020-06-13 00:00:00,26.100,18.4917,10.61,91.800,58.8513,31.580,1.30306,0.000,20.140,4.06592,0.000,75,55,599,710,3.41667
HU004,2020-06-14 00:00:00,26.340,20.1608,13.75,79.120,54.5121,33.150,1.32394,0.000,22.830,5.48421,0.000,42,27,643,731,3.54167
HU004,2020-06-15 00:00:00,28.260,20.66,12.64,81.900,54.28,29.470,1.31676,0.000,20.850,4.81604,0.000,27,39,638,734,3.45833
HU004,2020-06-16 00:00:00,28.160,22.4983,14.7,77.970,53.6433,39.990,1.14349,0.000,22.120,6.14938,0.000,41,3,376,1016,3.79167
HU004,2020-06-17 00:00:00,29.340,22.2692,14.83,75.340,52.6313,30.600,1.31073,0.000,20.070,4.80504,0.000,72,5,341,1015,3.83333
HU004,2020-06-18 00:00:00,29.850,21.5496,14.29,76.010,51.2175,22.810,1.32789,0.000,28.720,5.06725,0.000,24,90,604,720,3.375
HU004,2020-06-19 00:00:00,30.050,21.89,14.33,70.980,48.5071,27.360,1.31392,0.000,18.170,4.2815,0.000,35,44,529,835,3.5
HU004,2020-06-20 00:00:00,34.860,24.4825,13.76,78.780,44.7958,19.910,1.30173,0.000,18.770,2.99012,0.000,154,204,436,643,3.08333
HU004,2020-06-21 00:00:00,37.800,27.2146,17.23,66.970,36.6183,11.160,1.32405,0.000,14.320,2.86333,0.000,100,75,394,872,3.70833
HU004,2020-06-22 00:00:00,39.540,29.4642,17.84,49.180,29.25,14.310,1.29623,0.000,15.660,3.6995,0.000,314,346,308,472,2.66667
HU004,2020-06-23 00:00:00,37.440,28.18,19.26,63.610,36.6187,18.020,1.2057,0.000,19.930,4.13808,0.000,306,128,398,606,2.83333
HU004,2020-06-24 00:00:00,32.210,25.7312,19.4,68.540,52.8446,39.510,1.23978,0.000,19.370,3.95471,0.000,18,118,592,711,3.45833
HU004,2020-06-25 00:00:00,28.460,23.0296,16.55,91.900,67.3421,49.860,1.23833,0.000,18.450,4.03613,0.000,115,293,744,285,2.91667
HU004,2020-06-26 00:00:00,31.200,22.485,16.42,100.000,67.1808,28.150,1.18314,0.000,20.890,3.88704,0.000,197,276,596,369,2.75
HU004,2020-06-27 00:00:00,33.850,24.21,15.99,83.000,54.3454,28.980,1.28359,0.000,23.390,4.04921,0.000,47,45,508,835,3.54167
HU004,2020-06-28 00:00:00,36.450,27.88,19.33,76.360,46.8333,26.330,1.2669,0.000,18.490,3.48096,0.000,73,87,516,756,3.54167
HU004,2020-06-29 00:00:00,36.690,28.4421,18.92,75.270,43.6683,19.800,1.27742,0.000,17.290,3.51092,0.000,85,352,474,527,3.08333
HU004,2020-06-30 00:00:00,33.040,26.2346,19.16,98.700,54.4438,30.460,1.27784,0.000,17.600,4.39088,0.000,52,277,948,161,2.91667
HU004,2020-07-01 00:00:00,33.780,25.1,19.73,100.000,70.1467,36.650,1.26832,0.000,17.820,3.76092,0.000,117,379,811,129,2.70833
HU004,2020-07-02 00:00:00,35.580,26.9692,17.43,92.100,47.6854,18.510,1.33577,0.000,19.720,4.26267,0.000,137,84,292,924,3.5
HU004,2020-07-03 00:00:00,35.030,25.0188,15.38,63.930,37.3746,13.880,1.34071,0.000,22.830,4.04046,0.000,80,94,499,761,3.58333
HU004,2020-07-04 00:00:00,37.000,26.3062,15.85,90.800,51.6567,24.480,1.29423,0.000,19.160,3.36437,0.000,437,237,443,322,2.29167
HU004,2020-07-05 00:00:00,38.610,28.6821,18.99,70.490,43.6421,18.590,1.28302,0.000,20.360,3.38967,0.000,294,270,436,434,2.66667
HU004,2020-07-06 00:00:00,39.920,29.4433,20.01,74.880,39.9562,19.470,1.26532,0.000,19.370,3.31071,0.000,106,143,501,685,3.375
HU004,2020-07-07 00:00:00,42.250,31.6821,20.24,52.580,28.3258,12.790,1.14571,0.000,16.050,2.90279,0.000,194,297,421,526,3.04167
HU004,2020-07-08 00:00:00,36.220,27.9854,19.33,90.100,37.1662,16.710,1.25679,0.000,21.800,5.06475,0.000,47,197,693,500,3.20833
HU004,2020-07-09 00:00:00,31.460,23.6771,18.18,99.800,67.7575,34.120,1.27937,0.000,17.710,4.40738,0.000,123,666,492,159,2.5
HU004,2020-07-10 00:00:00,36.390,25.2258,16.45,100.000,67.4742,30.390,1.15428,0.000,16.930,3.14188,0.000,241,324,535,339,2.625
HU004,2020-07-11 00:00:00,38.040,28.1,18.89,93.500,53.8342,20.290,1.11591,0.000,24.550,3.62992,0.000,243,312,523,361,2.625
