cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
HU004,2016-01-01 00:00:00,17.140,14.6092,13.05,99.400,95.3875,86.800,0.144029,6.200,30.340,8.29383,0.000,244,314,799,83,4
HU004,2016-01-02 00:00:00,16.050,12.9992,10.69,97.000,85.3787,63.700,0.265198,0.000,13.270,2.75237,0.000,170,122,468,678,4
HU004,2016-01-03 00:00:00,15.250,12.6729,10.18,98.700,96.2958,87.900,0.122145,0.800,22.120,6.2395,0.000,8,447,763,222,4
HU004,2016-01-04 00:00:00,16.900,15.4471,14.37,96.000,87.1129,74.320,0.173306,1.000,35.140,14.1983,4.375,0,0,1232,208,3
HU004,2016-01-05 00:00:00,14.910,10.3868,6.706,96.800,83.1371,62.340,0.337955,14.600,27.450,8.45646,0.000,30,0,133,1277,4
HU004,2016-01-06 00:00:00,15.080,9.84938,4.004,95.200,82.6192,65.370,0.3792,0.000,20.320,4.97454,0.000,89,111,681,558,4
HU004,2016-01-07 00:00:00,15.790,13.2937,11.5,96.800,90.8667,84.600,0.14156,1.000,21.870,5.77679,0.000,1,128,1102,208,4
HU004,2016-01-08 00:00:00,15.820,13.3367,10.45,97.900,91.3729,79.040,0.175408,3.600,30.480,8.44063,0.000,25,545,849,22,3
HU004,2016-01-09 00:00:00,15.110,12.8229,9.43,98.000,84.4742,64.640,0.401426,5.000,23.000,8.20396,1.094,1,0,898,539,4
HU004,2016-01-10 00:00:00,16.360,14.1037,11.94,90.400,83.9946,76.120,0.227023,1.600,35.740,13.2102,3.175,0,0,1424,16,3
HU004,2016-01-11 00:00:00,15.750,12.9229,9.54,97.100,89.5042,81.700,0.156917,4.800,34.050,9.57662,0.000,50,0,718,672,4
HU004,2016-01-12 00:00:00,15.370,9.91242,4.715,97.400,81.3454,56.190,0.4619,0.200,12.770,2.11888,0.000,779,275,119,267,4
HU004,2016-01-13 00:00:00,15.590,10.656,7.282,83.900,71.1412,54.120,0.453914,0.000,30.450,6.15562,0.000,1148,175,0,117,4
HU004,2016-01-14 00:00:00,13.960,10.3586,6.13,94.000,84.8388,77.990,0.191609,0.000,13.550,2.35504,0.000,642,406,199,191,4
HU004,2016-01-15 00:00:00,15.720,11.8342,8.9,96.400,81.9308,64.100,0.463442,0.200,15.950,6.02538,0.000,353,86,42,956,4
HU004,2016-01-16 00:00:00,12.610,9.07621,6.164,76.210,55.8113,38.710,0.51567,0.000,42.190,13.5435,0.000,1261,178,0,0,2
HU004,2016-01-17 00:00:00,12.780,8.61138,5.523,81.900,61.2888,52.850,0.33373,0.000,27.310,10.0029,0.000,1043,195,95,106,4
HU004,2016-01-18 00:00:00,15.380,9.77004,5.223,94.200,84.7496,69.400,0.280482,0.000,11.570,1.832,0.000,349,207,418,462,4
HU004,2016-01-19 00:00:00,13.420,9.11063,4.445,93.200,83.0842,68.100,0.347429,0.000,14.890,3.24225,0.000,235,658,290,255,4
HU004,2016-01-20 00:00:00,15.890,11.1192,8.05,96.600,87.4683,68.720,0.392532,3.200,21.840,4.6565,0.000,519,436,270,214,4
HU004,2016-01-21 00:00:00,12.540,11.3079,9.91,98.600,97.3792,95.900,0.113258,0.800,14.890,4.56329,0.000,1002,378,38,15,3
HU004,2016-01-22 00:00:00,16.460,13.1604,11.06,97.500,87.6012,75.470,0.250709,0.000,17.600,6.40108,0.000,1367,63,4,1,1
HU004,2016-01-23 00:00:00,18.550,14.6487,11.3,86.900,78.425,64.950,0.474555,0.000,20.670,5.69367,0.000,1124,255,25,37,2
HU004,2016-01-24 00:00:00,18.620,13.9017,10.42,89.100,76.7729,62.880,0.421699,0.000,18.490,4.55762,0.000,825,298,194,123,4
HU004,2016-01-25 00:00:00,17.510,12.5096,8.36,95.300,85.2763,69.620,0.390583,3.800,19.510,3.90333,0.000,481,216,293,452,4
HU004,2016-01-26 00:00:00,16.350,10.5434,5.893,97.200,85.3896,63.270,0.556785,0.400,19.300,3.94554,0.000,172,10,82,1173,4
HU004,2016-01-27 00:00:00,15.380,9.78279,4.377,96.700,86.0742,65.320,0.508496,0.000,11.360,2.62554,0.000,327,251,265,596,4
HU004,2016-01-28 00:00:00,14.030,9.85613,5.927,96.400,86.9783,65.590,0.226567,0.200,11.920,2.29212,0.000,540,238,75,586,4
HU004,2016-01-29 00:00:00,16.150,9.8715,4.413,95.200,79.9038,57.050,0.490566,1.600,12.240,2.69071,0.000,583,199,165,488,4
HU004,2016-01-30 00:00:00,17.060,10.5733,4.208,93.600,78.6042,57.670,0.534915,0.000,11.010,2.98838,0.000,483,167,286,502,4
HU004,2016-01-31 00:00:00,17.740,10.8665,3.735,93.700,79.1933,57.670,0.553095,0.200,11.850,2.16063,0.000,522,213,238,464,4
HU004,2016-02-01 00:00:00,21.830,13.6255,7.282,93.600,77.6279,54.340,0.561642,0.000,20.360,3.68546,0.000,557,379,85,420,4
HU004,2016-02-02 00:00:00,18.790,12.7771,8.32,96.600,83.93,59.820,0.499293,0.000,13.410,2.92267,0.000,288,212,333,606,4
HU004,2016-02-03 00:00:00,17.280,11.6975,6.435,96.800,80.0979,61.570,0.365063,0.200,20.530,4.7885,0.000,946,109,82,299,4
HU004,2016-02-04 00:00:00,17.370,12.8925,9.92,71.120,58.0829,51.820,0.488015,0.000,33.970,13.9703,3.352,1277,163,0,0,1
HU004,2016-02-05 00:00:00,15.920,12.2204,9.1,82.100,70.7921,56.720,0.365599,0.000,25.330,8.47817,0.000,1252,86,61,39,3
HU004,2016-02-06 00:00:00,17.580,13.4079,8.46,90.500,82.1458,66.530,0.276969,0.000,26.250,8.4735,0.000,99,493,789,60,3
HU004,2016-02-07 00:00:00,16.830,13.2358,8.5,94.600,76.7292,50.910,0.537369,0.000,28.610,7.93242,0.000,55,24,325,1033,4
HU004,2016-02-08 00:00:00,15.890,10.6821,4.038,94.400,81.5125,62.230,0.343429,0.000,13.970,2.71937,0.000,123,254,214,845,4
HU004,2016-02-09 00:00:00,17.010,13.4517,10.32,94.100,84.5921,64.700,0.295392,0.200,29.490,6.60683,0.000,10,68,683,682,4
HU004,2016-02-10 00:00:00,17.470,14.4204,12.51,96.500,87.8033,71.110,0.306818,0.400,23.990,7.92546,1.940,0,0,879,561,4
HU004,2016-02-11 00:00:00,18.080,14.6129,11.23,97.700,90.65,78.700,0.305194,3.400,21.660,7.67246,1.341,0,0,649,790,4
HU004,2016-02-12 00:00:00,15.520,13.5725,10.58,96.600,91.5917,84.400,0.151942,0.200,28.400,9.63833,0.917,0,0,1027,411,4
HU004,2016-02-13 00:00:00,16.360,14.3963,12.71,95.300,88.8146,78.160,0.229775,0.200,26.320,10.3419,2.646,0,0,907,534,4
HU004,2016-02-14 00:00:00,15.010,11.2925,5.961,95.700,76.0658,47.720,0.550281,0.800,49.500,14.3071,1.658,28,0,231,1177,4
HU004,2016-02-15 00:00:00,14.570,9.44308,5.22,83.900,63.38,37.980,0.586377,0.000,36.090,14.504,0.000,236,0,1,1200,4
HU004,2016-02-16 00:00:00,12.570,8.01962,2.858,57.070,43.2725,29.450,0.69089,0.000,38.460,8.84788,0.000,1090,27,24,296,4
HU004,2016-02-17 00:00:00,13.450,6.74192,-0.922,84.400,64.4733,38.440,0.642664,0.000,21.450,4.53279,0.000,204,362,536,335,4
HU004,2016-02-18 00:00:00,12.470,9.13333,6.435,97.000,79.6604,57.600,0.3761,7.000,17.780,4.20717,0.000,461,77,32,867,4
HU004,2016-02-19 00:00:00,15.310,10.0826,4.751,84.200,68.9871,53.930,0.504828,0.000,29.990,8.85946,0.000,1314,19,8,98,4
HU004,2016-02-20 00:00:00,18.080,12.5471,8.09,78.160,61.6713,44.270,0.68045,0.000,33.300,12.0635,0.000,1232,127,36,44,4
HU004,2016-02-21 00:00:00,19.260,13.7125,9.71,67.940,57.4133,48.150,0.617856,0.000,27.940,10.2791,0.000,1089,294,18,36,4
HU004,2016-02-22 00:00:00,19.770,13.206,7.214,90.500,65.9638,44.830,0.599131,0.000,17.530,4.122,0.000,380,104,477,479,4
HU004,2016-02-23 00:00:00,17.910,11.1896,5.089,95.500,76.7046,50.740,0.71107,0.000,15.950,4.30887,0.000,80,35,224,1102,4
HU004,2016-02-24 00:00:00,15.820,10.591,5.833,93.900,80.9579,57.410,0.581091,2.000,29.280,7.28529,0.000,34,14,460,928,4
HU004,2016-02-25 00:00:00,15.860,11.0186,6.74,96.600,79.795,56.250,0.44148,0.200,16.900,5.10283,0.000,11,0,259,1169,4
HU004,2016-02-26 00:00:00,12.310,8.31233,5.156,96.900,91.1833,81.400,0.129022,10.800,31.470,6.99838,0.000,39,172,498,731,4
HU004,2016-02-27 00:00:00,11.300,7.12071,3.903,87.100,71.9575,48.580,0.627632,0.000,29.180,13.4683,3.810,5,0,118,1316,4
HU004,2016-02-28 00:00:00,15.920,9.17679,3.804,89.900,70.5962,46.930,0.75635,0.000,31.260,11.2673,1.940,12,0,40,1386,4
HU004,2016-02-29 00:00:00,18.250,11.1373,4.411,88.600,63.0538,36.860,0.775638,0.000,17.040,4.97217,0.000,327,116,166,833,4
HU004,2016-03-01 00:00:00,19.970,11.3025,2.933,82.700,57.6975,25.750,0.79021,0.000,14.570,3.56279,0.000,404,136,296,604,4
HU004,2016-03-02 00:00:00,20.480,12.7892,3.973,87.600,64.2154,42.330,0.779361,0.000,17.680,4.68146,0.000,100,214,303,819,4
HU004,2016-03-03 00:00:00,20.510,12.506,6.335,93.500,75.87,43.430,0.78625,0.000,16.970,5.2785,0.000,106,106,317,905,4
HU004,2016-03-04 00:00:00,17.140,11.1204,4.92,91.900,75.7967,56.340,0.790666,0.000,27.980,6.14712,0.000,74,14,344,1010,4
HU004,2016-03-05 00:00:00,16.260,10.235,4.887,91.200,70.2588,39.920,0.76754,0.000,25.510,7.46179,0.000,13,18,213,1194,4
HU004,2016-03-06 00:00:00,16.200,9.93262,4.007,91.000,62.1412,32.610,0.821129,0.000,30.830,9.11496,0.000,73,0,65,1300,4
HU004,2016-03-07 00:00:00,15.420,9.81175,4.21,94.400,68.4604,38.500,0.645839,1.200,34.930,10.2564,0.071,42,0,227,1171,4
HU004,2016-03-08 00:00:00,17.510,10.8473,5.867,85.400,62.2229,34.750,0.766565,0.000,22.930,5.90829,0.000,343,92,110,895,4
HU004,2016-03-09 00:00:00,17.550,11.2152,3.537,88.600,65.3504,45.420,0.648788,0.000,24.270,6.39433,0.000,146,152,231,906,4
HU004,2016-03-10 00:00:00,17.880,11.6121,5.461,85.600,55.5092,30.060,0.860806,0.000,31.150,9.85629,0.847,450,0,18,970,4
HU004,2016-03-11 00:00:00,17.880,11.5644,4.515,76.020,49.1354,31.570,0.819526,0.000,17.640,4.98858,0.000,438,188,250,561,4
HU004,2016-03-12 00:00:00,19.800,12.2174,4.011,71.750,49.7258,27.920,0.873066,0.000,17.820,3.59279,0.000,423,278,311,428,4
HU004,2016-03-13 00:00:00,19.600,12.2566,6.308,86.300,62.2021,39.200,0.873732,0.000,22.300,4.89571,0.000,468,182,421,370,4
HU004,2016-03-14 00:00:00,18.960,10.759,3.77,97.900,80.4625,45.830,0.764674,0.000,23.850,3.93583,0.000,143,375,606,315,4
HU004,2016-03-15 00:00:00,17.920,11.4326,5.392,96.200,79.6375,50.330,0.582851,0.800,22.120,5.02287,0.000,123,153,741,422,4
HU004,2016-03-16 00:00:00,18.860,12.5745,7.417,98.200,77.7942,47.300,0.851743,0.400,16.580,5.65146,0.000,99,28,246,1065,4
HU004,2016-03-17 00:00:00,19.700,12.0604,5.224,95.200,74.2404,36.610,0.846369,0.000,27.170,3.82033,0.000,77,104,416,842,4
HU004,2016-03-18 00:00:00,19.130,12.8692,7.959,90.200,74.1733,43.410,0.692578,0.000,24.270,4.72096,0.000,128,281,638,392,4
HU004,2016-03-19 00:00:00,17.470,12.3733,9.17,96.900,83.3404,54.130,0.694434,3.400,21.700,5.73079,0.000,23,142,553,720,4
HU004,2016-03-20 00:00:00,16.700,11.2754,5.188,97.400,82.9483,54.760,0.641092,2.200,22.760,4.90542,0.000,281,550,540,67,4
HU004,2016-03-21 00:00:00,16.060,10.5697,7.384,95.600,85.9125,59.820,0.576132,10.400,22.330,4.73987,0.000,845,182,181,226,4
HU004,2016-03-22 00:00:00,17.380,10.4129,3.936,97.900,82.9525,54.540,0.804093,5.600,23.360,4.67146,0.000,139,82,285,930,4
HU004,2016-03-23 00:00:00,16.570,10.9915,5.933,96.000,75.2825,44.660,0.803137,0.000,15.660,5.49062,0.000,27,67,306,1040,4
HU004,2016-03-24 00:00:00,21.420,12.5887,4.886,91.200,68.3942,40.000,0.947175,0.000,18.100,3.99204,0.000,296,240,439,460,4
HU004,2016-03-25 00:00:00,20.310,12.3178,5.969,96.900,76.1071,44.400,0.955418,0.000,20.110,4.59742,0.000,361,115,549,413,4
HU004,2016-03-26 00:00:00,18.550,11.5371,5.525,97.500,86.4725,61.730,0.616594,0.000,19.370,3.77079,0.000,230,421,543,244,4
HU004,2016-03-27 00:00:00,20.110,14.3992,9.88,97.300,72.3492,22.170,0.929321,0.200,22.470,5.804,0.000,18,29,491,900,4
HU004,2016-03-28 00:00:00,19.810,12.553,5.698,89.700,69.0608,40.300,0.912099,0.000,15.630,4.12683,0.000,111,23,403,900,4
HU004,2016-03-29 00:00:00,23.310,15.1541,6.847,93.200,66.0921,35.130,0.986584,0.000,14.890,3.51921,0.000,371,261,282,523,4
HU004,2016-03-30 00:00:00,20.380,13.1917,7.722,99.100,78.6887,47.730,0.888942,0.200,24.450,6.14704,0.000,196,316,794,135,4
HU004,2016-03-31 00:00:00,17.790,11.7021,5.224,88.900,54.8658,29.520,0.9775,0.000,27.130,10.4248,0.882,119,0,25,1291,4
HU004,2016-04-01 00:00:00,20.780,12.8519,5.698,68.590,49.6238,21.950,1.0198,0.000,28.220,4.98212,0.000,346,152,282,658,4
HU004,2016-04-02 00:00:00,18.930,12.3315,5.394,88.300,62.4858,36.070,0.778557,0.000,19.120,4.92233,0.000,409,366,519,145,4
HU004,2016-04-03 00:00:00,17.950,12.0187,6.341,97.900,82.3958,60.140,0.437189,3.000,21.060,5.69325,0.000,84,493,677,183,4
HU004,2016-04-04 00:00:00,13.970,12.3954,9.37,97.900,93.2,81.400,0.15338,18.800,29.990,11.7481,0.000,0,23,1091,325,4
HU004,2016-04-05 00:00:00,19.980,13.1363,7.113,91.800,68.0121,41.640,1.03082,0.000,25.330,8.51554,1.200,64,0,108,1268,4
HU004,2016-04-06 00:00:00,23.520,15.5225,9.45,81.700,58.0967,34.420,1.05378,0.000,19.720,5.76596,0.000,653,162,185,438,4
HU004,2016-04-07 00:00:00,25.030,16.9475,8.16,85.000,53.0279,29.230,1.04606,0.000,17.150,3.63133,0.000,364,240,363,471,4
HU004,2016-04-08 00:00:00,21.190,15.5587,9.85,88.700,52.0833,22.690,1.02322,0.000,24.730,6.98129,0.000,409,2,36,989,4
HU004,2016-04-09 00:00:00,21.700,14.0364,6.545,84.100,59.0925,29.200,1.04914,0.000,20.820,5.60879,0.000,57,48,455,882,4
HU004,2016-04-10 00:00:00,17.140,13.2375,10.19,90.300,72.5892,50.690,0.750194,0.200,31.610,9.45896,0.000,0,6,990,441,4
HU004,2016-04-11 00:00:00,16.640,12.1208,8.7,98.600,86.1608,64.160,0.627378,3.200,28.510,7.37004,0.000,172,394,805,70,3
HU004,2016-04-12 00:00:00,16.230,12.8179,10.59,97.000,87.8612,69.280,0.578447,14.800,28.510,7.66379,0.000,2,349,1024,63,3
HU004,2016-04-13 00:00:00,18.860,13.6721,10.19,97.700,83.6425,57.990,0.868707,4.400,22.400,5.31388,0.000,40,392,896,109,4
HU004,2016-04-14 00:00:00,19.700,14.1167,10.76,99.500,82.4992,51.020,0.915525,0.200,17.850,4.12442,0.000,149,693,486,112,4
HU004,2016-04-15 00:00:00,18.120,14.0958,10.36,99.500,90.3554,73.730,0.534405,0.600,26.320,8.00792,0.000,9,406,911,112,4
HU004,2016-04-16 00:00:00,16.910,14.6525,13.56,97.900,92.8125,85.300,0.331728,3.400,30.060,11.1289,1.658,0,67,1359,11,3
HU004,2016-04-17 00:00:00,19.530,14.3342,10.52,99.100,77.9471,44.970,0.906007,0.000,17.180,3.47675,0.000,88,17,562,769,4
HU004,2016-04-18 00:00:00,24.500,16.4646,9.72,86.300,68.865,49.940,0.890339,0.000,24.590,7.04138,0.000,538,498,307,95,4
HU004,2016-04-19 00:00:00,16.910,14.1433,11.37,97.600,86.1758,75.030,0.310332,17.000,24.480,5.3075,0.000,206,785,396,51,4
HU004,2016-04-20 00:00:00,16.230,12.1088,9.61,98.900,88.7583,64.990,0.586834,18.000,27.910,5.52013,0.000,90,546,565,238,4
HU004,2016-04-21 00:00:00,18.930,13.1837,7.417,98.600,82.905,59.600,0.604,0.200,12.450,3.679,0.000,579,447,98,320,4
HU004,2016-04-22 00:00:00,21.560,16.3725,12.48,86.400,67.5633,47.760,0.868182,0.200,14.710,3.39842,0.000,264,151,338,683,4
HU004,2016-04-23 00:00:00,20.210,16.3738,13.26,96.000,78.6975,64.470,0.641931,0.000,17.850,3.50008,0.000,55,143,372,867,4
HU004,2016-04-24 00:00:00,24.600,17.8192,10.39,97.100,67.3783,43.030,0.984136,0.000,17.290,4.39725,0.000,412,242,151,632,4
HU004,2016-04-25 00:00:00,25.510,19.4529,12.65,73.050,50.0862,30.560,1.1314,0.000,24.410,4.64971,0.000,935,115,24,370,4
HU004,2016-04-26 00:00:00,25.270,18.0342,10.39,91.700,66.7338,41.190,1.13206,0.000,17.150,3.86317,0.000,163,230,631,417,4
HU004,2016-04-27 00:00:00,22.550,16.7458,10.63,86.400,65.5067,31.500,0.864765,0.000,16.580,5.04075,0.000,10,1,409,1010,4
HU004,2016-04-28 00:00:00,22.940,16.4867,10.93,92.400,72.7958,43.650,1.05577,0.000,21.240,4.91008,0.000,42,42,428,930,4
HU004,2016-04-29 00:00:00,22.380,17.2063,11.37,93.400,76.0863,54.650,0.619164,0.000,13.510,2.756,0.000,291,310,323,514,4
HU004,2016-04-30 00:00:00,25.650,18.3517,12.48,97.700,75.9796,44.850,0.919987,1.600,15.730,3.30662,0.000,114,192,361,767,4
HU004,2016-05-01 00:00:00,27.060,20.1904,14.78,46.330,31.9112,19.360,1.1765,0.000,37.040,9.16283,0.000,1197,81,2,157,4
HU004,2016-05-02 00:00:00,26.290,19.0217,11.98,41.090,29.2117,9.770,1.19502,0.000,32.600,10.417,0.000,1262,152,10,9,1
HU004,2016-05-03 00:00:00,30.640,21.3683,11.54,56.700,30.2958,10.350,1.20065,0.000,30.620,9.24817,0.000,1032,352,19,37,2
HU004,2016-05-04 00:00:00,27.980,20.5287,16.47,61.130,31.4321,18.470,0.68864,0.000,22.050,5.27479,0.000,839,234,306,58,4
HU004,2016-05-05 00:00:00,22.000,16.4442,13.8,96.000,79.2979,53.640,0.327745,16.800,26.460,5.19663,0.000,575,361,304,200,4
HU004,2016-05-06 00:00:00,18.090,14.9479,13.29,98.800,92.45,81.800,0.35066,6.000,20.710,4.98271,0.000,0,374,758,306,4
HU004,2016-05-07 00:00:00,18.060,14.1221,10.25,97.100,84.1967,62.230,0.562002,8.200,28.440,7.27858,0.000,6,326,703,405,4
HU004,2016-05-08 00:00:00,17.680,14.0204,11.26,98.700,90.0692,71.230,0.476944,29.600,37.110,11.0063,0.000,0,422,1012,5,3
HU004,2016-05-09 00:00:00,18.840,14.0554,11.6,97.200,84.7517,60.500,0.746148,4.000,30.130,9.02092,0.000,57,506,853,22,3
HU004,2016-05-10 00:00:00,15.960,12.2988,10.52,98.800,91.31,73.670,0.354287,30.100,28.400,7.68546,0.000,57,741,630,9,3
HU004,2016-05-11 00:00:00,14.470,11.5633,9.34,97.700,93.8875,87.900,0.336664,20.800,24.550,6.58492,0.000,160,802,337,138,4
HU004,2016-05-12 00:00:00,17.880,12.6158,9.95,97.200,88.2729,61.250,0.593475,3.200,27.770,4.78321,0.000,17,66,902,454,4
HU004,2016-05-13 00:00:00,18.990,13.2267,8.36,97.600,81.7167,57.500,0.895434,1.200,19.190,5.67462,0.282,17,0,181,1239,4
HU004,2016-05-14 00:00:00,21.760,15.0158,8.6,96.700,76.6233,52.680,1.1607,0.000,20.390,4.96446,0.000,21,2,399,1015,4
HU004,2016-05-15 00:00:00,25.100,17.5096,9.88,95.400,71.6208,45.060,1.1729,0.000,13.580,2.75096,0.000,106,136,321,879,4
HU004,2016-05-16 00:00:00,28.030,21.1733,12.95,83.900,55.9096,28.990,1.18024,0.000,14.570,3.45225,0.000,605,237,98,493,4
HU004,2016-05-17 00:00:00,29.280,21.5292,14.31,86.600,60.4342,28.790,1.13554,0.000,16.480,3.39613,0.000,561,283,156,436,4
HU004,2016-05-18 00:00:00,26.450,20.5317,13.97,93.800,63.7504,36.650,1.16778,0.000,19.190,3.95171,0.000,102,216,523,595,4
HU004,2016-05-19 00:00:00,29.380,20.5975,11.85,94.400,64.6371,35.160,1.20098,0.000,15.380,3.06825,0.000,156,118,332,831,4
HU004,2016-05-20 00:00:00,30.940,23.4213,16.31,79.120,53.8554,31.430,1.19469,0.000,18.910,3.92025,0.000,326,227,433,451,4
HU004,2016-05-21 00:00:00,28.980,21.1313,15.26,90.300,67.7708,36.870,1.19167,0.000,23.210,5.70571,0.000,248,270,626,292,4
HU004,2016-05-22 00:00:00,26.790,19.4308,13.16,93.400,65.8254,32.750,1.0725,0.000,17.220,4.69429,0.000,64,0,129,1245,4
HU004,2016-05-23 00:00:00,29.820,21.0167,11.81,73.350,47.0283,21.410,1.18103,0.000,20.110,3.95388,0.000,423,208,428,383,4
HU004,2016-05-24 00:00:00,25.450,19.3458,14.34,93.500,70.1275,44.240,1.11463,0.000,20.000,5.52379,0.000,56,97,940,346,4
HU004,2016-05-25 00:00:00,24.400,17.8429,12.32,93.500,68.1592,39.280,1.1654,0.000,19.020,3.90304,0.000,59,86,463,827,4
HU004,2016-05-26 00:00:00,23.460,17.6746,12.56,90.100,66.2537,40.000,1.00967,0.000,18.590,4.73408,0.000,8,37,578,813,4
HU004,2016-05-27 00:00:00,24.430,18.0113,10.97,92.200,68.1417,44.880,1.15609,0.000,21.980,4.89546,0.000,41,79,835,486,4
HU004,2016-05-28 00:00:00,21.670,16.51,11.54,97.500,82.5017,54.290,0.928257,0.000,32.490,7.82425,0.000,103,409,767,157,4
HU004,2016-05-29 00:00:00,22.340,16.4533,10.23,95.200,72.6179,46.740,1.05886,0.000,21.270,4.69175,0.000,39,4,598,797,4
HU004,2016-05-30 00:00:00,26.720,18.8038,10.19,90.800,58.1696,31.090,1.16666,0.000,15.420,3.45475,0.000,236,93,137,974,4
HU004,2016-05-31 00:00:00,29.550,21.0104,12.35,80.300,49.2054,21.930,1.26726,0.000,17.460,3.53388,0.000,371,185,76,807,4
HU004,2016-06-01 00:00:00,31.680,24.2008,15.46,58.340,36.1721,15.520,1.26049,0.000,19.300,4.48554,0.000,705,323,166,245,4
HU004,2016-06-02 00:00:00,30.370,22.7379,14.31,72.940,47.8733,27.790,1.12366,0.000,18.560,3.87712,0.000,345,214,469,411,4
HU004,2016-06-03 00:00:00,25.960,19.3825,14.78,99.300,72.1104,48.400,1.16922,0.000,20.390,4.76537,0.000,49,356,787,246,4
HU004,2016-06-04 00:00:00,25.150,18.6429,11.41,94.200,69.2712,42.920,1.23861,0.000,21.100,5.48971,0.000,51,4,400,984,4
HU004,2016-06-05 00:00:00,29.320,21.5471,13.63,94.000,63.3779,33.290,1.21922,0.000,18.950,3.46329,0.000,103,139,342,855,4
HU004,2016-06-06 00:00:00,32.090,23.3829,14.38,85.200,53.4342,25.830,1.23378,0.000,27.770,3.41213,0.000,194,262,333,654,4
HU004,2016-06-07 00:00:00,35.820,26.3679,16.6,74.520,44.6975,19.540,1.23558,0.000,22.610,4.52037,0.000,495,251,235,457,4
HU004,2016-06-08 00:00:00,37.270,27.4292,18.73,58.770,38.2075,18.720,1.1819,0.000,16.690,2.94746,0.000,240,154,306,741,4
HU004,2016-06-09 00:00:00,35.900,27.0904,17.79,65.490,44.2321,27.460,1.1507,0.000,20.000,4.45171,0.000,237,297,440,466,4
HU004,2016-06-10 00:00:00,30.540,23.6425,16.53,78.410,51.0267,27.330,1.14341,0.000,21.630,5.67504,0.353,45,0,100,1294,4
HU004,2016-06-11 00:00:00,32.120,23.1946,13.67,78.930,47.3888,19.040,1.26862,0.000,16.370,5.08392,0.000,74,22,193,1153,4
HU004,2016-06-12 00:00:00,34.620,25.9312,15.66,73.210,43.4642,23.030,1.24646,0.000,20.040,4.15613,0.000,76,65,336,964,4
HU004,2016-06-13 00:00:00,34.960,27.5304,20.02,76.960,48.2563,29.620,1.24643,0.000,21.490,6.33737,0.000,78,5,98,1256,4
HU004,2016-06-14 00:00:00,32.800,24.8833,17.18,72.970,49.0579,24.700,1.25413,0.000,20.670,5.70887,0.000,23,7,180,1227,4
HU004,2016-06-15 00:00:00,23.860,20.2013,16.13,82.500,59.3121,34.380,0.978712,0.000,25.720,7.68108,0.000,17,2,416,1005,4
HU004,2016-06-16 00:00:00,23.870,18.0375,11.51,90.600,62.5213,38.070,0.922094,0.000,23.670,5.67692,0.000,17,6,487,922,4
HU004,2016-06-17 00:00:00,28.100,19.7125,11.27,82.800,52.8758,28.110,1.22656,0.000,19.720,3.91237,0.000,198,97,367,774,4
HU004,2016-06-18 00:00:00,32.290,22.7858,13.23,73.700,44.2725,22.270,1.25948,0.000,20.320,3.26283,0.000,297,192,327,620,4
HU004,2016-06-19 00:00:00,33.240,25.7733,18.4,53.710,33.0333,19.250,1.25323,0.000,18.800,4.84513,0.000,465,273,278,421,4
HU004,2016-06-20 00:00:00,36.430,25.2079,14.27,81.100,44.1425,17.560,1.25157,0.000,22.580,4.76663,0.000,437,361,361,280,4
HU004,2016-06-21 00:00:00,36.040,26.3529,16.74,73.320,40.7417,13.450,1.26373,0.000,23.990,5.31663,0.000,583,228,176,449,4
HU004,2016-06-22 00:00:00,35.260,25.9254,17.08,80.400,37.4033,19.000,1.25422,0.000,23.570,6.22404,0.000,354,435,310,340,4
HU004,2016-06-23 00:00:00,33.270,24.4075,15.59,85.700,58.4875,30.160,1.21678,0.000,16.480,3.30654,0.000,105,154,431,748,4
HU004,2016-06-24 00:00:00,34.310,25.4592,16.14,81.300,51.2892,28.440,1.23162,0.000,20.780,3.88433,0.000,112,139,573,615,4
HU004,2016-06-25 00:00:00,32.330,23.6796,16.26,82.800,54.0575,20.650,1.28476,0.000,21.130,5.11696,0.000,10,112,622,693,4
HU004,2016-06-26 00:00:00,27.510,21.2662,16.26,99.500,78.0704,54.170,1.00006,0.000,16.970,5.38121,0.000,64,855,499,18,3
HU004,2016-06-27 00:00:00,36.300,24.7508,14.61,98.700,61.0067,23.620,1.24538,0.000,20.890,4.26646,0.000,336,430,362,309,4
HU004,2016-06-28 00:00:00,37.550,26.7775,20.87,77.860,56.4267,27.320,1.02481,0.000,23.990,5.08304,0.000,308,147,551,431,4
HU004,2016-06-29 00:00:00,32.190,24.9783,18.56,86.000,63.4825,38.290,1.17757,0.000,22.400,5.23917,0.000,27,83,840,485,4
HU004,2016-06-30 00:00:00,33.710,24.2483,15.52,97.500,61.74,26.680,1.23004,0.000,20.250,3.8585,0.000,155,325,534,423,4
HU004,2016-07-01 00:00:00,33.910,24.9533,16.54,80.600,48.7646,22.510,1.28202,0.000,19.260,4.24558,0.000,20,22,460,938,4
HU004,2016-07-02 00:00:00,37.980,28.1921,17.11,78.290,43.98,18.300,1.19982,0.000,18.420,3.12467,0.000,305,361,130,643,4
HU004,2016-07-03 00:00:00,37.120,28.2454,22.79,71.800,47.8354,21.650,1.17478,0.000,24.310,6.75721,0.000,160,218,574,486,4
