cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
CO005,2016-01-01 00:00:00,17.230,14.4,13.48,94.500,91.0083,80.000,0.133506,3.600,13.240,3.57292,0.000,910,415,13,77,2
CO005,2016-01-02 00:00:00,16.770,13.1458,11.15,94.200,80.0675,54.190,0.319729,2.000,12.750,2.16708,0.000,451,499,401,70,3
CO005,2016-01-03 00:00:00,14.960,12.3408,10.55,94.700,92.0833,80.700,0.077016,4.000,13.720,3.30667,0.000,744,543,53,83,2
CO005,2016-01-04 00:00:00,16.570,14.8096,13.75,94.700,89.7958,78.500,0.135472,3.600,20.360,8.52208,0.000,777,590,19,32,2
CO005,2016-01-05 00:00:00,14.020,10.2708,4.86,94.300,83.1283,54.140,0.355866,20.400,16.480,4.60375,0.000,473,776,141,34,2
CO005,2016-01-06 00:00:00,12.220,7.34042,2.98,94.300,87.85,73.100,0.354365,0.200,9.830,3.02833,0.000,799,544,26,49,2
CO005,2016-01-07 00:00:00,14.820,11.7346,9.41,93.800,90.5458,84.800,0.10631,0.200,10.000,3.165,0.000,950,377,19,71,2
CO005,2016-01-08 00:00:00,16.030,13.4142,10.34,88.600,80.8425,64.890,0.295614,0.000,12.750,3.45042,0.000,960,378,13,68,2
CO005,2016-01-09 00:00:00,15.160,12.5712,9.67,94.700,84.6787,68.860,0.301627,13.800,14.530,4.6675,0.000,900,468,15,41,2
CO005,2016-01-10 00:00:00,16.300,12.6708,9.61,90.700,80.4846,69.030,0.239628,0.000,15.990,5.70458,0.000,924,391,27,80,1
CO005,2016-01-11 00:00:00,14.900,12.1942,10.81,94.600,89.5125,77.600,0.0644055,9.200,19.550,5.23208,0.000,865,427,61,61,2
CO005,2016-01-12 00:00:00,14.370,9.97042,7.2,94.600,84.2446,57.370,0.39058,0.200,5.780,1.61917,0.000,60,256,648,460,4
CO005,2016-01-13 00:00:00,15.240,9.47,5.66,86.600,75.2975,60.770,0.439233,0.000,8.380,3.19833,0.000,44,40,393,934,4
CO005,2016-01-14 00:00:00,14.420,10.0796,6.4,85.100,76.3508,64.630,0.259784,0.000,4.970,1.11292,0.000,135,164,501,613,4
CO005,2016-01-15 00:00:00,16.370,11.0917,7.15,94.500,81.8533,63.450,0.237288,1.400,10.640,2.40375,0.000,323,613,254,233,4
CO005,2016-01-16 00:00:00,11.890,6.88583,2.18,80.100,64.1275,44.670,0.494319,0.000,14.210,4.30417,0.000,103,89,376,844,4
CO005,2016-01-17 00:00:00,11.900,6.59917,2.79,71.400,65.3738,56.500,0.414919,0.000,8.210,2.91083,0.000,37,140,561,684,4
CO005,2016-01-18 00:00:00,14.830,9.06083,5.13,88.800,74.7488,57.140,0.414894,0.000,7.890,1.54875,0.000,352,506,449,117,4
CO005,2016-01-19 00:00:00,12.420,8.42292,6.54,94.100,87.955,68.120,0.274491,0.000,4.650,1.105,0.000,353,332,471,260,4
CO005,2016-01-20 00:00:00,12.630,8.84583,6.6,92.500,88.7708,78.500,0.170396,1.000,7.240,1.81625,0.000,214,166,340,694,4
CO005,2016-01-21 00:00:00,14.290,10.3804,7.35,94.100,87.9292,77.000,0.285927,0.000,6.910,1.76042,0.000,13,31,578,804,4
CO005,2016-01-22 00:00:00,17.760,13.7292,10.88,87.900,78.74,66.140,0.435713,0.000,8.860,2.505,0.000,32,88,487,811,4
CO005,2016-01-23 00:00:00,20.910,13.9038,9.49,89.900,75.045,55.260,0.450438,0.000,7.400,1.965,0.000,119,80,552,661,4
CO005,2016-01-24 00:00:00,22.380,14.4475,9.69,87.600,68.7917,42.760,0.461908,0.000,7.080,1.60042,0.000,254,74,177,910,4
CO005,2016-01-25 00:00:00,18.900,12.9867,9.42,85.400,74.2446,56.950,0.403341,0.000,5.780,1.4775,0.000,335,233,312,540,4
CO005,2016-01-26 00:00:00,16.900,11.6454,8.62,93.900,82.6887,57.980,0.398236,3.000,7.080,1.47542,0.000,359,356,480,223,4
CO005,2016-01-27 00:00:00,16.700,10.2408,5.46,92.000,78.7775,52.050,0.479958,0.000,6.100,1.39375,0.000,35,97,769,521,4
CO005,2016-01-28 00:00:00,12.960,9.5075,6.34,88.800,82.5583,73.400,0.219459,0.200,5.940,1.43708,0.000,99,68,632,630,4
CO005,2016-01-29 00:00:00,13.360,9.39958,5.66,93.000,85.9625,73.000,0.277455,2.200,7.570,1.75708,0.000,29,70,684,643,4
CO005,2016-01-30 00:00:00,15.560,9.30042,4.26,93.700,84.9592,63.860,0.439704,0.200,6.100,1.52833,0.000,156,90,658,522,4
CO005,2016-01-31 00:00:00,15.090,9.73958,5.6,94.000,81.3113,58.570,0.487795,0.200,8.540,2.39792,0.000,46,99,788,487,4
CO005,2016-02-01 00:00:00,21.240,13.2179,7.35,87.800,73.6108,48.580,0.532648,0.000,9.350,2.77292,0.000,46,90,732,552,4
CO005,2016-02-02 00:00:00,21.380,13.7112,8.41,87.300,68.0346,42.990,0.531249,0.000,7.570,1.45167,0.000,165,269,487,495,4
CO005,2016-02-03 00:00:00,17.370,11.5342,7.62,91.700,75.6396,53.890,0.348843,0.000,9.510,2.97458,0.000,53,150,630,580,4
CO005,2016-02-04 00:00:00,17.370,11.4758,7.35,75.000,59.1421,48.720,0.51789,0.000,9.020,3.05,0.000,62,174,560,625,4
CO005,2016-02-05 00:00:00,17.830,11.6608,7.34,80.700,66.3654,49.770,0.442889,0.000,6.100,1.54542,0.000,67,36,375,933,4
CO005,2016-02-06 00:00:00,18.570,12.8346,8.15,85.100,73.4387,56.970,0.321086,0.000,18.100,3.75792,0.000,489,284,75,572,4
CO005,2016-02-07 00:00:00,16.170,12.3142,8.08,93.400,72.5975,48.270,0.497937,2.800,17.770,4.12333,0.000,312,672,401,39,3
CO005,2016-02-08 00:00:00,14.690,10.2363,6.4,92.500,78.8671,59.480,0.350953,0.000,6.430,0.977917,0.000,315,416,363,303,4
CO005,2016-02-09 00:00:00,15.430,11.6671,8.75,92.400,80.67,61.560,0.252345,0.600,13.560,3.6825,0.000,699,454,92,169,4
CO005,2016-02-10 00:00:00,15.020,13.5208,12.36,93.800,87.675,76.400,0.119495,0.600,13.880,6.12833,0.000,701,682,22,17,2
CO005,2016-02-11 00:00:00,17.160,14.6137,13.36,94.700,90.2542,80.000,0.212463,3.400,15.670,6.11833,0.000,698,689,20,16,2
CO005,2016-02-12 00:00:00,14.690,12.975,10.68,94.800,92.0667,84.300,0.069714,2.000,18.740,6.86208,0.000,758,618,17,33,2
CO005,2016-02-13 00:00:00,15.030,13.8812,13.23,94.600,91.9917,84.200,0.146976,3.200,19.880,8.01333,0.000,714,674,17,17,2
CO005,2016-02-14 00:00:00,13.630,10.4008,5.33,94.600,81.2696,60.920,0.328344,7.000,20.360,7.68167,0.000,468,826,102,22,2
CO005,2016-02-15 00:00:00,13.300,7.9075,3.25,88.300,67.7054,49.340,0.512586,0.000,12.260,4.64125,0.000,367,563,433,59,3
CO005,2016-02-16 00:00:00,10.950,5.83375,1.05,68.230,54.57,36.510,0.724504,0.000,14.860,4.125,0.000,41,132,687,555,4
CO005,2016-02-17 00:00:00,12.560,5.67958,-0.75,81.000,60.4867,33.520,0.701296,0.000,11.620,2.63833,0.000,470,408,329,205,4
CO005,2016-02-18 00:00:00,9.950,7.39708,5.66,94.400,88.26,69.440,0.181045,7.600,6.270,2,0.000,254,170,444,550,4
CO005,2016-02-19 00:00:00,15.170,9.06875,5.6,88.900,78.1183,59.930,0.313105,0.000,8.210,2.97167,0.000,65,181,671,499,4
CO005,2016-02-20 00:00:00,18.110,11.1133,5.74,81.300,64.2396,41.640,0.717465,0.000,16.800,4.71458,0.000,56,99,452,807,4
CO005,2016-02-21 00:00:00,20.640,13.1613,8.62,58.760,51.4517,31.540,0.600153,0.000,8.210,2.27,0.000,169,158,465,633,4
CO005,2016-02-22 00:00:00,20.570,13.0004,8.42,90.000,62.1842,38.920,0.696357,0.000,8.700,2.385,0.000,223,320,438,440,4
CO005,2016-02-23 00:00:00,18.760,12.5146,8.95,92.700,76.1117,46.550,0.60709,0.000,8.210,2.01417,0.000,647,612,101,55,3
CO005,2016-02-24 00:00:00,13.360,9.30583,5.4,93.500,83.3646,66.460,0.317717,7.800,11.290,2.82042,0.000,538,414,439,30,3
CO005,2016-02-25 00:00:00,14.890,10.825,7.81,94.500,80.9617,59.980,0.497273,0.000,10.970,4.00792,0.000,698,685,24,18,2
CO005,2016-02-26 00:00:00,12.160,8.94,5.53,94.100,86.6917,70.500,0.242171,10.000,21.980,4.4175,0.000,744,591,24,58,2
CO005,2016-02-27 00:00:00,11.020,6.1225,3.72,91.400,77.1383,54.530,0.433876,0.400,15.340,5.75042,0.000,527,780,92,23,2
CO005,2016-02-28 00:00:00,14.840,7.50792,1.59,91.600,73.9408,52.480,0.544551,0.000,9.510,3.2625,0.000,505,747,161,12,2
CO005,2016-02-29 00:00:00,17.220,10.7846,4.46,90.600,65.5563,34.910,0.791706,0.000,7.240,2.13958,0.000,85,408,631,294,4
CO005,2016-03-01 00:00:00,19.300,11.1062,4.87,70.800,52.9679,29.030,0.872037,0.000,9.020,2.345,0.000,103,171,785,361,4
CO005,2016-03-02 00:00:00,20.300,12.1937,4.53,75.200,56.8425,38.160,0.878731,0.000,11.940,2.465,0.000,429,530,317,146,4
CO005,2016-03-03 00:00:00,13.640,7.51083,5.13,93.100,87.4083,74.000,0.479223,0.000,5.780,1.10917,0.000,200,246,190,70,3
CO005,2016-03-07 00:00:00,14.500,7.45708,2.45,93.000,70.0571,39.700,0.545634,3.400,14.050,4.15792,0.000,338,624,300,151,4
CO005,2016-03-08 00:00:00,15.890,8.64292,2.39,88.600,61.7283,33.280,0.839527,0.000,11.290,2.08083,0.000,22,78,883,435,4
CO005,2016-03-09 00:00:00,15.830,9.81625,3.46,82.300,60.0158,40.520,0.574347,0.000,11.130,2.89625,0.000,367,533,414,108,4
CO005,2016-03-10 00:00:00,16.820,10.9162,4.13,88.000,56.0838,28.360,0.891984,0.000,17.120,4.04042,0.000,57,452,753,159,3
CO005,2016-03-11 00:00:00,16.220,10.3763,5.27,63.200,46.9875,31.640,0.974469,0.000,13.070,2.67083,0.000,20,111,842,450,4
CO005,2016-03-12 00:00:00,18.540,11.1642,3.33,69.550,47.3108,27.470,0.979623,0.000,8.380,1.95958,0.000,34,193,717,480,4
CO005,2016-03-13 00:00:00,20.300,12.3075,5.2,67.330,46.81,24.890,0.975327,0.000,7.570,1.84292,0.000,240,421,477,283,4
CO005,2016-03-14 00:00:00,20.310,12.4242,6.14,80.200,59.6704,35.810,0.93389,0.000,10.970,3.37875,0.000,741,550,27,97,4
CO005,2016-03-15 00:00:00,18.430,11.9121,7.08,92.100,69.9304,40.890,0.694686,0.400,10.320,3.32875,0.000,577,781,39,28,2
CO005,2016-03-16 00:00:00,18.430,12.8296,9.47,94.600,77.1367,48.090,0.724143,7.200,10.160,2.97958,0.000,465,744,144,71,3
CO005,2016-03-17 00:00:00,19.370,12.1579,6.94,92.900,73.3279,45.700,0.851174,0.200,9.510,2.31667,0.000,435,647,263,73,4
CO005,2016-03-18 00:00:00,19.100,12.8492,8.22,88.200,69.1787,40.090,0.63134,0.000,9.190,2.73208,0.000,491,605,251,75,4
CO005,2016-03-19 00:00:00,17.430,12.3375,9.22,94.500,78.0812,50.610,0.680793,7.000,13.240,4.13167,0.000,718,671,19,17,2
CO005,2016-03-20 00:00:00,16.100,10.5992,7.48,89.900,81.5208,56.970,0.530666,3.000,12.260,1.44083,0.000,389,150,278,587,4
CO005,2016-03-21 00:00:00,16.160,10.4879,7.55,94.100,80.9813,52.640,0.59304,5.800,12.430,2.50917,0.000,395,250,303,471,4
CO005,2016-03-22 00:00:00,16.020,9.94833,6,93.400,82.6379,54.850,0.641847,0.600,8.540,2.29417,0.000,426,665,290,42,3
CO005,2016-03-23 00:00:00,16.160,10.8513,8.15,93.800,78.9062,53.110,0.474423,0.000,9.020,2.69125,0.000,503,669,232,21,3
CO005,2016-03-24 00:00:00,19.610,12.2054,6.07,92.000,63.7679,34.190,1.02471,0.000,9.510,2.38333,0.000,44,293,760,325,4
CO005,2016-03-25 00:00:00,20.890,13.4196,7.08,90.200,68.9779,38.580,0.945596,0.000,11.130,3.39125,0.000,440,671,275,40,4
CO005,2016-03-26 00:00:00,18.760,13.1358,9.74,90.700,77.0342,56.600,0.736275,0.000,11.290,3.90083,0.000,698,659,36,30,2
CO005,2016-03-27 00:00:00,20.030,14.6458,10.28,94.300,71.0667,41.640,0.843849,1.000,10.320,3.93583,0.000,617,678,108,20,3
CO005,2016-03-28 00:00:00,20.350,12.8,6.54,93.300,64.4425,27.320,0.886779,0.000,8.540,2.01917,0.000,358,537,425,100,4
CO005,2016-03-29 00:00:00,24.820,15.53,8.15,87.000,56.9038,26.080,1.09064,0.000,8.380,2.0175,0.000,202,209,609,407,4
CO005,2016-03-30 00:00:00,25.760,17.1646,9.82,79.900,50.2429,23.730,1.04124,0.000,13.400,3.64167,0.000,424,402,304,290,4
CO005,2016-03-31 00:00:00,15.160,11.6058,7.08,85.700,59.2392,41.050,0.779109,0.000,12.100,4.4275,0.000,207,719,455,38,3
CO005,2016-04-01 00:00:00,18.820,12.1825,5.66,69.740,42.7796,21.740,1.14099,0.000,10.160,2.96417,0.000,28,199,885,306,4
CO005,2016-04-02 00:00:00,21.290,13.3917,5.74,76.300,50.8592,24.570,1.05318,0.000,11.780,3.09542,0.000,384,469,373,195,4
CO005,2016-04-03 00:00:00,17.420,12.7637,8.62,88.600,72.2846,50.470,0.680523,0.000,12.910,4.33458,0.000,653,727,14,26,2
CO005,2016-04-04 00:00:00,13.500,11.3783,8.88,94.800,90.4292,75.100,0.071457,43.400,19.550,6.60167,0.000,853,519,8,39,2
CO005,2016-04-05 00:00:00,19.630,12.7713,7.41,94.500,70.8425,40.950,0.901913,0.000,9.350,4.16208,0.000,264,716,412,40,3
CO005,2016-04-06 00:00:00,22.150,15.2521,8.22,73.300,58.5787,40.660,1.14801,0.000,10.000,3.27375,0.000,41,292,679,407,4
CO005,2016-04-07 00:00:00,24.620,16.8083,9.29,88.100,60.4421,32.370,1.12625,0.000,7.730,2.12583,0.000,130,615,412,265,4
CO005,2016-04-08 00:00:00,19.760,14.4692,9.76,83.500,48.1033,22.050,1.10693,0.000,14.370,3.79708,0.000,87,436,620,275,4
CO005,2016-04-09 00:00:00,21.220,13.705,5.87,73.000,49.9946,31.120,1.159,0.000,9.830,2.79125,0.000,488,652,231,50,3
CO005,2016-04-10 00:00:00,16.760,11.6792,8.82,90.600,76.3379,55.600,0.461403,1.200,15.670,4.65875,0.000,822,526,37,38,3
CO005,2016-04-11 00:00:00,16.640,11.6521,8.82,94.000,84.2667,62.970,0.459615,6.000,15.670,4.095,0.000,915,406,7,90,2
CO005,2016-04-12 00:00:00,15.090,12.0587,9.95,92.900,84.6462,69.910,0.362766,5.800,14.210,4.00125,0.000,884,388,19,120,2
CO005,2016-04-13 00:00:00,18.360,13.1092,9.76,94.500,81.905,58.330,0.575122,7.000,10.640,2.91375,0.000,759,544,56,59,3
CO005,2016-04-14 00:00:00,22.160,15.4017,9.02,91.700,69.6104,46.050,1.10171,0.000,9.190,2.44375,0.000,320,441,417,244,4
CO005,2016-04-15 00:00:00,20.900,14.8325,9.96,93.000,73.73,49.350,0.806845,0.000,16.640,4.33458,0.000,615,685,82,42,3
CO005,2016-04-16 00:00:00,20.840,15.4554,12.83,94.600,84.6538,58.970,0.62526,4.000,19.070,6.08,0.000,898,457,9,58,2
CO005,2016-04-17 00:00:00,20.420,15.6454,12.69,95.000,77.3512,49.050,0.687762,5.200,9.190,2.91458,0.000,575,626,199,25,3
CO005,2016-04-18 00:00:00,26.230,18.0508,10.56,83.700,61.9342,39.270,1.0528,0.000,11.130,3.17917,0.000,473,167,369,412,4
CO005,2016-04-19 00:00:00,18.760,14.1071,12.89,94.600,87.9992,66.180,0.0832371,14.400,7.240,2.38458,0.000,299,384,189,546,4
CO005,2016-04-20 00:00:00,18.170,12.7517,9.95,93.300,86.8533,61.930,0.59771,9.000,17.290,3.19167,0.000,679,399,148,190,4
CO005,2016-04-21 00:00:00,20.490,14.4796,8.68,91.000,68.8433,42.180,0.901402,0.000,5.620,1.56542,0.000,155,302,607,354,4
CO005,2016-04-22 00:00:00,21.690,16.6896,12.69,86.200,64.9229,45.120,0.875997,0.000,8.540,2.06792,0.000,252,559,447,159,4
CO005,2016-04-23 00:00:00,22.360,17.0063,12.76,84.400,70.2767,51.760,0.833346,0.000,10.480,2.2725,0.000,210,456,431,326,4
CO005,2016-04-24 00:00:00,24.820,18.2033,11.89,92.400,61.0004,29.690,1.20049,0.000,10.640,3.17667,0.000,25,120,774,499,4
CO005,2016-04-25 00:00:00,26.020,18.6142,11.02,71.000,47.1812,24.960,1.26027,0.000,10.320,2.90708,0.000,94,279,578,474,4
CO005,2016-04-26 00:00:00,26.420,19.1617,12.16,70.200,51.6479,30.590,1.2323,0.000,8.540,2.40375,0.000,452,493,209,260,4
CO005,2016-04-27 00:00:00,24.700,18.1733,13.1,75.600,55.685,28.790,0.965311,0.000,14.210,3.77083,0.000,721,623,34,46,2
CO005,2016-04-28 00:00:00,23.760,17.6083,12.09,83.000,64.2183,39.370,1.06066,0.000,9.350,3.08917,0.000,639,719,43,23,2
CO005,2016-04-29 00:00:00,22.300,17.4192,12.83,82.100,66.1188,46.210,0.609556,0.000,9.670,2.7225,0.000,691,139,206,379,4
CO005,2016-04-30 00:00:00,26.610,19.7492,14.29,82.800,57.0962,30.510,1.13303,0.000,7.400,2.26875,0.000,428,307,393,283,4
CO005,2016-05-01 00:00:00,23.960,18.1887,12.16,54.770,33.7662,14.980,1.2887,0.000,15.830,6.17042,0.000,51,74,467,827,4
CO005,2016-05-02 00:00:00,25.820,17.9071,10.09,48.370,28.7054,12.430,1.32017,0.000,12.430,4.30875,0.000,91,38,362,924,4
CO005,2016-05-03 00:00:00,30.970,20.3588,10.48,68.070,35.7625,14.130,1.3059,0.000,10.000,2.52208,0.000,414,174,372,458,4
CO005,2016-05-04 00:00:00,27.290,20.4192,14.97,36.410,27.3342,19.110,0.762435,0.000,11.940,2.88667,0.000,483,127,248,556,4
CO005,2016-05-05 00:00:00,23.630,18.3267,13.82,87.700,50.5721,33.390,0.486324,0.800,9.670,2.77625,0.000,517,247,57,590,4
CO005,2016-05-06 00:00:00,20.980,15.0033,12.56,95.000,85.7987,56.190,0.528227,9.800,14.210,4.21875,0.000,754,478,26,160,4
CO005,2016-05-07 00:00:00,18.560,14.4158,12.16,95.000,84.2567,60.460,0.419347,2.800,11.780,3.96875,0.000,841,392,11,177,4
CO005,2016-05-08 00:00:00,17.640,14.0242,12.49,94.700,87.3167,72.900,0.30614,19.000,13.400,4.78042,0.000,895,224,21,274,4
CO005,2016-05-09 00:00:00,17.290,13.1979,10.81,94.700,82.0858,64.780,0.389928,8.600,17.930,4.4725,0.000,817,373,67,162,3
CO005,2016-05-10 00:00:00,16.440,12.5392,10.61,94.300,83.1521,69.450,0.328821,10.400,21.980,3.23833,0.000,413,274,193,538,4
CO005,2016-05-11 00:00:00,17.020,12.1167,8.48,94.400,84.5096,59.310,0.539076,13.000,13.400,3.38958,0.000,680,367,116,244,4
CO005,2016-05-12 00:00:00,17.240,11.8513,10.21,94.900,92.4246,68.590,0.444217,27.600,11.940,3.82,0.000,794,534,50,46,2
CO005,2016-05-13 00:00:00,17.690,12.5092,9.81,95.000,87.5058,59.530,0.604595,6.800,10.320,3.39125,0.000,642,663,64,47,3
CO005,2016-05-14 00:00:00,22.020,15.0262,9.21,94.900,76.8137,47.030,0.911469,0.200,7.730,2.07333,0.000,390,782,150,98,2
CO005,2016-05-15 00:00:00,25.480,17.8817,11.15,94.300,67.2125,35.930,1.18471,0.000,9.190,2.19958,0.000,139,290,737,254,4
CO005,2016-05-16 00:00:00,28.420,20.8067,13.3,82.100,53.1946,26.860,1.29089,0.000,7.080,1.83,0.000,110,143,694,477,4
CO005,2016-05-17 00:00:00,19.790,16.9278,15.7,60.850,58.2278,55.320,0.212416,0.000,4.000,0.995556,0.000,47,15,57,414,4
CO005,2016-05-19 00:00:00,29.890,22.0154,14.03,79.700,54.3738,27.460,1.30768,0.000,8.050,1.9325,0.000,335,524,410,150,4
CO005,2016-05-20 00:00:00,30.830,23.5204,16.57,80.100,51.4429,27.260,1.2977,0.000,11.130,2.88208,0.000,699,110,232,377,4
CO005,2016-05-21 00:00:00,31.560,23.43,15.16,67.660,45.1242,27.650,1.29882,0.000,13.880,3.80042,0.000,588,399,45,386,4
CO005,2016-05-22 00:00:00,26.830,20.355,15.7,89.200,61.2737,32.290,0.959915,0.000,9.670,3.92542,0.000,535,590,245,51,3
CO005,2016-05-23 00:00:00,29.830,22.5333,14.62,54.140,38.4804,27.310,1.28461,0.000,11.450,3.71208,0.000,451,185,329,457,4
CO005,2016-05-24 00:00:00,27.560,21.405,15.36,78.100,55.5962,39.050,1.21501,0.000,12.590,4.25458,0.000,678,627,41,78,4
CO005,2016-05-25 00:00:00,26.150,19.5679,13.75,88.900,59.0867,29.810,1.30414,0.000,11.450,3.69125,0.000,689,600,69,58,2
CO005,2016-05-26 00:00:00,25.560,18.83,12.89,84.900,59.5108,35.410,1.12046,0.000,12.430,3.7825,0.000,645,738,25,16,2
CO005,2016-05-27 00:00:00,26.420,19.0996,12.36,86.800,58.5008,34.000,1.24319,0.000,12.750,3.82208,0.000,598,727,59,32,2
CO005,2016-05-28 00:00:00,20.840,16.7775,13.88,90.100,75.3446,54.860,0.761678,3.600,17.290,5.23042,0.000,710,680,14,19,2
CO005,2016-05-29 00:00:00,23.830,17.0267,11.62,94.000,67.9742,40.080,1.05189,0.000,10.970,3.90125,0.000,552,791,54,27,2
CO005,2016-05-30 00:00:00,26.620,19.0433,11.49,87.200,55.3513,30.420,1.27125,0.000,8.380,2.51625,0.000,243,512,485,179,4
CO005,2016-05-31 00:00:00,29.880,22.3146,14.43,60.320,38.5733,19.880,1.32447,0.000,9.510,2.79833,0.000,32,144,758,483,4
CO005,2016-06-01 00:00:00,23.330,18.3633,15.29,54.330,42.8778,35.970,0.332484,0.000,5.460,1.44889,0.000,33,14,202,280,4
CO005,2016-06-06 00:00:00,33.620,25.1196,16.16,57.950,37.0083,20.590,1.27172,0.000,8.380,2.07458,0.000,313,525,343,236,4
CO005,2016-06-07 00:00:00,36.360,27.1171,18.96,55.340,35.2587,17.560,1.30585,0.000,9.350,2.40167,0.000,395,150,355,520,4
CO005,2016-06-08 00:00:00,38.220,28.7112,19.77,50.810,30.8,14.360,1.263,0.000,7.570,2.29958,0.000,312,364,391,349,4
CO005,2016-06-09 00:00:00,38.150,29.5221,21.7,48.210,32.6329,18.140,1.22466,0.000,10.970,3.11917,0.000,410,676,168,170,4
CO005,2016-06-10 00:00:00,32.150,25.1221,18.49,71.400,47.3217,25.820,1.25173,0.000,12.910,4.54208,0.000,516,858,42,12,2
CO005,2016-06-11 00:00:00,32.750,24.2958,16.49,77.000,47.5429,21.080,1.31959,0.000,8.540,2.95958,0.000,503,730,114,80,2
CO005,2016-06-12 00:00:00,34.620,26.1187,16.63,66.970,38.7775,19.570,1.30295,0.000,8.380,2.12708,0.000,240,500,492,187,4
CO005,2016-06-13 00:00:00,37.160,28.025,19.37,60.590,41.43,24.610,1.29471,0.000,10.000,3.05333,0.000,282,680,355,105,3
CO005,2016-06-14 00:00:00,34.080,26.61,18.89,62.040,39.7471,21.940,1.31035,0.000,13.880,3.84792,0.000,278,721,333,83,3
CO005,2016-06-15 00:00:00,25.750,21.0796,16.95,73.700,52.6771,30.680,1.15846,0.000,15.830,5.73042,0.000,519,804,79,22,2
CO005,2016-06-16 00:00:00,24.030,18.7708,12.41,69.730,49.6425,30.990,0.99476,0.000,12.260,3.87375,0.000,393,896,113,23,2
CO005,2016-06-17 00:00:00,27.610,20.4596,12.56,77.500,47.2625,22.970,1.3151,0.000,8.380,2.24792,0.000,340,454,411,213,4
CO005,2016-06-18 00:00:00,31.610,23.4517,14.15,66.070,37.3204,20.280,1.32098,0.000,9.350,2.10708,0.000,148,280,699,294,4
CO005,2016-06-19 00:00:00,33.280,26.0388,18.36,44.910,26.5458,15.230,1.3194,0.000,11.780,2.69375,0.000,174,220,404,624,4
CO005,2016-06-20 00:00:00,35.280,26.5083,17.43,61.660,34.7479,15.730,1.31294,0.000,12.910,2.89083,0.000,148,102,538,634,4
CO005,2016-06-21 00:00:00,34.550,25.98,17.96,52.850,33.3025,19.420,1.29907,0.000,10.160,2.81,0.000,671,235,81,428,4
CO005,2016-06-22 00:00:00,34.620,26.0504,17.43,58.090,32.4529,14.590,1.32377,0.000,13.560,3.54458,0.000,585,204,173,453,4
CO005,2016-06-23 00:00:00,37.140,27.2783,18.02,54.460,32.7942,14.610,1.29718,0.000,8.050,2.67125,0.000,346,417,231,424,4
CO005,2016-06-24 00:00:00,36.870,28.1737,19.63,55.980,33.9392,15.660,1.28283,0.000,11.450,3.25083,0.000,639,565,106,113,3
CO005,2016-06-25 00:00:00,34.750,26.6204,18.49,66.240,37.9258,15.000,1.31849,0.000,13.400,3.33083,0.000,514,567,174,163,4
CO005,2016-06-26 00:00:00,32.420,24.0012,16.02,68.740,45.3758,25.570,1.27021,0.000,10.320,3.34417,0.000,397,756,240,23,3
CO005,2016-06-27 00:00:00,37.270,27.2237,17.15,76.400,45.0117,24.030,1.24679,0.000,9.670,2.60417,0.000,415,351,296,354,4
CO005,2016-06-28 00:00:00,35.830,28.2442,22.36,64.280,46.7467,25.630,0.835317,0.000,11.130,2.72708,0.000,256,255,432,479,4
CO005,2016-06-29 00:00:00,35.480,27.6054,20.09,78.100,51.5679,29.200,1.21552,0.000,13.240,4.27333,0.000,645,697,40,44,2
CO005,2016-06-30 00:00:00,34.080,26.52,19.43,79.800,52.0363,23.030,1.23534,0.000,11.130,3.95708,0.000,612,757,27,26,2
CO005,2016-07-01 00:00:00,35.950,27.24,18.56,73.200,41.1604,15.140,1.30485,0.000,10.810,2.9225,0.000,517,654,199,55,3
CO005,2016-07-02 00:00:00,38.540,29.5279,19.43,50.390,32.0288,19.260,1.24643,0.000,6.910,1.99208,0.000,319,267,488,346,4
CO005,2016-07-03 00:00:00,42.810,31.8817,24.64,45.850,33.4358,13.250,1.14489,0.000,17.770,4.43833,0.000,321,309,341,452,4
CO005,2016-07-04 00:00:00,35.620,27.8721,20.28,70.200,49.3317,29.040,1.24511,0.000,12.590,4.23417,0.000,698,634,53,36,3
CO005,2016-07-05 00:00:00,36.870,27.6979,19.77,81.000,55.0021,28.300,1.23262,0.000,11.940,3.71167,0.000,652,607,56,105,2
CO005,2016-07-06 00:00:00,37.280,28.3708,20.09,79.100,49.9408,22.710,1.17471,0.000,10.320,3.26708,0.000,533,499,149,237,4
CO005,2016-07-07 00:00:00,28.430,24.5875,21.76,70.100,60.2238,47.870,0.450628,0.400,11.620,3.38208,0.000,526,628,122,146,4
CO005,2016-07-08 00:00:00,36.670,27.7175,18.16,86.000,50.8137,23.110,1.23001,0.000,10.320,2.56958,0.000,149,201,498,575,4
CO005,2016-07-09 00:00:00,40.010,31.5258,22.83,55.110,33.4104,14.850,1.24396,0.000,9.020,2.45708,0.000,224,273,383,540,4
CO005,2016-07-10 00:00:00,39.610,31.4533,22.83,59.280,34.9517,19.340,1.22894,0.000,7.570,2.39167,0.000,591,305,172,355,4
CO005,2016-07-11 00:00:00,39.610,31.045,22.77,60.720,37.1546,18.390,1.23049,0.000,12.590,3.40875,0.000,545,717,118,38,3
CO005,2016-07-12 00:00:00,37.470,29.6017,20.69,52.510,29.3483,14.260,1.28393,0.000,9.830,2.91333,0.000,294,612,338,179,4
