cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
CO005,2017-10-03 00:00:00,32.150,24.1871,17.76,76.500,53.0346,29.470,0.856418,0.000,6.910,2.24083,0.000,559,160,126,571,4
CO005,2017-10-04 00:00:00,31.160,24.3996,18.96,65.100,52.1662,36.160,0.839178,0.000,9.830,3.37458,0.000,738,183,27,471,4
CO005,2017-10-05 00:00:00,32.230,24.0604,17.69,76.500,51.8137,21.290,0.857793,0.000,9.350,2.23833,0.000,345,186,297,588,4
CO005,2017-10-06 00:00:00,34.610,25.1029,17.63,63.910,41.2596,21.030,0.834438,0.000,7.080,2.01091,0.000,491,302,180,378,4
CO005,2017-10-07 00:00:00,32.890,24.825,20.36,61.000,42.5896,27.060,0.814747,0.000,8.540,3.05455,0.000,436,218,226,541,4
CO005,2017-10-08 00:00:00,31.020,23.4792,17.36,74.600,51.5421,29.390,0.776901,0.000,7.570,2.27833,0.000,492,254,189,487,4
CO005,2017-10-09 00:00:00,32.430,23.2975,15.89,71.900,44.5346,18.340,0.814221,0.000,6.270,1.64565,0.000,555,492,200,173,4
CO005,2017-10-10 00:00:00,32.700,23.7546,17.09,57.290,39.4708,18.610,0.799168,0.000,6.750,2.03792,0.000,417,351,140,510,4
CO005,2017-10-11 00:00:00,33.760,24.2508,16.02,58.860,36.1713,15.790,0.794408,0.000,7.080,2.32478,0.000,481,126,164,644,4
CO005,2017-10-12 00:00:00,34.040,25.5542,20.44,32.520,25.2204,17.320,0.535493,0.000,8.540,2.635,0.000,377,150,190,702,4
CO005,2017-10-13 00:00:00,34.370,26.1375,20.44,31.810,23.29,14.210,0.523332,0.000,7.400,2.17292,0.000,361,425,152,487,4
CO005,2017-10-14 00:00:00,34.170,25.6204,19.84,32.150,25.7217,16.920,0.549476,0.000,8.700,1.79714,0.000,316,222,397,488,4
CO005,2017-10-15 00:00:00,33.230,24.9325,19.23,39.060,29.2667,16.140,0.757722,0.000,11.620,2.9875,0.000,430,149,136,706,4
CO005,2017-10-16 00:00:00,29.430,22.2162,16.29,68.430,47.9062,25.680,0.758251,0.000,9.350,3.23833,0.000,525,137,129,628,4
CO005,2017-10-17 00:00:00,25.170,20.7479,16.95,84.500,61.5908,47.630,0.31332,0.000,10.970,3.58261,0.000,536,208,183,488,4
CO005,2017-10-18 00:00:00,18.160,15.9771,14.61,94.100,89.5583,75.700,0.227337,23.800,8.860,3.43375,0.000,755,496,41,123,4
CO005,2017-10-19 00:00:00,20.750,16.56,13.95,94.200,83.2821,60.620,0.468408,7.800,10.320,2.53957,0.000,398,524,281,216,4
CO005,2017-10-20 00:00:00,23.760,17.6408,13.35,94.000,80.7671,58.730,0.587952,0.000,6.590,1.36421,0.000,286,317,389,435,4
CO005,2017-10-21 00:00:00,26.020,19.6908,14.82,88.700,73.8746,55.000,0.67091,0.000,7.080,1.94727,0.000,107,117,636,560,4
CO005,2017-10-22 00:00:00,26.820,20.1887,15.49,84.000,65.7208,39.790,0.77082,0.000,8.700,2.51333,0.000,41,104,632,634,4
CO005,2017-10-23 00:00:00,25.950,19.2825,14.42,82.700,67.295,43.810,0.759342,0.000,6.590,1.98857,0.000,168,68,474,704,4
CO005,2017-10-24 00:00:00,27.760,19.4242,13.75,86.500,63.0633,31.290,0.765034,0.000,6.430,1.8775,0.000,285,213,290,635,4
CO005,2017-10-25 00:00:00,28.970,19.7567,12.75,80.400,54.4379,24.380,0.767236,0.000,7.240,2.10667,0.000,274,84,321,740,4
CO005,2017-10-26 00:00:00,28.770,20.2333,13.35,72.800,49.32,25.250,0.761651,0.000,6.430,1.61565,0.000,86,56,533,744,4
CO005,2017-10-27 00:00:00,29.700,20.8875,13.22,70.600,44.9087,19.470,0.766756,0.000,6.910,1.67273,0.000,93,87,640,599,4
CO005,2017-10-28 00:00:00,29.440,20.87,14.55,74.500,42.0688,20.720,0.750914,0.000,11.450,3.06522,0.000,222,95,453,649,4
CO005,2017-10-29 00:00:00,27.230,19.2254,13.56,83.600,57.3837,27.520,0.729526,0.000,6.430,1.95682,0.000,152,54,367,853,4
CO005,2017-10-30 00:00:00,25.970,18.0446,12.56,73.700,53.8783,30.790,0.725916,0.000,5.620,1.64,0.000,113,58,544,708,4
CO005,2017-10-31 00:00:00,25.170,17.8383,11.89,75.500,60.0392,42.640,0.663339,0.000,9.510,2.37542,0.000,435,101,162,718,4
CO005,2017-11-01 00:00:00,25.100,18.0362,12.01,83.400,65.205,43.310,0.6956,0.000,9.670,2.93542,0.000,447,136,208,622,4
CO005,2017-11-02 00:00:00,23.840,18.0613,14.43,79.400,65.1979,46.680,0.433636,0.000,8.540,2.13391,0.000,393,226,209,587,4
CO005,2017-11-03 00:00:00,20.760,15.605,13.15,93.900,82.1304,58.370,0.239943,11.000,9.830,1.45,0.000,319,349,266,484,4
CO005,2017-11-04 00:00:00,19.300,14.7317,12.62,94.400,88.5179,68.050,0.438841,11.000,13.560,3.76083,0.000,702,511,35,164,2
CO005,2017-11-05 00:00:00,19.840,13.8096,10.81,94.500,86.9813,62.740,0.371654,1.000,4.810,1.41381,0.000,316,519,470,109,3
CO005,2017-11-06 00:00:00,17.620,13.0917,8.75,86.400,60.4883,40.850,0.69618,0.000,15.180,4.905,0.000,76,70,407,863,4
CO005,2017-11-07 00:00:00,18.760,12.1471,6.74,73.000,57.0887,37.680,0.704703,0.000,10.000,3.14333,0.000,59,77,627,655,4
CO005,2017-11-08 00:00:00,21.220,13.1683,7.07,75.900,56.6433,33.110,0.696678,0.000,8.210,2.69957,0.000,34,76,548,769,4
CO005,2017-11-09 00:00:00,15.950,11.5188,7.07,63.060,48.8721,32.170,0.700102,0.200,17.450,5.08333,0.000,79,125,489,720,4
CO005,2017-11-10 00:00:00,17.220,10.9321,5.6,66.170,53.3175,37.500,0.682356,0.000,12.910,3.38458,0.000,52,176,565,629,4
CO005,2017-11-11 00:00:00,20.100,13.1075,7.55,71.600,57.4688,39.870,0.675417,0.000,9.350,2.43773,0.000,12,48,862,498,4
CO005,2017-11-12 00:00:00,22.770,14.0396,7.47,76.900,59.1867,33.590,0.669686,0.000,5.460,1.66478,0.000,100,286,559,479,4
CO005,2017-11-13 00:00:00,20.570,13.0838,6.8,85.800,60.4087,36.120,0.663817,0.000,9.020,2.85632,0.000,41,75,682,620,4
CO005,2017-11-14 00:00:00,15.690,10.4692,5.93,55.030,41.3046,26.240,0.674139,0.000,11.620,3.87708,0.000,42,68,468,832,4
CO005,2017-11-15 00:00:00,18.760,11.8837,6,61.700,51.0121,38.670,0.652476,0.000,7.240,2.31125,0.000,21,20,620,762,4
CO005,2017-11-16 00:00:00,21.570,12.7742,6.4,75.400,52.6304,28.340,0.652321,0.000,8.700,1.8487,0.000,24,68,673,658,4
CO005,2017-11-17 00:00:00,21.110,13.2042,7.48,67.650,50.1779,28.610,0.641949,0.000,8.380,1.79222,0.000,97,46,623,662,4
CO005,2017-11-18 00:00:00,22.430,13.7654,7.81,72.600,51.5021,27.400,0.634012,0.000,5.620,1.6319,0.000,168,45,569,639,4
CO005,2017-11-19 00:00:00,22.030,13.7196,7.34,75.900,55.0133,29.800,0.630961,0.000,7.890,1.59333,0.000,68,42,519,795,4
CO005,2017-11-20 00:00:00,22.840,14.1658,7.67,76.900,51.1146,25.370,0.642416,0.000,8.210,2.08905,0.000,22,43,727,634,4
CO005,2017-11-21 00:00:00,22.700,14.5846,8.21,58.260,42.3796,23.380,0.640915,0.000,8.380,2.31708,0.000,152,16,600,658,4
CO005,2017-11-22 00:00:00,22.770,13.8942,7.61,57.010,42.2417,21.980,0.60239,0.000,6.430,2.0795,0.000,165,134,525,595,4
CO005,2017-11-23 00:00:00,23.640,14.9367,8.68,53.980,40.8367,23.100,0.555867,0.000,5.460,1.62136,0.000,203,88,517,618,4
CO005,2017-11-24 00:00:00,24.840,17.0579,12.09,51.110,39.29,21.500,0.577955,0.000,6.910,1.83526,0.000,227,251,457,488,4
CO005,2017-11-25 00:00:00,19.770,14.8754,11.02,58.940,46.3683,33.750,0.295535,0.000,5.130,1.462,0.000,193,174,739,320,4
CO005,2017-11-26 00:00:00,20.440,14.7587,10.34,64.800,51.2762,37.180,0.512251,0.000,11.620,3.03667,0.000,32,59,443,883,4
CO005,2017-11-27 00:00:00,19.570,13.5254,9.21,73.600,56.8396,47.750,0.404737,0.000,7.240,2.64458,0.000,237,50,234,893,4
CO005,2017-11-28 00:00:00,17.360,13.7188,10.81,91.000,73.2496,56.590,0.22854,0.000,7.080,2.06667,0.000,175,59,256,929,4
CO005,2017-11-29 00:00:00,15.750,13.6575,10.28,94.500,88.0125,75.500,0.155502,0.200,11.450,3.00042,0.000,382,579,335,120,3
CO005,2017-11-30 00:00:00,12.690,8.64708,4.73,81.200,65.3821,44.010,0.596799,0.000,13.400,3.78,0.000,53,225,647,488,4
CO005,2017-12-01 00:00:00,12.160,6.29167,0.98,81.700,67.5508,50.590,0.597641,0.000,9.830,2.1587,0.000,243,350,600,225,4
CO005,2017-12-02 00:00:00,10.690,5.48625,1.05,81.300,62.8113,42.430,0.604156,0.000,10.640,3.25,0.000,34,91,715,581,4
CO005,2017-12-03 00:00:00,10.020,4.70292,-0.42,82.200,60.6604,37.430,0.604851,0.000,15.020,3.27667,0.000,34,185,714,483,4
CO005,2017-12-04 00:00:00,13.160,5.71917,0.24,71.100,55.8971,32.260,0.599916,3.200,10.000,3.06261,0.000,72,96,631,620,4
CO005,2017-12-05 00:00:00,13.770,7.08375,1.39,72.500,56.715,35.010,0.598993,0.000,7.400,2.40045,0.000,12,51,682,678,4
CO005,2017-12-06 00:00:00,14.160,7.8,2.85,76.500,61.5408,44.970,0.589971,0.000,8.050,2.22958,0.000,107,15,546,756,4
CO005,2017-12-07 00:00:00,14.830,7.835,3.05,75.600,62.7879,42.040,0.563272,0.000,7.890,2.02417,0.000,8,35,660,726,4
CO005,2017-12-08 00:00:00,16.700,9.28542,3.52,75.800,59.085,36.910,0.568742,0.000,5.780,1.77684,0.000,187,276,483,478,4
CO005,2017-12-09 00:00:00,13.560,10.8963,8.14,88.700,72.1137,60.140,0.156129,0.000,5.290,1.46,0.000,700,437,184,97,4
CO005,2017-12-10 00:00:00,14.900,11.9717,9.75,93.300,86.8667,74.300,0.157705,0.000,17.290,4.06417,0.000,601,695,107,19,3
CO005,2017-12-11 00:00:00,14.830,10.1825,6.13,93.500,84.9917,75.300,0.214839,24.000,24.250,6.81625,0.000,730,623,42,28,2
CO005,2017-12-12 00:00:00,11.890,6.78958,2.85,91.300,75.2512,51.720,0.548455,0.000,8.860,1.96375,0.000,23,239,848,313,4
CO005,2017-12-13 00:00:00,13.360,6.71333,2.06,80.500,68.6046,45.900,0.569321,0.000,7.240,2.39043,0.000,11,24,710,678,4
CO005,2017-12-14 00:00:00,13.960,8.43417,3.59,89.400,74.7025,55.190,0.367522,0.000,6.270,1.84905,0.000,476,306,449,177,4
CO005,2017-12-15 00:00:00,15.100,12.1558,10.28,94.400,92.5667,84.900,0.0834975,5.600,11.620,4.28792,0.000,654,720,38,10,2
CO005,2017-12-16 00:00:00,12.690,8.67375,5.33,93.500,68.5037,49.950,0.557379,0.000,12.750,4.14917,0.000,48,161,557,645,4
CO005,2017-12-17 00:00:00,11.750,6.7325,3.32,75.800,64.6833,46.470,0.57782,0.000,15.500,4.62667,0.000,64,92,551,703,4
CO005,2017-12-18 00:00:00,12.490,6.79208,1.98,77.100,64.3175,46.170,0.564299,0.000,11.620,3.24625,0.000,21,98,733,569,4
CO005,2017-12-19 00:00:00,14.500,8.2,3.92,74.500,66.3888,52.730,0.556381,0.000,9.350,2.65375,0.000,28,134,803,460,4
CO005,2017-12-20 00:00:00,14.430,8.28125,2.92,81.900,63.8267,44.020,0.556977,0.000,6.750,2.25857,0.000,15,50,845,516,4
CO005,2017-12-21 00:00:00,15.970,8.79875,2.65,80.600,63.325,42.400,0.53411,0.000,7.570,2.3955,0.000,53,33,735,600,4
CO005,2017-12-22 00:00:00,16.090,9.28708,4.4,81.500,68.2292,49.910,0.526235,0.000,5.780,1.45682,0.000,124,104,558,635,4
CO005,2017-12-23 00:00:00,17.110,9.38292,3.59,86.500,73.6246,53.590,0.503892,0.000,7.400,2.08542,0.000,113,100,415,787,4
CO005,2017-12-24 00:00:00,16.290,10.0754,5.19,84.300,72.0358,49.900,0.516917,0.000,6.590,1.89652,0.000,44,146,520,708,4
CO005,2017-12-25 00:00:00,12.820,9.18625,6.4,93.400,81.3833,67.930,0.222662,1.400,4.970,1.51783,0.000,189,235,205,788,4
CO005,2017-12-26 00:00:00,12.350,10.0746,8.41,94.200,86.6083,70.500,0.252327,3.200,10.000,3.09375,0.000,543,788,80,15,2
CO005,2017-12-27 00:00:00,14.500,11.5783,9.09,93.100,82.6542,67.710,0.237588,4.800,23.600,6.43917,0.000,546,838,32,8,2
CO005,2017-12-28 00:00:00,17.030,13.0175,9.35,92.900,87.5542,72.500,0.172208,0.000,13.400,6.03167,0.000,669,733,13,11,2
CO005,2017-12-29 00:00:00,17.090,13.7729,11.95,93.800,86.7958,71.900,0.175638,0.400,10.480,2.79565,0.000,543,694,144,39,3
CO005,2017-12-30 00:00:00,18.830,13.9571,10.29,92.500,80.6521,60.720,0.53332,0.000,8.210,1.81222,0.000,9,29,920,470,4
CO005,2017-12-31 00:00:00,14.700,11.15,8.55,93.400,88.7542,77.200,0.111634,0.000,10.160,2.771,0.000,452,461,352,152,4
CO005,2018-01-01 00:00:00,16.040,9.605,6.13,91.100,74.4433,43.440,0.528729,0.200,7.080,1.53667,0.000,65,242,889,228,2.95833
CO005,2018-01-02 00:00:00,14.300,8.82375,3.86,87.500,75.7692,62.200,0.517858,0.000,8.210,1.73762,0.000,8,77,916,415,3.33333
CO005,2018-01-03 00:00:00,15.290,11.9092,9.29,81.800,77.1833,70.000,0.246717,0.000,7.080,1.91125,0.000,22,97,654,653,3.45833
CO005,2018-01-04 00:00:00,13.960,12.1042,11.08,88.500,82.3958,77.600,0.132237,0.000,5.780,1.50708,0.000,330,331,285,463,2.66667
CO005,2018-01-05 00:00:00,13.890,12.0162,10.88,93.000,83.0888,68.930,0.103964,0.200,11.620,2.91042,0.000,914,418,10,70,1.16667
CO005,2018-01-06 00:00:00,12.830,7.4225,3.19,93.700,81.9754,60.530,0.232598,33.200,13.560,4.28833,0.000,324,744,290,57,2.08333
CO005,2018-01-07 00:00:00,6.140,3.32833,0.65,91.500,87.025,79.300,0.103291,1.200,6.270,1.8375,0.000,504,549,35,333,2.125
CO005,2018-01-08 00:00:00,10.550,5.91375,3.99,92.800,84.4542,68.300,0.237063,2.600,8.700,2.13875,0.000,38,131,575,675,3.41667
CO005,2018-01-09 00:00:00,9.160,5.58792,2.13,92.300,89.0333,78.300,0.135816,5.600,5.460,1.54909,0.000,349,189,218,625,3
CO005,2018-01-10 00:00:00,13.830,10.5067,8.08,94.300,90.4833,79.300,0.225699,10.000,16.150,3.91833,0.000,557,682,52,122,1.79167
CO005,2018-01-11 00:00:00,13.230,8.03667,4.06,92.900,83.8192,69.960,0.312981,0.400,10.640,2.41417,0.000,341,671,379,29,2.125
CO005,2018-01-12 00:00:00,12.220,6.52583,2.46,92.700,81.1071,61.070,0.525456,0.000,7.890,1.89333,0.000,11,84,841,483,3.20833
CO005,2018-01-13 00:00:00,8.420,6.45167,4.26,93.700,84.9042,72.500,0.123047,5.200,5.940,1.52375,0.000,398,344,168,506,2.5
CO005,2018-01-14 00:00:00,8.610,6.61,4.4,94.100,93.0917,89.200,0.13488,9.200,9.510,1.27087,0.000,380,306,383,353,2.41667
CO005,2018-01-15 00:00:00,11.490,5.73542,1.05,94.000,83.8358,62.550,0.505583,0.200,10.480,2.84609,0.000,15,105,807,494,3.25
CO005,2018-01-16 00:00:00,14.300,7.965,3.52,86.900,75.0008,57.480,0.53486,0.000,7.570,1.9775,0.000,13,70,736,606,3.54167
CO005,2018-01-17 00:00:00,17.100,10.1046,5.4,91.100,73.5079,55.610,0.596599,0.000,10.160,3.53583,0.000,39,87,691,601,3.45833
CO005,2018-01-18 00:00:00,15.760,10.9738,6.81,73.400,63.7413,50.010,0.469703,0.000,7.730,2.43708,0.000,35,24,524,843,3.66667
CO005,2018-01-19 00:00:00,17.900,10.6717,7.01,84.200,73.2554,48.940,0.520316,0.000,5.620,1.42739,0.000,144,274,577,423,3
CO005,2018-01-20 00:00:00,16.230,9.79292,5.54,91.700,81.0212,60.390,0.542578,0.000,6.910,1.65048,0.000,283,409,494,235,2.25
CO005,2018-01-21 00:00:00,17.230,9.48583,5.67,92.700,82.5367,58.510,0.569721,0.200,7.400,1.80313,0.000,44,261,845,272,3
CO005,2018-01-22 00:00:00,17.900,10.8721,5.73,92.500,80.5792,57.880,0.592549,0.000,6.910,2.19611,0.000,11,66,895,455,3.375
CO005,2018-01-23 00:00:00,18.570,10.6171,5.47,89.800,76.6296,53.150,0.611807,0.000,9.670,3.076,0.000,29,244,503,641,3.5
CO005,2018-01-24 00:00:00,18.640,12.0542,7.48,90.200,76.2171,51.310,0.586121,0.200,6.100,1.89789,0.000,281,231,440,479,2.91667
CO005,2018-01-25 00:00:00,14.770,10.1783,7.34,93.700,88.0529,65.970,0.240594,4.000,14.210,3.47417,0.000,648,699,34,39,1.54167
CO005,2018-01-26 00:00:00,12.630,6.58875,1.72,93.600,79.0742,53.620,0.592684,0.000,8.540,2.24917,0.000,272,733,336,80,2.29167
CO005,2018-01-27 00:00:00,12.560,7.315,2.39,82.000,63.3525,43.860,0.632506,0.000,11.780,3.35167,0.000,38,128,755,498,3.375
CO005,2018-01-28 00:00:00,14.900,8.47542,3.72,72.700,59.9042,42.910,0.506991,0.000,19.720,5.34708,0.000,36,96,519,765,3.625
CO005,2018-01-29 00:00:00,18.240,12.04,8.09,67.890,56.6496,39.200,0.463759,0.000,15.500,5.93,0.000,50,73,500,792,3.70833
CO005,2018-01-30 00:00:00,15.760,10.7333,6.87,77.400,64.3671,47.130,0.442325,0.000,9.510,2.91789,0.000,19,149,661,595,3.41667
CO005,2018-01-31 00:00:00,15.630,10.4229,6.87,86.100,71.08,48.410,0.433843,0.000,9.830,2.25273,0.000,69,103,639,610,3.375
CO005,2018-02-01 00:00:00,14.630,9.55958,5.2,91.400,78.1542,54.770,0.296319,0.000,14.860,3.88042,0.000,520,776,96,30,1.875
CO005,2018-02-02 00:00:00,12.690,7.01417,1.66,83.800,58.6375,33.540,0.675262,0.000,13.720,3.33708,0.000,46,664,650,64,2.45833
CO005,2018-02-03 00:00:00,13.160,5.92542,-1.28,81.500,57.9462,34.830,0.695147,0.000,7.080,1.92708,0.000,189,535,500,190,2.70833
CO005,2018-02-04 00:00:00,10.230,5.60125,2.92,93.100,81.1929,59.880,0.198258,2.400,7.080,2.04783,0.000,715,559,97,43,1.41667
CO005,2018-02-05 00:00:00,8.410,4.18167,1.39,93.700,85.6008,66.120,0.236545,2.600,7.890,2.28333,0.000,376,686,308,50,2
CO005,2018-02-06 00:00:00,10.080,5.79,3.12,89.500,77.1775,59.080,0.470444,0.000,9.350,1.95583,0.000,21,138,743,522,3.16667
CO005,2018-02-07 00:00:00,9.150,5.25125,2.66,86.500,65.4646,44.880,0.63045,0.000,16.800,5.08542,0.000,26,68,472,849,3.625
CO005,2018-02-08 00:00:00,12.020,5.19542,0.38,73.700,57.8879,37.440,0.713365,0.000,13.070,3.87417,0.000,34,179,645,559,3.45833
CO005,2018-02-09 00:00:00,12.010,5.56375,-1.42,77.900,57.9117,36.040,0.688133,0.000,7.730,2.25955,0.000,236,409,516,257,2.5
CO005,2018-02-10 00:00:00,14.090,7.38917,2.73,90.200,68.2763,43.420,0.696939,0.000,10.640,2.4035,0.000,11,90,934,392,3.25
CO005,2018-02-11 00:00:00,16.500,8.93208,1.99,83.600,64.44,40.840,0.711726,0.000,8.380,2.24458,0.000,381,419,370,243,2.25
CO005,2018-02-12 00:00:00,15.580,10.2854,6.27,93.000,76.6467,47.470,0.297239,2.400,11.130,3.22792,0.000,538,624,242,12,1.79167
CO005,2018-02-13 00:00:00,13.760,6.92667,1.25,83.600,64.5463,40.290,0.725046,0.000,10.160,2.3319,0.000,387,691,271,55,1.91667
CO005,2018-02-14 00:00:00,15.760,8.31542,2.66,90.400,72.5308,45.760,0.662107,0.000,7.080,1.4745,0.000,376,532,339,167,1.91667
CO005,2018-02-15 00:00:00,18.490,11.1346,3.92,87.800,69.7542,49.750,0.733924,0.000,10.640,2.444,0.000,14,148,670,590,3.41667
CO005,2018-02-16 00:00:00,21.770,13.5271,7.61,84.200,65.8054,39.970,0.754414,0.000,7.240,2.34292,0.000,90,405,378,548,3.04167
CO005,2018-02-17 00:00:00,15.500,9.95417,7.21,93.600,85.7142,68.240,0.31549,0.000,7.080,1.89381,0.000,441,686,266,31,1.83333
CO005,2018-02-18 00:00:00,18.160,11.2683,5.94,93.800,75.16,47.840,0.666399,0.200,9.190,2.4115,0.000,152,97,694,482,3.08333
CO005,2018-02-19 00:00:00,17.300,11.1188,6.14,70.300,55.2938,38.870,0.679815,0.000,11.290,2.79958,0.000,16,62,721,617,3.45833
CO005,2018-02-20 00:00:00,19.490,12.5412,6.94,72.200,56.7212,38.700,0.779265,0.000,10.480,2.62739,0.000,18,105,838,458,3.375
CO005,2018-02-21 00:00:00,16.960,11.0333,5.74,70.100,50.705,32.670,0.784187,0.000,13.240,3.80167,0.000,61,132,563,653,3.54167
CO005,2018-02-22 00:00:00,15.950,8.47333,2.72,53.870,42.6088,25.100,0.826568,0.000,8.540,2.69083,0.000,119,320,678,305,2.875
CO005,2018-02-23 00:00:00,15.350,8.12375,2.33,56.690,37.5483,19.680,0.829936,0.000,10.640,3.13238,0.000,33,58,673,652,3.58333
CO005,2018-02-24 00:00:00,15.830,9.35917,3.13,72.200,52.8038,36.400,0.605442,0.000,6.590,2.07417,0.000,206,354,347,510,2.875
CO005,2018-02-25 00:00:00,17.420,11.7133,8.41,81.500,66.8717,43.620,0.696299,0.000,7.730,1.6815,0.000,416,127,332,534,2.83333
CO005,2018-02-26 00:00:00,19.700,11.1458,4.8,93.500,65.1679,29.550,0.740688,5.600,12.910,3.13333,0.000,205,216,395,599,3.08333
CO005,2018-02-27 00:00:00,16.980,12.4437,10.29,94.500,85.6292,62.040,0.386547,3.400,15.500,6.21417,0.000,749,625,9,45,1.5
CO005,2018-02-28 00:00:00,14.100,12.1163,10.62,93.200,86.9458,76.500,0.099807,15.000,17.930,5.22917,0.000,1006,261,14,130,1
CO005,2018-03-01 00:00:00,15.780,12.4608,10.02,92.600,84.275,74.800,0.295052,15.200,29.270,8.75708,0.000,841,467,10,100,1.33333
CO005,2018-03-02 00:00:00,15.030,11.9679,8.55,94.400,90.6583,83.700,0.0882825,31.000,24.090,7.45833,0.000,719,456,13,224,1.625
CO005,2018-03-03 00:00:00,15.100,12.1133,9.35,93.800,85.8542,74.600,0.23135,6.800,18.580,5.6175,0.000,848,494,9,66,1.16667
CO005,2018-03-04 00:00:00,16.290,11.5296,9.21,94.300,85.785,64.990,0.50856,19.400,16.960,5.03917,0.000,792,438,66,116,1.375
CO005,2018-03-05 00:00:00,14.040,10.4712,8.54,93.700,83.9604,62.950,0.471537,5.400,19.880,7.43958,0.000,665,711,23,20,1.66667
CO005,2018-03-06 00:00:00,13.970,9.38708,6.94,93.700,87.1333,73.900,0.29121,5.800,14.050,3.83917,0.000,683,661,24,49,1.58333
CO005,2018-03-07 00:00:00,14.560,9.33833,5.46,94.100,83.0075,51.520,0.563021,5.600,5.940,1.88708,0.000,319,284,183,616,2.875
CO005,2018-03-08 00:00:00,16.580,13.0417,8.82,94.900,93.0125,85.600,0.25043,29.400,16.640,5.3275,0.000,707,612,21,74,1.54167
CO005,2018-03-09 00:00:00,17.310,13.6004,9.88,94.500,86.4621,66.420,0.310667,3.600,11.940,3.11042,0.000,876,405,8,125,1.16667
CO005,2018-03-10 00:00:00,17.850,14.3325,9.75,93.800,80.8933,63.390,0.407001,8.800,24.090,6.4925,0.000,914,427,13,66,1.04167
CO005,2018-03-11 00:00:00,14.640,10.0042,8.21,92.500,86.2625,72.300,0.439103,8.800,24.250,7.18292,0.000,728,659,16,21,1.41667
CO005,2018-03-12 00:00:00,16.020,11.21,6.74,92.500,76.8483,57.380,0.762278,0.600,12.100,4.35708,0.000,712,663,9,39,1.54167
CO005,2018-03-13 00:00:00,18.440,13.6621,10.42,94.700,86.3629,65.860,0.41745,4.800,10.480,3.37167,0.000,610,660,24,117,1.875
CO005,2018-03-14 00:00:00,16.040,13.4933,11.69,92.000,85.6917,77.500,0.189243,1.200,21.980,6.48167,0.000,985,333,15,82,1
CO005,2018-03-15 00:00:00,15.310,10.7942,8.28,94.400,86.2008,65.940,0.446811,21.200,20.850,5.345,0.000,705,651,28,33,1.41667
CO005,2018-03-16 00:00:00,14.830,9.06167,5.2,92.900,81.3504,57.050,0.643497,0.600,11.130,2.62,0.000,438,620,229,131,2.125
CO005,2018-03-17 00:00:00,10.960,8.20625,4.87,94.700,92.7875,88.600,0.139484,45.200,22.470,5.46792,0.000,626,608,105,82,1.70833
CO005,2018-03-18 00:00:00,13.630,9.31875,6.54,94.500,84.4483,66.330,0.480731,0.400,9.510,2.60458,0.000,303,625,329,163,2.54167
CO005,2018-03-19 00:00:00,12.760,9.03792,5.54,94.400,88.7667,75.000,0.291303,7.000,19.550,5.18292,0.000,503,881,27,10,1.75
CO005,2018-03-20 00:00:00,13.360,7.88708,2.39,91.800,65.3308,48.140,0.748066,0.400,14.370,3.52458,0.000,107,833,446,33,2.375
CO005,2018-03-21 00:00:00,14.610,8.60042,1.99,70.400,53.6254,35.120,1.01296,0.000,13.560,3.76583,0.000,37,283,697,397,3.125
CO005,2018-03-22 00:00:00,15.360,8.85958,3.27,81.900,55.4417,36.140,1.03576,0.000,9.510,3.17083,0.000,232,463,423,298,2.875
CO005,2018-03-23 00:00:00,11.900,8.40208,5.07,94.900,89.6542,72.000,0.304297,3.400,15.990,4.78792,0.000,640,671,75,37,1.58333
CO005,2018-03-24 00:00:00,15.640,10.8721,6.27,94.300,68.1312,43.420,0.899532,6.000,20.360,6.87167,0.000,324,977,111,12,2
CO005,2018-03-25 00:00:00,14.290,8.86292,6.54,94.600,85.1562,65.360,0.392242,12.400,11.290,2.92667,0.000,279,426,347,367,2.54167
CO005,2018-03-26 00:00:00,18.500,11.055,4.4,92.700,71.0554,42.960,0.943965,0.200,8.050,2.33778,0.000,200,442,508,267,2.79167
CO005,2018-03-27 00:00:00,22.360,14.0292,6.54,88.700,64.3875,35.730,1.01931,0.000,6.590,1.70526,0.000,170,240,665,344,3
CO005,2018-03-28 00:00:00,24.970,16.6379,9.62,78.200,60.5083,32.670,1.05235,0.000,7.240,2.444,0.000,468,512,228,216,2.25
CO005,2018-03-29 00:00:00,17.230,12.3179,7.75,90.800,74.6371,51.650,0.692353,0.000,13.070,4.05348,0.000,429,705,142,146,1.91667
CO005,2018-03-30 00:00:00,15.110,9.935,6.01,92.400,78.5821,52.370,0.674581,3.600,17.290,6.07292,0.000,605,755,25,34,1.66667
CO005,2018-03-31 00:00:00,17.830,11.1583,5.2,92.900,69.5054,37.300,0.955133,0.200,14.210,3.43917,0.000,387,893,132,13,2.04167
CO005,2018-04-01 00:00:00,23.110,13.7408,6.75,81.400,56.4333,27.820,1.00816,0.000,9.830,3.00652,0.000,423,90,433,469,2.58333
CO005,2018-04-02 00:00:00,21.040,15.2092,10.23,84.300,52.5712,36.570,1.0458,0.000,12.590,3.63667,0.000,522,483,119,293,2.125
CO005,2018-04-03 00:00:00,20.710,14.6137,11.75,92.400,76.3113,50.780,0.68856,0.000,18.580,4.845,0.000,833,533,12,39,1.20833
