196	R-HSA-2132295
8	R-HSA-2142670
11	R-HSA-2142688
25	R-HSA-2142691
1	R-HSA-2142696
8	R-HSA-2142700
7	R-HSA-2142712
63	R-HSA-2142753
6	R-HSA-2142770
8	R-HSA-2142789
9	R-HSA-2142816
17	R-HSA-2142845
5	R-HSA-2142850
54	R-HSA-2151201
10	R-HSA-2151209
1	R-HSA-2160456
84	R-HSA-216083
12	R-HSA-2160916
5	R-HSA-2161517
10	R-HSA-2161522
5	R-HSA-2161541
15	R-HSA-2162123
99	R-HSA-2168880
87	R-HSA-2172127
3	R-HSA-217271
129	R-HSA-2173782
25	R-HSA-2173788
32	R-HSA-2173789
16	R-HSA-2173791
44	R-HSA-2173793
23	R-HSA-2173795
32	R-HSA-2173796
9	R-HSA-2179392
7	R-HSA-2187335
106	R-HSA-2187338
14	R-HSA-2197563
1	R-HSA-2206280
11	R-HSA-2206281
1	R-HSA-2206282
1	R-HSA-2206285
1	R-HSA-2206290
1	R-HSA-2206291
1	R-HSA-2206292
1	R-HSA-2206296
1	R-HSA-2206302
1	R-HSA-2206305
1	R-HSA-2206307
1	R-HSA-2206308
15	R-HSA-2214320
90	R-HSA-2219528
62	R-HSA-2219530
18	R-HSA-2243919
472	R-HSA-2262752
76	R-HSA-2299718
4	R-HSA-2393930
3	R-HSA-2395516
46	R-HSA-2404192
8	R-HSA-2408508
128	R-HSA-2408522
3	R-HSA-2408550
1	R-HSA-2408552
105	R-HSA-2408557
34	R-HSA-2424491
41	R-HSA-2426168
45	R-HSA-2428924
45	R-HSA-2428928
8	R-HSA-2428933
14	R-HSA-2453864
24	R-HSA-2453902
232	R-HSA-2454202
10	R-HSA-2465910
2	R-HSA-2466712
209	R-HSA-2467813
11	R-HSA-2468052
10	R-HSA-2470946
4	R-HSA-2473224
14	R-HSA-2474795
12	R-HSA-2485179
127	R-HSA-2500257
17	R-HSA-2514853
33	R-HSA-2514856
32	R-HSA-2514859
13	R-HSA-2534343
218	R-HSA-2555396
130	R-HSA-2559580
117	R-HSA-2559582
208	R-HSA-2559583
16	R-HSA-2559584
34	R-HSA-2559585
83	R-HSA-2559586
10	R-HSA-2562578
13	R-HSA-2564830
96	R-HSA-2565942
9	R-HSA-2586552
60	R-HSA-2644602
60	R-HSA-2644603
4	R-HSA-2644605
60	R-HSA-2644606
4	R-HSA-2644607
16	R-HSA-264642
14	R-HSA-264870
27	R-HSA-264876
8	R-HSA-2660825
8	R-HSA-2660826
109	R-HSA-2672351
93	R-HSA-2682334
16	R-HSA-2691230
16	R-HSA-2691232
99	R-HSA-2730905
4	R-HSA-2855086
115	R-HSA-2871796
113	R-HSA-2871809
184	R-HSA-2871837
9	R-HSA-2892245
19	R-HSA-2892247
60	R-HSA-2894858
60	R-HSA-2894862
1	R-HSA-2978092
23	R-HSA-2979096
91	R-HSA-2980736
47	R-HSA-2980766
7	R-HSA-2980767
198	R-HSA-2990846
10	R-HSA-2995383
10	R-HSA-2995410
30	R-HSA-3000157
27	R-HSA-3000170
67	R-HSA-3000171
77	R-HSA-3000178
5	R-HSA-3000471
19	R-HSA-3000480
8	R-HSA-3000484
4	R-HSA-3000497
5	R-HSA-3065676
7	R-HSA-3065678
6	R-HSA-3065679
86	R-HSA-3108214
192	R-HSA-3108232
8	R-HSA-3134963
5	R-HSA-3134973
15	R-HSA-3134975
97	R-HSA-3214815
76	R-HSA-3214841
50	R-HSA-3214842
148	R-HSA-3214847
81	R-HSA-3214858
10	R-HSA-3215018
16	R-HSA-3229121
1	R-HSA-3229133
18	R-HSA-3232118
39	R-HSA-3232142
28	R-HSA-3238698
291	R-HSA-3247509
1	R-HSA-3248023
3	R-HSA-3249367
13	R-HSA-3270619
1	R-HSA-3274531
1	R-HSA-3282872
29	R-HSA-3295583
3	R-HSA-3296197
14	R-HSA-3296469
23	R-HSA-3296482
36	R-HSA-3299685
33	R-HSA-3301854
3	R-HSA-3304347
5	R-HSA-3304349
6	R-HSA-3304351
4	R-HSA-3304356
3	R-HSA-3311021
3	R-HSA-3315487
16	R-HSA-3322077
9	R-HSA-3323169
1	R-HSA-3359454
1	R-HSA-3359457
1	R-HSA-3359458
3	R-HSA-3359462
3	R-HSA-3359463
2	R-HSA-3359467
2	R-HSA-3359469
1	R-HSA-3359471
2	R-HSA-3359473
1	R-HSA-3359474
2	R-HSA-3359475
2	R-HSA-3359478
2	R-HSA-3359485
10	R-HSA-3371378
80	R-HSA-3371453
68	R-HSA-3371497
14	R-HSA-3371511
100	R-HSA-3371556
26	R-HSA-3371568
36	R-HSA-3371571
1	R-HSA-3371598
8	R-HSA-3371599
70	R-HSA-349425
32	R-HSA-350054
69	R-HSA-350562
3	R-HSA-350864
2	R-HSA-351143
2	R-HSA-351200
76	R-HSA-351202
12	R-HSA-351906
33	R-HSA-352230
2	R-HSA-352238
26	R-HSA-354192
14	R-HSA-354194
41	R-HSA-3560782
20	R-HSA-3560783
1	R-HSA-3560792
1	R-HSA-3560796
20	R-HSA-3560801
8	R-HSA-3595172
8	R-HSA-3595174
8	R-HSA-3595177
2	R-HSA-3642278
1	R-HSA-3642279
2	R-HSA-3645790
8	R-HSA-3656225
1	R-HSA-3656234
14	R-HSA-3656237
8	R-HSA-3656243
8	R-HSA-3656244
1	R-HSA-3656248
14	R-HSA-3656253
4	R-HSA-3656532
5	R-HSA-3656534
3	R-HSA-3656535
411	R-HSA-3700989
15	R-HSA-372708
1349	R-HSA-372790
328	R-HSA-373076
98	R-HSA-373080
49	R-HSA-373752
24	R-HSA-373753
66	R-HSA-373755
2	R-HSA-373756
126	R-HSA-373760
62	R-HSA-375165
191	R-HSA-375276
43	R-HSA-375280
12	R-HSA-375281
11	R-HSA-376172
245	R-HSA-376176
43	R-HSA-3769402
16	R-HSA-3772470
17	R-HSA-3781860
158	R-HSA-3781865
9	R-HSA-3785653
3	R-HSA-379397
2	R-HSA-379398
5	R-HSA-379401
29	R-HSA-379716
48	R-HSA-379724
22	R-HSA-379726
5	R-HSA-380095
50	R-HSA-380108
79	R-HSA-380259
91	R-HSA-380270
79	R-HSA-380284
91	R-HSA-380287
105	R-HSA-380320
2	R-HSA-380612
3	R-HSA-380615
28	R-HSA-380972
27	R-HSA-380994
11	R-HSA-381033
48	R-HSA-381038
32	R-HSA-381042
50	R-HSA-381070
92	R-HSA-381119
9	R-HSA-381183
91	R-HSA-381340
127	R-HSA-381426
2	R-HSA-3814836
44	R-HSA-381676
505	R-HSA-381753
20	R-HSA-381771
791	R-HSA-382551
136	R-HSA-382556
2	R-HSA-3828062
46	R-HSA-383280
163	R-HSA-3858494
2	R-HSA-3858516
3	R-HSA-3878781
1284	R-HSA-388396
6	R-HSA-388479
116	R-HSA-388841
20	R-HSA-388844
32	R-HSA-389356
23	R-HSA-389357
11	R-HSA-389359
8	R-HSA-389397
21	R-HSA-389513
1	R-HSA-389542
5	R-HSA-389599
31	R-HSA-389661
8	R-HSA-389887
51	R-HSA-3899300
71	R-HSA-389948
32	R-HSA-389957
37	R-HSA-389958
26	R-HSA-389960
23	R-HSA-389977
9	R-HSA-390247
10	R-HSA-390450
111	R-HSA-390466
43	R-HSA-390471
36	R-HSA-390522
5	R-HSA-390648
4	R-HSA-390650
6	R-HSA-390651
12	R-HSA-390666
9	R-HSA-390696
76	R-HSA-3906995
25	R-HSA-390918
14	R-HSA-391160
117	R-HSA-391251
17	R-HSA-391903
7	R-HSA-391906
9	R-HSA-391908
3	R-HSA-392023
21	R-HSA-392154
23	R-HSA-392170
27	R-HSA-392451
2178	R-HSA-392499
15	R-HSA-392517
32	R-HSA-392518
20	R-HSA-392851
41	R-HSA-3928662
30	R-HSA-3928663
17	R-HSA-3928664
50	R-HSA-3928665
212	R-HSA-397014
34	R-HSA-397795
4	R-HSA-399710
29	R-HSA-399719
29	R-HSA-399721
16	R-HSA-399954
14	R-HSA-399955
16	R-HSA-399956
10	R-HSA-399997
30	R-HSA-400042
123	R-HSA-400206
67	R-HSA-400253
11	R-HSA-400451
24	R-HSA-400508
14	R-HSA-400511
25	R-HSA-400685
