@relation 'EQAgen:tokyo-short-BIG(12/02/2012-01:41-->unspecified_prediction-horizon:7days)-weka.filters.unsupervised.attribute.Remove-R1-2,10-16,104-214,216-227-weka.filters.unsupervised.attribute.RemoveByName-E^event|time|.*_indep_bA|.*2013.*|.*bA.*|continuousClass|class[^5].*|class5..$'

@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.6_indep_bM numeric
@attribute T3.7_indep_bM numeric
@attribute T3.8_indep_bM numeric
@attribute T3.9_indep_bM numeric
@attribute T4_indep_bM numeric
@attribute T4.1_indep_bM numeric
@attribute T4.2_indep_bM numeric
@attribute T4.3_indep_bM numeric
@attribute T4.4_indep_bM numeric
@attribute T4.5_indep_bM numeric
@attribute T4.6_indep_bM numeric
@attribute T4.7_indep_bM numeric
@attribute T4.8_indep_bM numeric
@attribute T4.9_indep_bM numeric
@attribute T5_indep_bM numeric
@attribute T5.1_indep_bM numeric
@attribute T5.2_indep_bM numeric
@attribute T5.3_indep_bM numeric
@attribute T5.4_indep_bM numeric
@attribute T5.5_indep_bM numeric
@attribute T5.6_indep_bM numeric
@attribute T5.7_indep_bM numeric
@attribute T5.8_indep_bM numeric
@attribute T5.9_indep_bM numeric
@attribute T6_indep_bM numeric
@attribute T6.1_indep_bM numeric
@attribute T6.2_indep_bM numeric
@attribute Mmean_indep_bM numeric
@attribute dE12_indep_bM numeric
@attribute bM numeric
@attribute a_bM numeric
@attribute eta_bM numeric
@attribute deltaM_bM numeric
@attribute mu3.6_indep_bM numeric
@attribute mu3.7_indep_bM numeric
@attribute mu3.8_indep_bM numeric
@attribute mu3.9_indep_bM numeric
@attribute mu4_indep_bM numeric
@attribute mu4.1_indep_bM numeric
@attribute mu4.2_indep_bM numeric
@attribute mu4.3_indep_bM numeric
@attribute mu4.4_indep_bM numeric
@attribute mu4.5_indep_bM numeric
@attribute mu4.6_indep_bM numeric
@attribute mu4.7_indep_bM numeric
@attribute mu4.8_indep_bM numeric
@attribute mu4.9_indep_bM numeric
@attribute mu5_indep_bM numeric
@attribute mu5.1_indep_bM numeric
@attribute mu5.2_indep_bM numeric
@attribute mu5.3_indep_bM numeric
@attribute mu5.4_indep_bM numeric
@attribute mu5.5_indep_bM numeric
@attribute mu5.6_indep_bM numeric
@attribute mu5.7_indep_bM numeric
@attribute mu5.8_indep_bM numeric
@attribute mu5.9_indep_bM numeric
@attribute mu6_indep_bM numeric
@attribute mu6.1_indep_bM numeric
@attribute mu6.2_indep_bM numeric
@attribute c3.6_indep_bM numeric
@attribute c3.7_indep_bM numeric
@attribute c3.8_indep_bM numeric
@attribute c3.9_indep_bM numeric
@attribute c4_indep_bM numeric
@attribute c4.1_indep_bM numeric
@attribute c4.2_indep_bM numeric
@attribute c4.3_indep_bM numeric
@attribute c4.4_indep_bM numeric
@attribute c4.5_indep_bM numeric
@attribute c4.6_indep_bM numeric
@attribute c4.7_indep_bM numeric
@attribute c4.8_indep_bM numeric
@attribute c4.9_indep_bM numeric
@attribute c5_indep_bM numeric
@attribute c5.1_indep_bM numeric
@attribute c5.2_indep_bM numeric
@attribute c5.3_indep_bM numeric
@attribute c5.4_indep_bM numeric
@attribute c5.5_indep_bM numeric
@attribute c5.6_indep_bM numeric
@attribute c5.7_indep_bM numeric
@attribute c5.8_indep_bM numeric
@attribute c5.9_indep_bM numeric
@attribute c6_indep_bM numeric
@attribute c6.1_indep_bM numeric
@attribute c6.2_indep_bM numeric
@attribute class5 {0,1}

@data
0.007522,-0.002011,0.000674,-0.00169,0.007925,4.3,0.148318,5.731945,5.731945,5.731945,5.731945,5.731945,5.731945,5.731945,7.102778,1.895139,1.895139,1.895139,1.895139,2.872222,46.981945,55.318058,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-7.072222,4.275,912882180,0.276269,2.599694,0.075539,-3.810023,0,0,0,0,0,0,0,1.910648,1.244097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573686,0.550656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008206,-0.002343,-0.000338,0.000675,0.00134,4.3,0.147958,3.828472,3.828472,3.828472,3.828472,3.828472,3.828472,3.828472,3.828472,1.895139,1.895139,1.895139,1.895139,2.872222,46.981945,55.318058,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-4.726389,4.3,1527114370,0.276621,2.599384,0.075565,-3.796926,0,0,0,0,0,0,0,1.276157,1.276157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439751,0.439751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006925,0.000673,-0.002372,0.002036,0.000336,4.5,0.146877,2.797222,2.797222,2.797222,2.797222,2.797222,2.797222,2.797222,2.797222,11.173611,11.173611,1.895139,1.895139,2.872222,46.981945,55.318058,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-8.225695,4.35,877462270,0.277682,2.602897,0.075568,-3.773665,0,0,0,0,0,0,0,0.949653,0.949653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411335,0.411335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003872,0.00677,-0.003682,0.00135,-0.000674,4.3,0.146157,7.666667,7.666667,7.666667,7.666667,7.666667,7.666667,7.666667,7.666667,11.173611,11.173611,1.895139,1.895139,2.872222,46.981945,55.318058,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-9.898611,4.35,754561220,0.278394,2.60378,0.075427,-3.752864,0,0,0,0,0,0,0,3.833333,3.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650362,0.650362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.001059,0.007522,-0.002011,0.000674,-0.00169,4.4,0.147237,8.558333,8.558333,8.558333,8.558333,8.558333,8.558333,8.558333,8.558333,18.716667,11.173611,1.895139,1.895139,2.872222,46.981945,55.318058,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-9.386111,4.375,1129586300,0.277327,2.598621,0.07624,-3.770234,0,0,0,0,0,0,0,6.326389,4.279167,7.660416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.001751,0.008206,-0.002343,-0.000338,0.000675,5,0.149758,8.488194,8.488194,8.488194,8.488194,8.488194,8.488194,8.488194,8.488194,17.829168,19.544445,19.661806,19.661806,19.724306,20.70139,64.81111,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-11.073611,4.55,1176425090,0.27487,2.59051,0.074777,-3.824494,0,0,0,0,0,0,0,0,2.231945,7.660416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.003159,0.006925,0.000673,-0.002372,0.002036,5,0.150118,5.645139,5.645139,5.645139,5.645139,5.645139,5.645139,5.645139,5.645139,11.073611,20.414583,22.12986,22.12986,22.12986,22.12986,64.81111,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-8.057638,4.65,1616760960,0.274522,2.592408,0.074569,-3.843339,0,0,0,0,0,0,0,0,2.231945,0,0,0,0,0,2.585417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.004564,0.003872,0.00677,-0.003682,0.00135,4.5,0.150838,5.825695,5.825695,5.825695,5.825695,5.825695,5.825695,5.825695,5.825695,5.825695,13.486111,22.12986,22.12986,22.12986,22.12986,64.81111,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-12.594444,4.7,1106239740,0.27383,2.589342,0.074439,-3.856021,0,0,0,0,0,0,0,0,0,5.825695,0,0,0,0,2.585417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.002109,0.001059,0.007522,-0.002011,0.000674,4.6,0.149398,11.766666,11.766666,11.766666,11.766666,11.766666,11.766666,11.766666,11.766666,11.766666,11.766666,29.595835,22.12986,22.12986,22.12986,64.81111,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-15.64514,4.75,909626300,0.275218,2.596216,0.073737,-3.833297,0,0,0,0,0,0,0,0,0,0,6.76875,0,0,0,2.585417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004599,-0.001751,0.008206,-0.002343,-0.000338,4.6,0.145075,13.059722,13.059722,13.059722,13.059722,13.059722,13.059722,13.059722,13.059722,13.059722,13.059722,29.595835,22.12986,22.12986,22.12986,64.81111,84.58403,84.58403,96.75347,26.134027,327.72916,327.72916,317.9257,347.80417,83.26805,83.26805,0,-15.361806,4.625,738799040,0.279469,2.615225,0.07392,-3.757842,0,0,0,0,0,0,0,0,0,10.647223,5.323611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
