@relation X3.18_cut7
@attribute x1_bM numeric
@attribute x2_bM numeric
@attribute x3_bM numeric
@attribute x4_bM numeric
@attribute x5_bM numeric
@attribute x6_indep_bM numeric
@attribute x7_bM numeric
@attribute T3.5_indep_bA numeric
@attribute T3.6_indep_bA numeric
@attribute T3.7_indep_bA numeric
@attribute T3.8_indep_bA numeric
@attribute T3.9_indep_bA numeric
@attribute T4_indep_bA numeric
@attribute Mmean_indep_bA numeric
@attribute dE12_indep_bA numeric
@attribute bA numeric
@attribute a_bA numeric
@attribute eta_bA numeric
@attribute deltaM_bA numeric
@attribute mu3.5_indep_bA numeric
@attribute mu3.6_indep_bA numeric
@attribute mu3.7_indep_bA numeric
@attribute mu3.8_indep_bA numeric
@attribute mu3.9_indep_bA numeric
@attribute mu4_indep_bA numeric
@attribute c3.5_indep_bA numeric
@attribute c3.6_indep_bA numeric
@attribute c3.7_indep_bA numeric
@attribute c3.8_indep_bA numeric
@attribute c3.9_indep_bA numeric
@attribute c4_indep_bA numeric
@attribute class {'[0,7)','[7,Inf)'}
@data
0.05442512,0.013252497,0,0,0,0,0,340.65695,151.44028,35.972916,0,0,0,2.875,8990747,0.97608787,3.226563,0.00013442906,-0.30560708,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.068615735,0.03094256,0,0,0,3.5,0,340.65695,151.44028,35.972916,0,0,0,3,9492820,0.72642547,2.5243292,0.0013232279,0.024999142,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.07561046,0.06910294,0.01195097,0,0,3.5,0,340.65695,151.44028,35.972916,0,0,0,2.95,13295442,0.61781996,2.1676219,0.00073117035,-0.008500814,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.11387062,0.07077712,0.011567235,0,0,0,0,340.65695,151.44028,35.972916,0,0,0,2.875,8090384,0.6020598,2.1072092,9.000208e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.19851542,0.05442512,0.013252497,0,0,0,0,340.65695,151.44028,35.972916,0,0,0,2.8,10517678,0.57549673,1.9876783,0.007995795,0.046151876,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.15458524,0.068615735,0.03094256,0,0,0,0,340.65695,151.44028,35.972916,0,0,0,2.5749998,5008874,3.009856,8.126667,1.7851866e-09,-1.859665e-05,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.11351597,0.07561046,0.06910294,0.01195097,0,0,0,340.65695,151.44028,35.972916,0,0,0,2.5749998,4319382,3.0098648,8.126689,1.7090921e-09,-1.7881393e-05,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.05373919,0.11387062,0.07077712,0.011567235,0,2.9,0,340.65695,151.44028,35.972916,0,0,0,2.6750002,9770583,1.527151,4.430182,0.00014951736,-0.0009455681,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.0005340576,0.19851542,0.05442512,0.013252497,0,3.2,0,340.65695,151.44028,35.972916,0,0,0,2.8,12567502,0.8197952,2.6404793,0.0009579467,-0.020901203,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.002152443,0.15458524,0.068615735,0.03094256,0,3.2,0,340.65695,151.44028,35.972916,0,0,0,2.8500001,15935569,0.87810326,2.8476472,0.0039094337,-0.042952538,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.047898054,0.11351597,0.07561046,0.06910294,0.01195097,0,0.00044384817,340.65695,151.44028,35.972916,0,0,0,2.9750001,4579449.5,1.5271177,4.888228,0.00014952607,-0.00095033646,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.027460337,0.05373919,0.11387062,0.07077712,0.011567235,0,0.00055724056,340.65695,151.44028,35.972916,0,0,0,2.975,5595278.5,1.5269737,4.8877997,0.0001495235,-0.0009717941,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.005908489,-0.0005340576,0.19851542,0.05442512,0.013252497,3.5,0.00056352647,340.65695,151.44028,35.972916,0,0,0,3.0500002,4972032.5,0.8177132,2.839078,0.0035292823,0.028027296,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.010890245,0.002152443,0.15458524,0.068615735,0.03094256,3.5,0.0005265991,340.65695,151.44028,35.972916,0,0,0,3.05,4690799.5,0.8177041,2.8390503,0.0035292774,0.02802229,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.03563881,0.047898054,0.11351597,0.07561046,0.06910294,0,0.0005677418,340.65695,151.44028,35.972916,0,0,0,2.925,19711510,0.6124002,2.1363235,0.002221133,0.011556387,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.008737206,0.027460337,0.05373919,0.11387062,0.07077712,0,0.00052460324,340.65695,151.44028,35.972916,0,0,0,3,26053006,0.57973677,2.084263,0.003186072,-0.09518862,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.045596123,0.005908489,-0.0005340576,0.19851542,0.05442512,0,0.000411269,340.65695,151.44028,35.972916,0,0,0,2.9,14613749,0.76110315,2.552252,0.010237326,-0.15335894,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.057914138,0.010890245,0.002152443,0.15458524,0.068615735,0,0.00035296983,340.65695,151.44028,35.972916,0,0,0,2.8249998,9393114,0.72175443,2.415244,0.008832254,-0.14635158,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.077404976,-0.03563881,0.047898054,0.11351597,0.07561046,2.5,0.00033261048,340.65695,151.44028,35.972916,0,0,0,2.825,12678117,0.72177166,2.4152925,0.008832258,-0.1463387,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.07406795,0.008737206,0.027460337,0.05373919,0.11387062,2.8,0.00031450478,340.65695,151.44028,35.972916,0,0,0,2.7250001,14297600,1.0034448,3.1106746,1.0231815e-11,4.053116e-06,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.06122315,0.045596123,0.005908489,-0.0005340576,0.19851542,0,0.00026943663,340.65695,151.44028,35.972916,0,0,0,2.7,3424727.8,1.1706828,3.5371308,0.00083905965,-0.021425486,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.09221792,0.057914138,0.010890245,0.002152443,0.15458524,2.63,0.000186674,340.65695,151.44028,35.972916,0,0,0,2.7325,4106834,1.1982571,3.6192904,0.0008371077,-0.020462275,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.09077358,0.077404976,-0.03563881,0.047898054,0.11351597,0,0.00017767044,340.65695,151.44028,35.972916,0,0,0,2.7375002,5066107.5,1.2411673,3.7427485,0.00055516046,-0.015506744,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.14065921,0.07406795,0.008737206,0.027460337,0.05373919,3.12,0.00011902816,340.65695,151.44028,35.972916,0,0,0,2.8174999,4566339,0.859781,2.767486,0.0069379644,-0.098826885,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.05597627,0.06122315,0.045596123,0.005908489,-0.0005340576,0,0.00018303229,340.65695,151.44028,35.972916,0,0,0,2.7,20101362,0.8679113,2.6884131,0.0072513227,0.022433043,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.04590857,0.09221792,0.057914138,0.010890245,0.002152443,0,0.00025633603,340.65695,151.44028,35.972916,0,0,0,2.9,18580336,0.5553443,1.9555513,0.0053943736,-0.09133124,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.13426292,0.09077358,0.077404976,-0.03563881,0.047898054,0,0.00044916285,340.65695,151.44028,35.972916,0,0,0,3.0725,28998464,0.59232414,2.1649687,0.016323952,-0.22504044,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.16883385,0.14065921,0.07406795,0.008737206,0.027460337,0,0.00038207724,1427.9285,1461.3368,1461.3368,1425.3639,0,0,3.2475,19034282,0.45017892,1.8070087,0.008901159,-0.19397902,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.10892892,0.05597627,0.06122315,0.045596123,0.005908489,0,0.0003884315,1427.9285,1461.3368,1461.3368,1425.3639,0,0,3.2649999,23072780,0.48294815,1.9218786,0.007483568,-0.15947199,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.060762525,-0.04590857,0.09221792,0.057914138,0.010890245,0,0.0003900294,1427.9285,1461.3368,1461.3368,1425.3639,0,0,3.1425,15123155,0.5043531,1.9299824,0.00042758448,-0.0066492558,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.019247413,-0.13426292,0.09077358,0.077404976,-0.03563881,2.81,0.00039324365,1427.9285,1461.3368,1461.3368,1425.3639,0,0,3.0425,15647926,0.4719749,1.7810366,0.0039452584,0.04641676,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.028802752,-0.16883385,0.14065921,0.07406795,0.008737206,2.82,0.00031314307,1427.9285,1461.3368,1461.3368,1425.3639,0,0,2.7925,11745936,1.6579185,4.9747896,0.013304557,-0.060623884,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.02616775,-0.10892892,0.05597627,0.06122315,0.045596123,0,0.0004653906,1427.9285,1461.3368,1461.3368,1425.3639,0,0,2.7824998,19543768,1.4324076,4.330727,0.0158559,-0.08339,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.021581411,-0.060762525,-0.04590857,0.09221792,0.057914138,3.66,0.00045273217,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.9625,55322528,0.5172705,1.8774666,0.006439904,0.0304358,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.017525673,0.019247413,-0.13426292,0.09077358,0.077404976,0,0.00044385256,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.8925,23505524,0.47677517,1.7241249,0.0047992053,0.043777943,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.0173316,0.028802752,-0.16883385,0.14065921,0.07406795,2.65,0.00035296983,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.85,19027184,0.4432692,1.6083701,0.010357802,0.03157282,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.03880799,-0.02616775,-0.10892892,0.05597627,0.06122315,0,0.0003559539,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.845,22405898,0.44032583,1.5977799,0.01035406,0.03136921,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.039093018,-0.021581411,-0.060762525,-0.04590857,0.09221792,0,0.0003455909,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.635,6178931.5,1.908737,5.3745747,0.0019769988,0.004224539,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.004042268,-0.017525673,0.019247413,-0.13426292,0.09077358,0,0.00043163018,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.76,9755846,1.2180725,3.706933,0.00041004448,-0.013277769,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.062295914,-0.0173316,0.028802752,-0.16883385,0.14065921,0,0.0005427819,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.9325,10981504,0.76147103,2.5780666,0.002009137,-0.045639753,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.11005592,0.03880799,-0.02616775,-0.10892892,0.05597627,3.39,0.00076131,1500.9993,1503.5638,1461.3368,1425.3639,0,0,3.145,15815525,0.88445324,3.1266584,0.011607684,-0.14513135,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.10428512,0.039093018,-0.021581411,-0.060762525,-0.04590857,0,0.0007102607,1500.9993,1503.5638,1461.3368,1425.3639,0,0,3.3000002,29568178,1.1388257,4.103177,0.023989938,-0.16298962,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.052991867,0.004042268,-0.017525673,0.019247413,-0.13426292,0,0.0006224255,1500.9993,1503.5638,1461.3368,1425.3639,0,0,3.1675,20780486,0.4216382,1.6805917,0.03266392,-0.5458622,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
-0.044982553,-0.062295914,-0.0173316,0.028802752,-0.16883385,0,0.00074058195,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.99,19063798,0.47304067,1.7594445,0.013550348,-0.27943587,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.00149405,-0.11005592,0.03880799,-0.02616775,-0.10892892,0,0.00075349346,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.915,15678895,0.5952371,2.080169,0.0020628239,-0.054689884,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.03620982,-0.10428512,0.039093018,-0.021581411,-0.060762525,0,0.00055308046,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.8925,6478213,0.6410254,2.199219,0.0036135537,-0.08078289,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.03531468,-0.052991867,0.004042268,-0.017525673,0.019247413,0,0.0004876896,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.9025,6784770,0.6616108,2.2653782,0.003808016,-0.07403469,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.06895983,-0.044982553,-0.062295914,-0.0173316,0.028802752,2.67,0.00045993188,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.9125,7949032.5,0.68145835,2.3298001,0.0030771352,-0.06884456,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.044221044,0.00149405,-0.11005592,0.03880799,-0.02616775,2.67,0.00055515755,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.7775,9807420,0.6344344,2.1071944,0.008126811,0.028625011,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.007653713,0.03620982,-0.10428512,0.039093018,-0.021581411,0,0.00052459864,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.7625,9880430,0.6899315,2.2509887,0.0076365494,0.027373552,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
0.011339903,0.03531468,-0.052991867,0.004042268,-0.017525673,2.85,0.00045094523,1500.9993,1503.5638,1461.3368,1425.3639,0,0,2.8400002,16024012,0.80069757,2.6190338,0.0007205829,0.019059896,0,0,0,0,0,0,0,0,0,0,0,0,'[0,7)'
