year;month;day;weekday;hour;load;temp;holiday
2007;Jan;1;Mon;1;1048.3688;24;feriado
2007;Jan;1;Mon;2;974.552;23.2;feriado
2007;Jan;1;Mon;3;946.0908;23.4;feriado
2007;Jan;1;Mon;4;890.6499;22.6;feriado
2007;Jan;1;Mon;5;824.8973;22.4;feriado
2007;Jan;1;Mon;6;784.5056;22;feriado
2007;Jan;1;Mon;7;763.4991;23;feriado
2007;Jan;1;Mon;8;707.8501;25;feriado
2007;Jan;1;Mon;9;668.2881;27.4;feriado
2007;Jan;1;Mon;10;685.3779;30;feriado
2007;Jan;1;Mon;11;717.5168;31;feriado
2007;Jan;1;Mon;12;754.9149;31.6;feriado
2007;Jan;1;Mon;13;787.6584;33.2;feriado
2007;Jan;1;Mon;14;810.1741;34.2;feriado
2007;Jan;1;Mon;15;814.8882;34.8;feriado
2007;Jan;1;Mon;16;813.8262;35;feriado
2007;Jan;1;Mon;17;816.0823;35.6;feriado
2007;Jan;1;Mon;18;814.252;35.4;feriado
2007;Jan;1;Mon;19;816;33.8;feriado
2007;Jan;1;Mon;20;812.783;32.2;feriado
2007;Jan;1;Mon;21;804.6889;29;feriado
2007;Jan;1;Mon;22;836.1165;28.2;feriado
2007;Jan;1;Mon;23;1020.0527;28.8;feriado
2007;Jan;1;Mon;24;1096.4411;28.4;feriado
2007;Jan;2;Tue;1;1090.3911;27.4;regular
2007;Jan;2;Tue;2;1031.1176;25;regular
2007;Jan;2;Tue;3;954.8726;24.8;regular
2007;Jan;2;Tue;4;892.1046;24.6;regular
2007;Jan;2;Tue;5;854.6875;24.2;regular
2007;Jan;2;Tue;6;844.4966;25;regular
2007;Jan;2;Tue;7;855.2376;23.8;regular
2007;Jan;2;Tue;8;861.6422;24.2;regular
2007;Jan;2;Tue;9;885.0495;24.6;regular
2007;Jan;2;Tue;10;965.9917;24;regular
2007;Jan;2;Tue;11;1038.3661;23.8;regular
2007;Jan;2;Tue;12;1082.3979;25;regular
2007;Jan;2;Tue;13;1107.705;25.2;regular
2007;Jan;2;Tue;14;1119.7596;25;regular
2007;Jan;2;Tue;15;1129.2287;24.4;regular
2007;Jan;2;Tue;16;1132.8597;24.6;regular
2007;Jan;2;Tue;17;1123.3755;23.6;regular
2007;Jan;2;Tue;18;1112.0892;23.4;regular
2007;Jan;2;Tue;19;1086.2742;23;regular
2007;Jan;2;Tue;20;1057.2804;23;regular
2007;Jan;2;Tue;21;1027.632;23;regular
2007;Jan;2;Tue;22;1059.9011;23;regular
2007;Jan;2;Tue;23;1194.4755;23;regular
2007;Jan;2;Tue;24;1194.3723;23;regular
2007;Jan;3;Wed;1;1134.495;23;regular
2007;Jan;3;Wed;2;1040.1735;23.1;regular
2007;Jan;3;Wed;3;950.9519;23.3;regular
2007;Jan;3;Wed;4;890.6111;23.5;regular
2007;Jan;3;Wed;5;861.5679;22.7;regular
2007;Jan;3;Wed;6;840.4774;22.6;regular
2007;Jan;3;Wed;7;853.9125;22.8;regular
2007;Jan;3;Wed;8;872.4824;23.6;regular
2007;Jan;3;Wed;9;886.0894;23.4;regular
2007;Jan;3;Wed;10;962.0451;23.6;regular
2007;Jan;3;Wed;11;1033.5691;24;regular
2007;Jan;3;Wed;12;1077.7819;24.4;regular
2007;Jan;3;Wed;13;1109.9468;25;regular
2007;Jan;3;Wed;14;1124.6324;27.2;regular
2007;Jan;3;Wed;15;1135.338;26;regular
2007;Jan;3;Wed;16;1132.3271;25.2;regular
2007;Jan;3;Wed;17;1128.3973;24.8;regular
2007;Jan;3;Wed;18;1115.3327;24.2;regular
2007;Jan;3;Wed;19;1097.6957;23.6;regular
2007;Jan;3;Wed;20;1062.021;23.4;regular
2007;Jan;3;Wed;21;1031.4116;23.4;regular
2007;Jan;3;Wed;22;1062.4371;22.7;regular
2007;Jan;3;Wed;23;1201.8434;23;regular
2007;Jan;3;Wed;24;1215.3684;23.6;regular
2007;Jan;4;Thu;1;1155.1757;23.4;regular
2007;Jan;4;Thu;2;1054.9416;23.4;regular
2007;Jan;4;Thu;3;960.2645;23.4;regular
2007;Jan;4;Thu;4;898.9299;23.2;regular
2007;Jan;4;Thu;5;868.2224;23.2;regular
2007;Jan;4;Thu;6;853.636;23.2;regular
2007;Jan;4;Thu;7;863.3962;24;regular
2007;Jan;4;Thu;8;879.5969;24;regular
2007;Jan;4;Thu;9;903.0256;25.4;regular
2007;Jan;4;Thu;10;976.3472;25.6;regular
2007;Jan;4;Thu;11;1045.4808;26.4;regular
2007;Jan;4;Thu;12;1088.7;26.8;regular
2007;Jan;4;Thu;13;1117.6849;27;regular
2007;Jan;4;Thu;14;1140.6282;27.4;regular
2007;Jan;4;Thu;15;1158.7293;27.2;regular
2007;Jan;4;Thu;16;1153.1887;27;regular
2007;Jan;4;Thu;17;1146.6604;26.6;regular
2007;Jan;4;Thu;18;1132.7945;25.4;regular
2007;Jan;4;Thu;19;1113.9324;25;regular
2007;Jan;4;Thu;20;1077.9891;23.4;regular
2007;Jan;4;Thu;21;1045.4739;23.6;regular
2007;Jan;4;Thu;22;1081.284;23.4;regular
2007;Jan;4;Thu;23;1231.7719;23.2;regular
2007;Jan;4;Thu;24;1235.8254;23;regular
2007;Jan;5;Fri;1;1170.7485;22.8;regular
2007;Jan;5;Fri;2;1072.3793;22.8;regular
2007;Jan;5;Fri;3;977.8202;22.6;regular
2007;Jan;5;Fri;4;913.4189;22.8;regular
2007;Jan;5;Fri;5;876.7926;22.6;regular
2007;Jan;5;Fri;6;867.4185;22.8;regular
2007;Jan;5;Fri;7;880.31;21.4;regular
2007;Jan;5;Fri;8;896.5515;21.6;regular
2007;Jan;5;Fri;9;915.3548;21.4;regular
2007;Jan;5;Fri;10;973.4992;21.4;regular
2007;Jan;5;Fri;11;1019.1656;22.2;regular
2007;Jan;5;Fri;12;1051.4707;22.8;regular
2007;Jan;5;Fri;13;1076.3661;23.2;regular
2007;Jan;5;Fri;14;1081.644;23.4;regular
2007;Jan;5;Fri;15;1077.3454;23.6;regular
2007;Jan;5;Fri;16;1069.9841;24;regular
2007;Jan;5;Fri;17;1059.973;22.6;regular
2007;Jan;5;Fri;18;1044.7303;21.2;regular
2007;Jan;5;Fri;19;1029.4577;21.2;regular
2007;Jan;5;Fri;20;999.7719;20.8;regular
2007;Jan;5;Fri;21;980.9443;20.6;regular
2007;Jan;5;Fri;22;1008.1846;20.4;regular
2007;Jan;5;Fri;23;1145.1618;20.2;regular
2007;Jan;5;Fri;24;1149.9042;20.4;regular
2007;Jan;6;Sat;1;1096.2338;20.2;feriado
2007;Jan;6;Sat;2;1008.6936;20;feriado
2007;Jan;6;Sat;3;916.892;20;feriado
2007;Jan;6;Sat;4;850.8444;19.6;feriado
2007;Jan;6;Sat;5;811.5444;19.4;feriado
2007;Jan;6;Sat;6;795.193;19.2;feriado
2007;Jan;6;Sat;7;793.6905;19.4;feriado
2007;Jan;6;Sat;8;771.8771;22.4;feriado
2007;Jan;6;Sat;9;757.801;21;feriado
2007;Jan;6;Sat;10;795.5215;21.4;feriado
2007;Jan;6;Sat;11;838.5221;20.8;feriado
2007;Jan;6;Sat;12;867.1329;21.6;feriado
2007;Jan;6;Sat;13;893.8215;21.6;feriado
2007;Jan;6;Sat;14;913.3451;23.4;feriado
2007;Jan;6;Sat;15;914.9128;23.4;feriado
2007;Jan;6;Sat;16;896.7326;23.4;feriado
2007;Jan;6;Sat;17;886.2579;23;feriado
2007;Jan;6;Sat;18;882.8424;22.2;feriado
2007;Jan;6;Sat;19;891.5339;21.8;feriado
2007;Jan;6;Sat;20;892.5708;21.2;feriado
2007;Jan;6;Sat;21;894.3405;21.2;feriado
2007;Jan;6;Sat;22;927.6042;21;feriado
2007;Jan;6;Sat;23;1095.4621;19.6;feriado
2007;Jan;6;Sat;24;1111.0274;18.8;feriado
2007;Jan;7;Sun;1;1055.9833;17.4;regular
2007;Jan;7;Sun;2;962.9807;17;regular
2007;Jan;7;Sun;3;874.86;16.8;regular
2007;Jan;7;Sun;4;801.1164;16.2;regular
2007;Jan;7;Sun;5;761.4556;16.2;regular
2007;Jan;7;Sun;6;751.0817;16;regular
2007;Jan;7;Sun;7;737.0299;18;regular
2007;Jan;7;Sun;8;700.8427;20.4;regular
2007;Jan;7;Sun;9;672.2302;21.4;regular
2007;Jan;7;Sun;10;702.8108;23;regular
2007;Jan;7;Sun;11;742.3687;23;regular
2007;Jan;7;Sun;12;775.8303;23;regular
2007;Jan;7;Sun;13;805.6218;23.6;regular
2007;Jan;7;Sun;14;822.6037;23.6;regular
2007;Jan;7;Sun;15;831.4014;23.6;regular
2007;Jan;7;Sun;16;821.2309;23;regular
2007;Jan;7;Sun;17;807.5952;23.2;regular
2007;Jan;7;Sun;18;802.9606;22.6;regular
2007;Jan;7;Sun;19;812.9983;21.6;regular
2007;Jan;7;Sun;20;821.8401;21.2;regular
2007;Jan;7;Sun;21;829.2008;21;regular
2007;Jan;7;Sun;22;891.2591;20.6;regular
2007;Jan;7;Sun;23;1057.7228;20;regular
2007;Jan;7;Sun;24;1082.0924;19.6;regular
2007;Jan;8;Mon;1;1020.4722;19;regular
2007;Jan;8;Mon;2;928.6394;18.6;regular
2007;Jan;8;Mon;3;840.3361;17.8;regular
2007;Jan;8;Mon;4;785.6901;16.6;regular
2007;Jan;8;Mon;5;757.0901;15.6;regular
2007;Jan;8;Mon;6;751.9545;15;regular
2007;Jan;8;Mon;7;769.5164;18;regular
2007;Jan;8;Mon;8;785.1777;20.6;regular
2007;Jan;8;Mon;9;814.4198;22.6;regular
2007;Jan;8;Mon;10;888.6404;24.6;regular
2007;Jan;8;Mon;11;955.4134;26;regular
2007;Jan;8;Mon;12;996.6733;26.6;regular
2007;Jan;8;Mon;13;1033.2741;28;regular
2007;Jan;8;Mon;14;1043.9376;29;regular
2007;Jan;8;Mon;15;1050.9296;26.6;regular
2007;Jan;8;Mon;16;1054.9209;26.6;regular
2007;Jan;8;Mon;17;1053.5342;26;regular
2007;Jan;8;Mon;18;1048.8054;26;regular
2007;Jan;8;Mon;19;1045.5159;25.6;regular
2007;Jan;8;Mon;20;1020.6309;25.2;regular
2007;Jan;8;Mon;21;986.7919;25.2;regular
2007;Jan;8;Mon;22;1002.0041;23.8;regular
2007;Jan;8;Mon;23;1178.1532;22.6;regular
2007;Jan;8;Mon;24;1216.6291;21.4;regular
2007;Jan;9;Tue;1;1144.1589;20.6;regular
2007;Jan;9;Tue;2;1026.3162;20.2;regular
2007;Jan;9;Tue;3;921.3892;20;regular
2007;Jan;9;Tue;4;853.8409;19.4;regular
2007;Jan;9;Tue;5;824.6107;19;regular
2007;Jan;9;Tue;6;816.9637;19;regular
2007;Jan;9;Tue;7;828.2774;20.2;regular
2007;Jan;9;Tue;8;835.0235;22.4;regular
2007;Jan;9;Tue;9;852.3936;24.4;regular
2007;Jan;9;Tue;10;922.968;26;regular
2007;Jan;9;Tue;11;986.6669;27.6;regular
2007;Jan;9;Tue;12;1032.3107;29.2;regular
2007;Jan;9;Tue;13;1079.1523;29.6;regular
2007;Jan;9;Tue;14;1096.0279;30.2;regular
2007;Jan;9;Tue;15;1108.4426;28.4;regular
2007;Jan;9;Tue;16;1109.5045;27.4;regular
2007;Jan;9;Tue;17;1110.5566;26.6;regular
2007;Jan;9;Tue;18;1104.0966;25.8;regular
2007;Jan;9;Tue;19;1091.1308;26;regular
2007;Jan;9;Tue;20;1058.676;25.4;regular
2007;Jan;9;Tue;21;1026.5823;25;regular
2007;Jan;9;Tue;22;1036.9728;24.6;regular
2007;Jan;9;Tue;23;1210.0688;24.4;regular
2007;Jan;9;Tue;24;1237.0849;24.4;regular
2007;Jan;10;Wed;1;1178.2594;24.4;regular
2007;Jan;10;Wed;2;1073.3179;23.2;regular
2007;Jan;10;Wed;3;979.5116;22.2;regular
2007;Jan;10;Wed;4;909.7854;22.2;regular
2007;Jan;10;Wed;5;875.1872;22;regular
2007;Jan;10;Wed;6;862.9948;22;regular
2007;Jan;10;Wed;7;873.2073;21.2;regular
2007;Jan;10;Wed;8;894.2803;24.4;regular
2007;Jan;10;Wed;9;907.9999;27.4;regular
2007;Jan;10;Wed;10;977.1455;28.2;regular
2007;Jan;10;Wed;11;1047.477;29.2;regular
2007;Jan;10;Wed;12;1097.5193;27.6;regular
2007;Jan;10;Wed;13;1136.352;27.6;regular
2007;Jan;10;Wed;14;1157.4566;26.4;regular
2007;Jan;10;Wed;15;1148.4724;25.6;regular
2007;Jan;10;Wed;16;1132.2207;28;regular
2007;Jan;10;Wed;17;1101.3835;28;regular
2007;Jan;10;Wed;18;1093.3139;26;regular
2007;Jan;10;Wed;19;1090.2862;25;regular
2007;Jan;10;Wed;20;1062.6159;24.2;regular
2007;Jan;10;Wed;21;1024.7704;23.4;regular
2007;Jan;10;Wed;22;1030.3766;23.2;regular
2007;Jan;10;Wed;23;1179.6958;22.8;regular
2007;Jan;10;Wed;24;1212.7232;22.8;regular
2007;Jan;11;Thu;1;1157.572;22.8;regular
2007;Jan;11;Thu;2;1045.5855;22.8;regular
2007;Jan;11;Thu;3;945.0081;22.8;regular
2007;Jan;11;Thu;4;882.8745;22.6;regular
2007;Jan;11;Thu;5;856.9154;22.2;regular
2007;Jan;11;Thu;6;847.4022;22;regular
2007;Jan;11;Thu;7;860.4588;22.2;regular
2007;Jan;11;Thu;8;878.39;22.2;regular
2007;Jan;11;Thu;9;903.2924;22.2;regular
2007;Jan;11;Thu;10;973.496;23.8;regular
2007;Jan;11;Thu;11;1037.8822;24;regular
2007;Jan;11;Thu;12;1080.7405;24.8;regular
2007;Jan;11;Thu;13;1124.1782;26;regular
2007;Jan;11;Thu;14;1138.5506;26;regular
2007;Jan;11;Thu;15;1144.2975;26.2;regular
2007;Jan;11;Thu;16;1149.2007;25.4;regular
2007;Jan;11;Thu;17;1131.5362;25.4;regular
2007;Jan;11;Thu;18;1123.8305;25;regular
2007;Jan;11;Thu;19;1110.454;24.4;regular
2007;Jan;11;Thu;20;1081.8295;24;regular
2007;Jan;11;Thu;21;1053.2425;23.6;regular
2007;Jan;11;Thu;22;1076.777;23.6;regular
2007;Jan;11;Thu;23;1220.0993;23.4;regular
2007;Jan;11;Thu;24;1228.9058;23;regular
2007;Jan;12;Fri;1;1164.6843;22.8;regular
2007;Jan;12;Fri;2;1057.4907;22.6;regular
2007;Jan;12;Fri;3;963.7907;22.2;regular
2007;Jan;12;Fri;4;901.7103;22.8;regular
2007;Jan;12;Fri;5;871.5523;23;regular
2007;Jan;12;Fri;6;862.1229;22.6;regular
2007;Jan;12;Fri;7;871.4501;23;regular
2007;Jan;12;Fri;8;894.5567;23.6;regular
2007;Jan;12;Fri;9;907.3911;24;regular
2007;Jan;12;Fri;10;974.1723;24.8;regular
2007;Jan;12;Fri;11;1033.777;26.2;regular
2007;Jan;12;Fri;12;1072.1081;26.8;regular
2007;Jan;12;Fri;13;1105.8119;27;regular
2007;Jan;12;Fri;14;1117.0592;27.2;regular
2007;Jan;12;Fri;15;1118.6169;27.6;regular
2007;Jan;12;Fri;16;1119.8886;28.4;regular
2007;Jan;12;Fri;17;1115.7671;28.6;regular
2007;Jan;12;Fri;18;1105.9745;29.4;regular
2007;Jan;12;Fri;19;1086.7939;28.2;regular
2007;Jan;12;Fri;20;1054.8158;25.8;regular
2007;Jan;12;Fri;21;1019.6594;24.2;regular
2007;Jan;12;Fri;22;1020.5909;23;regular
2007;Jan;12;Fri;23;1186.0196;22.6;regular
2007;Jan;12;Fri;24;1234.0777;22.6;regular
2007;Jan;13;Sat;1;1182.6378;22;regular
2007;Jan;13;Sat;2;1092.9545;23.2;regular
2007;Jan;13;Sat;3;1003.3009;23;regular
2007;Jan;13;Sat;4;930.0121;21;regular
2007;Jan;13;Sat;5;886.8546;21.2;regular
2007;Jan;13;Sat;6;863.8722;19.2;regular
2007;Jan;13;Sat;7;854.4344;21.4;regular
2007;Jan;13;Sat;8;837.5489;24.8;regular
2007;Jan;13;Sat;9;817.3918;27.2;regular
2007;Jan;13;Sat;10;868.8731;29.2;regular
2007;Jan;13;Sat;11;930.9302;30.4;regular
2007;Jan;13;Sat;12;975.3893;30.6;regular
2007;Jan;13;Sat;13;1010.3775;31.2;regular
2007;Jan;13;Sat;14;1027.8969;26;regular
2007;Jan;13;Sat;15;1018.7679;26.2;regular
2007;Jan;13;Sat;16;995.1698;24;regular
2007;Jan;13;Sat;17;970.2215;22.8;regular
2007;Jan;13;Sat;18;955.7394;21.8;regular
2007;Jan;13;Sat;19;949.4748;22;regular
2007;Jan;13;Sat;20;939.8324;19.8;regular
2007;Jan;13;Sat;21;923.3448;19;regular
2007;Jan;13;Sat;22;956.3514;18.8;regular
2007;Jan;13;Sat;23;1109.953;18.6;regular
2007;Jan;13;Sat;24;1106.5301;19;regular
2007;Jan;14;Sun;1;1039.7701;18.4;regular
2007;Jan;14;Sun;2;946.756;17.8;regular
2007;Jan;14;Sun;3;862.4868;17.6;regular
2007;Jan;14;Sun;4;797.8639;17;regular
2007;Jan;14;Sun;5;759.6241;17;regular
2007;Jan;14;Sun;6;739.6329;17;regular
2007;Jan;14;Sun;7;729.3186;17;regular
2007;Jan;14;Sun;8;702.1833;18;regular
2007;Jan;14;Sun;9;663.5902;18.8;regular
2007;Jan;14;Sun;10;684.9246;19.2;regular
2007;Jan;14;Sun;11;722.3157;19.2;regular
2007;Jan;14;Sun;12;760.1085;19.6;regular
2007;Jan;14;Sun;13;792.5347;20;regular
2007;Jan;14;Sun;14;814.1839;20;regular
2007;Jan;14;Sun;15;809.2648;20;regular
2007;Jan;14;Sun;16;789.6476;19.6;regular
2007;Jan;14;Sun;17;775.1821;19.6;regular
2007;Jan;14;Sun;18;770.958;19.4;regular
2007;Jan;14;Sun;19;781.7109;18.8;regular
2007;Jan;14;Sun;20;791.8701;17.6;regular
2007;Jan;14;Sun;21;796.8078;16.4;regular
2007;Jan;14;Sun;22;841.3026;15.6;regular
2007;Jan;14;Sun;23;1023.4373;13.4;regular
2007;Jan;14;Sun;24;1067.4141;12.8;regular
2007;Jan;15;Mon;1;1010.4567;12.6;regular
2007;Jan;15;Mon;2;916.3212;11;regular
2007;Jan;15;Mon;3;825.1941;11.5;regular
2007;Jan;15;Mon;4;768.3679;11.4;regular
2007;Jan;15;Mon;5;741.3728;11.6;regular
2007;Jan;15;Mon;6;738.1051;10;regular
2007;Jan;15;Mon;7;755.1314;12.4;regular
2007;Jan;15;Mon;8;781.2046;17;regular
2007;Jan;15;Mon;9;804.6242;20;regular
2007;Jan;15;Mon;10;871.2009;23;regular
2007;Jan;15;Mon;11;925.4776;22.6;regular
2007;Jan;15;Mon;12;971.8789;23;regular
2007;Jan;15;Mon;13;1006.42;23.4;regular
2007;Jan;15;Mon;14;1019.1942;23;regular
2007;Jan;15;Mon;15;1020.7985;23;regular
2007;Jan;15;Mon;16;1010.8839;22.2;regular
2007;Jan;15;Mon;17;1001.8331;21.6;regular
2007;Jan;15;Mon;18;1001.5799;21;regular
2007;Jan;15;Mon;19;995.4537;20;regular
2007;Jan;15;Mon;20;972.847;18.6;regular
2007;Jan;15;Mon;21;952.2375;18;regular
2007;Jan;15;Mon;22;982.7592;17.8;regular
2007;Jan;15;Mon;23;1158.3906;17.6;regular
2007;Jan;15;Mon;24;1173.9044;15.8;regular
2007;Jan;16;Tue;1;1088.6219;15.2;regular
2007;Jan;16;Tue;2;966.039;13.4;regular
2007;Jan;16;Tue;3;867.9041;12.6;regular
2007;Jan;16;Tue;4;804.7307;12.4;regular
2007;Jan;16;Tue;5;777.1617;12;regular
2007;Jan;16;Tue;6;771.9908;11.4;regular
2007;Jan;16;Tue;7;784.3219;13.2;regular
2007;Jan;16;Tue;8;805.4035;16.4;regular
2007;Jan;16;Tue;9;832.9235;19.6;regular
2007;Jan;16;Tue;10;900.8027;21.8;regular
2007;Jan;16;Tue;11;955.3284;23.4;regular
2007;Jan;16;Tue;12;991.0496;25;regular
2007;Jan;16;Tue;13;1020.8598;26.4;regular
2007;Jan;16;Tue;14;1031.8524;26.2;regular
2007;Jan;16;Tue;15;1034.9615;26.8;regular
2007;Jan;16;Tue;16;1029.7115;26;regular
2007;Jan;16;Tue;17;1025.3179;26.2;regular
2007;Jan;16;Tue;18;1023.6907;25.6;regular
2007;Jan;16;Tue;19;1015.6903;25;regular
2007;Jan;16;Tue;20;992.122;24;regular
2007;Jan;16;Tue;21;967.4285;21.4;regular
2007;Jan;16;Tue;22;996.2035;20.2;regular
2007;Jan;16;Tue;23;1178.5587;19.2;regular
2007;Jan;16;Tue;24;1204.4531;17;regular
2007;Jan;17;Wed;1;1113.0131;16.4;regular
2007;Jan;17;Wed;2;998.9711;15.8;regular
2007;Jan;17;Wed;3;900.6838;15.2;regular
2007;Jan;17;Wed;4;831.0726;14.8;regular
2007;Jan;17;Wed;5;796.4297;14.6;regular
2007;Jan;17;Wed;6;787.7929;14.6;regular
2007;Jan;17;Wed;7;800.5941;15.8;regular
2007;Jan;17;Wed;8;826.0604;19.4;regular
2007;Jan;17;Wed;9;848.8873;22.4;regular
2007;Jan;17;Wed;10;918.8161;21;regular
2007;Jan;17;Wed;11;976.6073;27.6;regular
2007;Jan;17;Wed;12;1019.804;29.2;regular
2007;Jan;17;Wed;13;1048.7817;30;regular
2007;Jan;17;Wed;14;1065.0162;31.2;regular
2007;Jan;17;Wed;15;1070.4976;31;regular
2007;Jan;17;Wed;16;1066.3111;31.2;regular
2007;Jan;17;Wed;17;1065.9356;29.6;regular
2007;Jan;17;Wed;18;1066.1633;28.8;regular
2007;Jan;17;Wed;19;1063.3087;29;regular
2007;Jan;17;Wed;20;1043.8312;27.2;regular
2007;Jan;17;Wed;21;1018.0639;25;regular
2007;Jan;17;Wed;22;1035.8379;24;regular
2007;Jan;17;Wed;23;1210.4005;23.2;regular
2007;Jan;17;Wed;24;1223.5033;22;regular
2007;Jan;18;Thu;1;1147.5429;21.5;regular
2007;Jan;18;Thu;2;945.9303;21;regular
2007;Jan;18;Thu;3;933.8855;21;regular
2007;Jan;18;Thu;4;868.5131;20;regular
2007;Jan;18;Thu;5;837.6974;20;regular
2007;Jan;18;Thu;6;825.8388;20;regular
2007;Jan;18;Thu;7;836.6496;20.6;regular
2007;Jan;18;Thu;8;873.2965;23.4;regular
2007;Jan;18;Thu;9;891.8926;25;regular
2007;Jan;18;Thu;10;958.4746;26;regular
2007;Jan;18;Thu;11;1025.046;26.4;regular
2007;Jan;18;Thu;12;1068.0085;26.8;regular
2007;Jan;18;Thu;13;1104.4643;25.6;regular
2007;Jan;18;Thu;14;1122.3131;25.2;regular
2007;Jan;18;Thu;15;1125.4498;24.8;regular
2007;Jan;18;Thu;16;1120.0337;22.6;regular
2007;Jan;18;Thu;17;1118.5662;21.6;regular
2007;Jan;18;Thu;18;1109.8903;19.8;regular
2007;Jan;18;Thu;19;1088.3972;19;regular
2007;Jan;18;Thu;20;1058.0026;19;regular
2007;Jan;18;Thu;21;1033.6123;19;regular
2007;Jan;18;Thu;22;1064.577;19.2;regular
2007;Jan;18;Thu;23;1208.5856;19;regular
2007;Jan;18;Thu;24;1191.6292;18.8;regular
2007;Jan;19;Fri;1;1111.3482;18.8;regular
2007;Jan;19;Fri;2;1003.6141;19;regular
2007;Jan;19;Fri;3;916.0876;18.6;regular
2007;Jan;19;Fri;4;852.3565;18.1;regular
2007;Jan;19;Fri;5;821.6109;18.4;regular
2007;Jan;19;Fri;6;813.5929;18;regular
2007;Jan;19;Fri;7;824.9543;16;regular
2007;Jan;19;Fri;8;850.8863;19.6;regular
2007;Jan;19;Fri;9;868.2851;21.8;regular
2007;Jan;19;Fri;10;938.9428;22.2;regular
2007;Jan;19;Fri;11;996.5041;23;regular
2007;Jan;19;Fri;12;1040.5617;23;regular
2007;Jan;19;Fri;13;1069.7734;22.4;regular
2007;Jan;19;Fri;14;1080.0186;23;regular
2007;Jan;19;Fri;15;1081.9251;22.8;regular
2007;Jan;19;Fri;16;1075.6732;23.4;regular
2007;Jan;19;Fri;17;1060.3711;22;regular
2007;Jan;19;Fri;18;1041.5011;21.4;regular
2007;Jan;19;Fri;19;1031.2003;21.2;regular
2007;Jan;19;Fri;20;1017.733;20.4;regular
2007;Jan;19;Fri;21;1010.5106;20;regular
2007;Jan;19;Fri;22;1049.5486;20;regular
2007;Jan;19;Fri;23;1169.0691;20;regular
2007;Jan;19;Fri;24;1141.8946;19.4;regular
2007;Jan;20;Sat;1;1073.61;19.6;regular
2007;Jan;20;Sat;2;980.5364;18;regular
2007;Jan;20;Sat;3;891.0307;17;regular
2007;Jan;20;Sat;4;821.539;17.1;regular
2007;Jan;20;Sat;5;790.7329;17;regular
2007;Jan;20;Sat;6;776.8524;17;regular
2007;Jan;20;Sat;7;778.674;17.2;regular
2007;Jan;20;Sat;8;786.4333;20.4;regular
2007;Jan;20;Sat;9;768.1238;20.8;regular
2007;Jan;20;Sat;10;812.2383;22.4;regular
2007;Jan;20;Sat;11;866.5235;22.4;regular
2007;Jan;20;Sat;12;907.067;23.6;regular
2007;Jan;20;Sat;13;932.8281;23;regular
2007;Jan;20;Sat;14;947.2406;23.6;regular
2007;Jan;20;Sat;15;940.1196;22.6;regular
2007;Jan;20;Sat;16;921.7302;22.6;regular
2007;Jan;20;Sat;17;910.0514;22.2;regular
2007;Jan;20;Sat;18;907.7688;21.6;regular
2007;Jan;20;Sat;19;917.2048;20.8;regular
2007;Jan;20;Sat;20;916.8138;20;regular
2007;Jan;20;Sat;21;916.4565;19.8;regular
2007;Jan;20;Sat;22;956.6802;19.8;regular
2007;Jan;20;Sat;23;1121.5226;19.6;regular
2007;Jan;20;Sat;24;1119.6791;19;regular
2007;Jan;21;Sun;1;1055.3355;16;regular
2007;Jan;21;Sun;2;956.0997;15.4;regular
2007;Jan;21;Sun;3;865.1201;14.6;regular
2007;Jan;21;Sun;4;794.8215;14.6;regular
2007;Jan;21;Sun;5;755.9598;14.2;regular
2007;Jan;21;Sun;6;734.0094;14;regular
2007;Jan;21;Sun;7;726.5741;14.2;regular
2007;Jan;21;Sun;8;702.6104;17.8;regular
2007;Jan;21;Sun;9;667.184;19.8;regular
2007;Jan;21;Sun;10;697.6525;23.2;regular
2007;Jan;21;Sun;11;742.0843;25;regular
2007;Jan;21;Sun;12;783.559;25;regular
2007;Jan;21;Sun;13;809.4349;25.4;regular
2007;Jan;21;Sun;14;833.3324;25.4;regular
2007;Jan;21;Sun;15;835.7812;25.6;regular
2007;Jan;21;Sun;16;818.5884;25.8;regular
2007;Jan;21;Sun;17;804.2399;25;regular
2007;Jan;21;Sun;18;800.5486;24.4;regular
2007;Jan;21;Sun;19;809.4426;23.6;regular
2007;Jan;21;Sun;20;820.5083;22.6;regular
2007;Jan;21;Sun;21;829.4236;22.4;regular
2007;Jan;21;Sun;22;883.1496;21.8;regular
2007;Jan;21;Sun;23;1077.3304;19.6;regular
2007;Jan;21;Sun;24;1110.5073;18;regular
2007;Jan;22;Mon;1;1043.0051;16.8;regular
2007;Jan;22;Mon;2;956.9252;16.1;regular
2007;Jan;22;Mon;3;857.2092;14.4;regular
2007;Jan;22;Mon;4;795.7364;14;regular
2007;Jan;22;Mon;5;769.9668;14;regular
2007;Jan;22;Mon;6;765.6473;14;regular
2007;Jan;22;Mon;7;783.3325;15;regular
2007;Jan;22;Mon;8;813.865;18;regular
2007;Jan;22;Mon;9;840.8357;21.6;regular
2007;Jan;22;Mon;10;911.0781;23.2;regular
2007;Jan;22;Mon;11;964.5513;25;regular
2007;Jan;22;Mon;12;1017.0306;26.2;regular
2007;Jan;22;Mon;13;1047.2142;28;regular
2007;Jan;22;Mon;14;1061.9169;26.6;regular
2007;Jan;22;Mon;15;1065.9301;26.2;regular
2007;Jan;22;Mon;16;1068.6043;26;regular
